Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P03030	17.1817831426548	NA	17.577118988281	18.8029612065989	18.9095942878588	18.6138649864764	17.5983724172175	18.4983817753911	17.8503699959268	18.3265128764744	18.4246788912914	18.6737507394381	18.2098293357846	17.8372706642438	18.1408247791545	18.460927779558	13.5612760101797	13.785360508745	13.3900748876967	13.7771525554753	14.081441827692	13.6563689957524	13.7593160670058	13.9995684653923	13.9024599099	13.886087113871	13.9455901469141	13.7188004133979	13.7627661248592	18.854460571477	19.0382063369199	19.7614798127014	19.0132981353612	NA	18.9595180782469	19.2826518275962	18.3570622491389	18.7506546530413	19.0090330835688	19.0700370644198	NA	19.2822604256718	18.8762381408725	18.5415882219002	18.5785053726303	18.6579673489004	18.6960743921628	18.2541566904598	18.2953653795947	18.284864756764	18.3171166740544	18.268793258527	18.2301283560093	18.1999119307027	18.1717778605286	18.6496456290272	18.3581961665238	18.1645485254474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AFF4	22.8125674769843	NA	22.443830858963	22.8182650271847	22.5709952401405	22.5666356887493	22.5484884596298	NA	22.4684619676565	NA	22.3798140815486	NA	22.6790333116862	NA	22.5338995419538	NA	NA	12.3725685481972	12.2072034936722	12.6740289182725	12.6445300414688	NA	12.7147671121974	12.297053818285	12.7613434561006	NA	12.4066195744895	11.8389399523805	13.1434900409008	18.1577761980207	17.8963087498755	18.117577157616	18.6371236607163	18.416612000873	18.056346649122	18.5184188031857	17.8858691222963	18.1060158966592	17.3557296165508	17.5165156812162	NA	16.2794400996735	16.7463437362982	17.5103546746367	17.7555461345271	17.6233742748128	17.793869980018	15.5259795308001	15.5364931086594	15.7560350234973	16.0868287050594	NA	15.8384554716287	15.581200581925	15.7263352564501	17.3600154435106	16.1382517981613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39359	20.1986608540228	19.0263505300678	19.5336358131707	20.5372051270278	20.5371861646577	20.4722902288922	19.9410590722716	19.3299320749218	19.7730667481179	20.1944106029941	20.0011607597728	19.9299518453439	20.1666338592993	19.549927522813	19.0532126493322	20.0349117761621	14.4349409166617	14.7447445070253	14.9074634271664	14.4706842912969	14.6437716543855	14.4939742515864	14.8800761245053	14.9443140023648	14.5498087287052	13.5945578798637	13.1857395855341	13.506853014093	13.2478874709819	20.2583359940201	20.3234242558081	20.3187987467452	20.0847902253086	20.6177866928302	20.1335661946836	19.8716871978409	20.5158865223007	20.2120735993166	20.1854005520506	20.1407598865427	NA	18.4680591864783	18.4992658716116	19.7123086827971	19.5579927533152	19.5751569700477	19.5978743337751	18.392011293942	18.5010441065355	18.5797063199968	18.8505042972226	18.6840602782116	18.8104367021047	18.4865050993051	18.4539457746007	19.572500397491	18.832840578866	18.3557640225472	18.345140989483	18.6465622257632	18.8880981102292	18.3570794363565	18.0183632031846	18.2915304646764	18.603731373488	18.3753746383901	18.0165525992071	18.8424209392533	NA	NA	NA	NA	NA
P09373;P42632;P68066	18.7101270514713	17.8888740252547	17.8537055111034	17.3906979772766	17.838483786718	17.4865758032835	18.2468379993842	18.765800829568	19.0207087138197	18.3096806217004	18.82030363684	17.9705946322369	18.4466794786373	18.2814093822875	18.3994072792077	18.580398436647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2623047856181	22.6215967217479	22.579219246368	23.4912928591815	NA	23.4535992017094	24.4020013119375	NA	22.9245870938867	24.1373520459869	23.6809526601769	NA	24.5068930031072	24.4048034893111	25.131260542531	24.7973092623821	25.2185975266551	24.512220596849	26.4135842881447	26.6559187030793	26.4236076010324	26.45641113277	25.9895581266858	26.4288392203524	26.2623026347459	26.0281256115827	25.3788270578669	25.2935088349821	25.450012435445	22.8761852966232	22.5661409289946	23.826017731521	21.5860316072717	22.3862919508919	21.9754589690322	21.9895975364127	21.9342674897119	23.0637439677884	22.001174507254	23.7808372920023	23.2513757870305	23.3262610478755	23.0903870608595	23.1954112590371
P0A898	23.0776893609723	23.2075470223241	23.0288169612848	23.0303199249627	22.816139140386	22.9472570248458	23.2937157969496	23.1361647526734	23.2213410769425	23.0857045526657	23.2383834543218	23.3142358220692	23.2907945361703	23.2129849285867	23.0725892896804	23.024072027275	16.101682327049	16.2531882407541	15.7349159768967	16.3724144875614	16.5469743194307	16.5792717366872	16.4990330212885	15.0347215995917	16.5605373408476	14.9417629059261	16.1520887245052	14.0647932783982	16.1182354456673	22.5011398627873	22.3034396336017	22.0573585121317	22.2635488861797	21.9377121708054	22.3493400885307	22.3101384540858	21.604075378833	22.3879147697754	22.1978483915108	22.1662262295814	21.2376499503798	21.5397201716057	21.8737977916345	21.4543776184975	21.5414889686897	21.4399820088228	21.5648091127807	21.5721709892868	21.6982654899363	21.4014649621317	21.6029298850272	21.6029706494243	21.6487218263538	21.6090858319283	21.6088197082048	21.5550936751335	21.6478790972991	21.6392700419999	19.7542399886993	19.5439625906726	19.6594315327055	19.7126663705799	19.4543796267718	19.7023553379595	19.7060760747373	19.7402666333394	19.3321371012054	19.7866509167472	19.4615294067713	19.6193441554417	19.6070557362822	19.5559764573851	19.4663413805702
P76234	23.7800462940942	23.0163710056671	23.6171275358605	23.5340729589325	23.663685783916	23.3044788897477	22.9262677589482	23.7064399483632	22.9285935522192	NA	22.8031323236136	22.7307843856119	22.8894274643706	23.8455111074492	22.3443175828588	23.7440462579274	14.2513640550649	13.6307221621038	13.3031243095783	14.2069838060003	14.5253128071976	14.1832166538378	14.0497549753933	13.1262479127993	14.2234436679241	12.6726816804481	13.7935829894878	12.00271306718	13.8912141059058	20.9711772542961	20.9540003034245	21.2193068017371	20.9791209173334	21.3169002020952	20.9624060604187	20.8420479699756	20.9291283521403	20.8128337985115	20.9181105699701	20.8306977852766	20.0604690152638	20.7450029590937	20.605115948176	22.2811914480334	22.1354963726886	22.12117176623	22.0035062457234	22.0499947467657	22.0435580205995	22.1623587495324	21.8658095266443	22.0608350982316	22.0294018204644	21.987087023444	22.0676943174011	22.2171246674507	22.1913231297671	22.0505993146935	18.0854050283763	17.9877969290425	18.6987724813919	17.9626531715923	18.2461838957886	18.2862057802071	18.2345227634892	18.0568758163445	18.5295449378559	17.9047639654839	18.2973238066899	18.0412634341501	18.262484873945	18.087701088365	18.1203391411286
P0A937	25.4866791525177	25.515511806703	25.0671485841615	25.1958272435325	25.2919433815768	25.5252091774134	25.5371962384479	25.407930813431	25.4956021816597	25.5916272327809	25.316878801636	25.3875960049605	25.1503574851811	25.1115333761406	25.5766447631145	25.2726505706748	16.3648186236554	13.6756704055171	10.1471285898518	14.7580618187685	13.639555514022	15.1527958119482	14.9601422476159	NA	15.0246505622495	11.4579092232445	13.1957120773919	10.6005169371996	13.1714504833471	20.2630330299719	20.6270101342037	19.7416282746092	21.0751774944935	20.4546286311194	20.2594398510249	20.659218969655	18.8701359086564	20.4457463895469	20.5784685179461	20.6930751240691	17.365297208845	20.7816398616958	19.587825119089	20.365414694329	20.3180815671268	20.4917161152	20.6269121325953	19.5148334622881	19.4374594990541	20.1133072290128	19.4677408600758	19.5708007325735	19.9170748286882	19.5391493427848	19.6265129299893	20.3851756968904	19.8364680265274	19.3606156447154	20.0734852293871	20.1507463849728	20.0031802350469	19.5608515080665	19.9984774944221	19.8904156978957	19.8680342697005	19.8551285312949	20.1793988874068	19.8056588644838	19.6625397365207	19.5901356254398	19.8504569879652	19.341620888919	19.7549494655449
P00888;P0AB91	NA	NA	20.0424796521165	19.2784834887823	NA	NA	20.6348021892522	NA	20.6900593741654	20.8932141212403	NA	20.403973155972	NA	NA	20.6916872990893	NA	19.7363788076321	20.2795176349259	20.0721247515762	19.8997935364667	19.7742015149879	19.9685149296711	20.4037755728115	19.4381603566611	19.7474488992354	19.8655641347104	20.2353902237174	18.8361613349196	19.8933593071938	25.238971592106	25.3723181647364	25.6701661904886	25.1681071083022	25.5878246613776	25.4523742283255	25.1699541999791	25.3500924982747	25.3493097139785	25.4861543514346	25.5075766631263	25.8365896640915	25.8939672072805	25.9383871981762	NA	NA	NA	NA	15.684737664312	NA	16.4572750587436	NA	16.5868295281874	NA	16.5807929418026	NA	NA	NA	17.8329456268511	22.0287647000786	21.8181421273314	22.2444921735565	21.8836970869439	22.0393033003614	21.9553171573754	21.9003597572078	21.9058959637925	22.1727375758398	21.9076205345996	22.5713263058083	22.5015456626487	22.6696986696298	22.5591660695916	22.5463302317592
P11072	20.5775191854311	21.3576078433679	20.9602932978915	NA	19.6509886055366	NA	20.8709155233635	NA	21.0890974092308	NA	20.364592094955	21.192473429046	20.4590793551657	20.7124161663806	21.3755729679073	20.2181067406407	13.2260704455391	13.4114580246669	13.4938429431616	12.8479049349454	13.3488664427566	12.911285242439	12.9460655537075	14.1714192076096	13.3531468254981	13.5159584950467	13.1809052627354	13.4244156414109	13.0594830448351	17.874951339208	18.2787488996188	18.4544679880726	NA	19.080825333027	17.6668897084403	NA	18.4031160731371	NA	NA	18.2303254070395	17.2361824067946	NA	18.0108121762503	19.6270920940733	19.2747898952439	19.2070047845665	18.8562340174076	19.2944031185574	19.0443754408793	19.1382868014984	19.2816629370746	19.2318375813469	19.2245010575872	19.5345612651619	19.5598699749309	19.3729479331368	19.3368029066881	19.4059620384914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36561	20.0142575354075	19.4199005305208	20.090538898841	19.925027008767	19.1681064960372	18.6808402318709	18.4384710628294	19.6306439628196	19.8032387686593	18.9063093147476	20.1625708086515	19.8004923406498	20.5042545487724	20.1605411390843	18.9757248429862	19.9543695697296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5136659199145	18.8348907215453	18.8162555693432	18.9845019044753	18.7308913305464	18.669805483123	18.5877592071558	20.6686495744773	18.8919675876596	18.6041115851508	18.7667068276004	19.5574487432522	18.5101344273549	18.8582846015146	17.4361665902479	17.8653103933133	17.560780621203	18.2160021557692	17.0674448649634	17.6798443010405	17.8387361357922	17.2967638872845	17.3147513931282	17.7150905992333	17.8709546435021	17.2755061827197	17.3662026678005	17.762686980335	18.8042854541074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P18775;P77374;P77783	20.6060292208844	21.1720660863974	21.3270536930222	NA	NA	NA	21.2702097643068	21.1610765110183	20.6611430915183	21.2400634203172	20.3832992875472	21.0793701936892	20.9231185320901	21.0760718288167	20.6193817718292	21.0569088828523	15.2008909441481	14.1594771901101	14.5351903095468	14.231446209184	15.057695642154	14.9507609143039	13.7014905779552	13.9753195755295	14.7513191434765	14.1453590286729	14.8834213063448	12.6869184805209	14.9324223920818	20.8238041449731	20.9391659596335	20.4775270569227	19.654896455889	21.0587660034833	20.5139126082477	19.4571423715303	20.9857293887949	20.3888896871596	20.401933628296	20.4279695589608	20.5250083974254	21.0410628601932	20.7767334127007	20.989296089589	20.0258992390218	20.0372332392099	19.8327880520049	21.0112504635621	20.9025767898531	21.2258687653898	21.1938934756633	21.6219409640854	21.3429460012347	21.6567774771081	21.7133017613639	20.0192622233165	21.5464008901051	21.3736680905006	17.4536725414689	17.025755985402	17.7802129403441	16.5880601804635	17.5406729430252	17.6394820315735	17.0433797948516	16.7910102251055	17.9591133273208	17.2815225818953	18.2568858987684	18.2450977072527	18.344842017208	18.3262670834977	18.6013573120867
P04128	23.9082621356983	22.5694894379575	22.7079926527548	22.3022601603768	24.5032271786541	22.3133419872323	22.0364084070924	24.12026224459	23.4903259996979	23.7920447603031	23.6961482749868	22.4481737890652	23.3042839121379	21.4520260204374	22.0414071616679	23.4612021406931	16.9712179588508	16.7620835227796	16.4122787381001	16.2877538564356	15.9068506767364	16.901232245695	15.4594252146146	14.8539820064852	16.3139848293953	15.8057615027445	16.3515949284993	16.1382657995981	16.2063600310779	28.4828807803473	28.4110255041182	27.7219757176467	29.5348388325197	28.7547574519391	29.2501565684536	28.907193024063	28.2286315612362	29.3221266351958	29.2330647643067	29.5492821258314	28.2115551538226	28.7849966548025	28.3442569599344	23.9018240436911	24.5279253254611	25.5968277302486	25.4521102517119	24.4921062325827	24.8913897186391	24.5878532680595	25.0869008948517	24.5402950320405	24.4781976106303	24.110259311433	24.2686088164178	25.5116356442777	24.3891759932439	24.6543624417778	25.3599756445591	25.9082483900945	25.4207004221769	25.7271069614824	25.0943224146357	25.7538908306273	25.4195500526625	25.5325786322505	24.7981996500182	25.6385024233489	24.7353122378294	24.9766969647218	25.0543034005472	25.1967316333923	25.2898769108561
P76001	22.8322286768154	22.6984435507124	22.09078439028	22.6097982605781	22.5259522982715	22.4424241808398	22.6931112918373	22.2735201695205	22.4129579348403	21.6989945519657	22.2066292697742	22.2261922587377	22.3350817198482	21.9113854042683	22.5584515439087	22.1333278767824	13.3021390913053	12.4693162075691	12.0090727886449	13.9245434574543	13.1325929073682	12.9627857751775	12.4730258386029	11.4168397419128	13.1637880272323	11.1721399411145	12.7110044033255	10.8713123329284	13.2792652446522	21.7659480929695	21.2241795404601	20.948856264565	21.7955030562948	21.3608417272044	21.4785642457624	21.4306414111491	21.130571819613	21.8222876264556	21.5673461735293	21.520804729202	21.0227199905088	20.8747622716453	21.0229569846468	21.6335123450819	21.4722208048991	21.7665103067091	21.9357211557355	21.0191128781119	21.1563065538254	20.6841116583748	21.1876492852437	20.970412075715	20.9771792855702	21.2000688378825	20.9578091439596	21.7221237696716	20.9322608967985	20.9782412209509	20.4320647182121	20.4352836567133	20.2903361480506	20.4126401341374	20.1719317509962	20.4948438681702	20.5527272525847	20.5303815695242	NA	20.4052827600038	20.40708930867	20.6672813603997	19.9268287520333	20.3470892905066	NA
P0AGI1	21.8531191533972	NA	NA	22.0145435965819	21.9088521568068	21.2606347437749	NA	NA	20.5422119429173	NA	NA	NA	20.7238575579325	20.0016143574971	NA	19.6526279363637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1569866508807	NA	18.6944497124479	NA	NA	18.8088982056978	NA	18.3597066713477	NA	18.2168831880434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DPP7	14.5417984271069	15.9977859170878	NA	NA	NA	NA	16.0608753287122	NA	15.6080035299374	16.078734574053	NA	15.8021023184734	15.0190868090004	15.9445450727869	16.1582053329928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09373;P68066	30.7820054732774	31.5230394903334	30.9073735566994	30.2876353292644	30.2452679134114	30.5831674477502	31.2835568029759	31.0520915873171	31.259727354787	31.1619853613726	30.8624093751571	31.0471259824065	30.8003062571889	31.0728774550761	31.088523826775	30.943697227489	21.6953200613409	21.8426465158454	21.8173264312729	21.9529061522899	21.4544880694317	21.3049550814132	21.4855875974216	21.7111518878323	21.8570249767789	21.9307099102984	21.9311176566651	21.2094164772028	22.0503302800331	28.4686743459348	28.0296638346256	28.1454747385096	28.3060603679054	28.9153830491028	28.0797349705038	28.1744377929447	27.9826088913514	28.0508988058429	28.4073101052961	27.7320802479458	28.8333827779686	27.8113662162812	28.1938325807417	27.4891011969748	27.7744657131051	27.9380797946901	27.3676471020575	28.0475485615803	28.1809996881885	28.1461256908864	27.9514872719886	28.3089049232669	28.2239638306163	28.340195523486	28.0881168745152	27.4797431422766	28.1784326524783	28.2302727014579	26.2631036128589	26.1623537550108	26.597771264474	25.857916755212	25.8138570144643	25.6964958768618	25.7975393318366	25.9009539393882	25.9379384119741	25.9295654399624	25.5667280018915	26.1685451938354	26.1841015515597	25.6727523821807	25.02991232499
P0AFN2	22.9088796363809	22.6512120214384	22.8465080682584	22.7430169933443	22.7671915455482	23.2147851150434	22.6196750564522	22.806711661834	22.65787448	23.1418592348922	22.8934381903742	22.9400913136707	22.7979108289139	22.7530706294645	22.9245309171723	22.7875443178563	14.7117046104664	14.1510482600704	14.9074587327501	14.7918801904567	14.6133463224018	14.2323234850059	14.5205266063724	14.4885494021361	14.9463991591572	14.3039376783823	14.5085809225896	13.4477160750039	14.3592691309615	22.1945699130178	22.4298781648353	22.2133024227688	22.0186138172257	21.9278162935749	22.0264633307752	21.8528906378148	20.6262972433365	22.1697562192617	21.7799060720005	21.9785449862848	22.1618084797901	21.8618971642312	21.5647579539594	21.0375885093467	20.7360599933221	20.891954241997	20.7620429587832	20.4384243596394	20.3629347893752	20.5656413514783	20.3728076836917	20.4692622236691	20.1916303675062	20.4040563407869	20.4165315985455	20.6144025169949	20.422066819935	20.3177173240585	18.6003194724282	18.3988188303482	18.7128963858204	18.5509571630704	18.4999120485271	18.5588915094303	18.5156536446961	18.4472446936063	18.5958475065173	18.5494876349221	18.312435410813	18.4863479669459	18.3909330355022	18.3074498717294	18.2457383789038
P12999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.81908056409096	10.3339938827614	9.67958565869534	9.42330713600018	10.8710042342762	11.509205928011	11.0535797560671	10.8497100286481	9.62462550203907	11.2413337312161	11.2445065513959	10.8305468967999	10.8870530276416	18.643451079363	18.7996958460588	18.9589434679336	18.6618372348115	18.2656150464845	18.2792750399959	17.8495333836752	19.1196554725933	18.799221533277	NA	17.1103609593908	19.2377257970995	19.1437693279944	18.1177496195788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.9713100311237	14.7445080173024	15.0524406886288	14.3168047674054	14.8372977705054	14.1900638559544	14.7684841657219	15.5393224139201	14.1475388434811	14.8183125456547	13.7339580208127	13.88168755887	14.3406429332558	20.9002639281743	20.4871295312656	20.5402359005901	20.8381513571566	20.4381806662978	20.458158260159	20.7050923555225	20.8395052204121	20.951875186013	21.2228774291531	20.8442644158007	19.8517597147241	20.5061739030621	20.7943888942603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEP9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.5051267562221	13.0750378499684	12.6503719032539	12.99916323377	13.2046643662346	12.8598220544248	12.7512929882225	12.4317822498894	12.8661700336164	NA	10.6079313114841	10.6518499768643	NA	16.7296605700528	17.7609083274401	17.8190439297524	17.5674436637458	17.7551222967023	17.5993317429563	17.5887585481153	17.9222940320463	17.6853031647749	17.5268354212662	17.5721969005226	NA	17.0685473812877	18.163620196059	18.1054993378486	18.5782584282666	18.1282662510979	18.148153806613	18.5075817439879	18.5174656336659	18.3241014184776	18.5660242989332	18.2297388664736	18.4757294734276	19.0126736374948	18.1151706853148	18.1966645553876	18.7405219360528	18.0558066985255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.7442452054693	13.0841091223584	12.8689305599865	13.2512308934581	12.3622616578313	12.9517017975563	12.6166039775678	12.1192037697995	13.0209400177721	13.2178941015929	12.7783934032884	13.0889836318378	12.7468019077531	18.5370704888027	18.0846578916516	18.9095005352111	18.3973571035003	18.4286341527413	18.2471904428947	18.4594316186373	17.3082590283195	18.4176053214509	18.8837858207073	18.5980306850515	18.5912739675305	17.6202699500402	18.1789662886288	17.0118278164771	16.7907557501183	NA	16.348653818671	16.7510732653661	16.4214008370086	16.6042983953109	16.8772721493639	16.926434993902	16.6216512695168	16.7400705960777	NA	NA	16.4658246434939	16.4813248658513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3426302986784	13.8345204294459	13.9974264966117	13.5625047952934	13.2424849082486	13.3822052059916	13.5959101369865	13.7434354440801	13.5529812314479	14.4490260936496	14.4488067645753	14.3641141309379	14.2921778163198	18.2111135579104	17.8041499322255	18.0897246018895	18.2931932134413	18.102688268656	17.9615118703929	18.2255604969661	18.3262100184243	17.8123966920171	17.8774039696413	18.1158717181374	18.1373063868942	18.6279612947958	18.4747120258758	17.4126029236234	17.3129006769601	17.2364253492434	17.1168820283776	17.5769123914703	17.6790401863931	17.8052652451791	17.5903019561544	17.7551027319502	17.6433841371265	17.7181582404399	17.6172091621082	17.1378516996963	17.6661338315452	17.6595430286683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.2408136878003	13.5144675028193	13.3458626005841	13.5738483366564	13.4927795299985	13.5456161056337	13.5082280771979	13.476265225425	13.6512647600663	13.3067452691809	13.4370237800003	12.4293936640885	13.2536584216525	17.9267129519738	17.8481583319052	18.1369410621223	17.9518083255223	17.765447983565	18.343593463507	17.7149229636798	17.9449750855334	18.2557017245455	17.7180311098165	17.6169077499283	18.0333369603839	17.8052652451791	17.4071847643977	18.6345558339006	18.5243312760549	18.5428618378975	18.1071404344691	18.572022916154	18.4917983054385	18.5235887551916	18.2600282295952	18.826331242452	18.7230809450558	18.5249854493617	18.3175980972602	18.4316689859357	18.6293744088825	18.4960813668843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8421912138616	13.4837276210681	13.4624639297319	13.0833895716226	12.7824208516356	13.5976452303714	13.1021988185288	13.2289990161059	12.6756307141542	12.6326158493017	12.0854591807489	12.984220840196	11.5930035507097	16.3453896525528	16.6821990831494	16.0411885564681	17.1657804634664	15.7871373527607	17.0029358503176	17.1228178862027	16.150227250044	17.0773268783829	16.694262654887	17.1628928330345	13.8935575068761	16.2916006084689	NA	19.467129874543	20.0411029772154	20.0086611372345	20.1180944816675	19.3063087233929	19.2752674597402	19.0600916217137	19.0264288835904	19.1276241114866	19.2848241002246	18.8431359111114	19.3343562225224	19.8530963034677	19.2508234720811	19.3683956223672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.7565479832223	12.7265076912656	12.4218754788961	11.605817465441	12.5155446219641	11.8615018150621	12.3844950743004	12.6742871791711	12.0377150984378	12.0165959062307	12.494118051864	11.413024917262	11.8636907136601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4188079311911	NA	NA	14.1186004682682	13.935570244113	14.1769444792264	13.7457898526135	13.1746807405133	14.8282257571152	13.2811476307826	14.2764734021814	NA	14.6828464892268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.30724863249316	11.066694672309	9.85422479150703	10.7251105893406	10.6556917092802	9.92646056828151	10.463626543523	10.7501961331812	NA	10.3629958119741	8.31771107152014	10.4254047528349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.6993664012479	14.9362054337009	14.0860366796169	14.1480077890199	14.3825294648122	14.5261690931769	14.8288207687917	14.5103376742896	14.0729867108731	14.5452480673346	14.5676233998656	14.4384280147262	14.7518003155381	14.4484067256967	14.6723093117394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
