"MSP"	"ERS848745"	"ERS848744"	"ERS848743"	"ERS848742"	"ERS848741"	"ERS848740"	"ERS848738"	"ERS848736"	"ERS848734"	"ERS848731"	"ERS848730"	"ERS848729"	"ERS848728"	"ERS848727"	"ERS848724"	"ERS848723"	"ERS848722"	"ERS848721"	"ERS848717"	"ERS848715"	"ERS848714"	"ERS848713"	"ERS848710"	"ERS848709"	"ERS848708"	"ERS848707"	"ERS848706"	"ERS848705"	"ERS848704"	"ERS848701"	"ERS848700"	"ERS848699"	"ERS848698"	"ERS848695"	"ERS848692"	"ERS848690"	"ERS848689"	"ERS848688"	"ERS848686"	"ERS848684"	"ERS848682"	"ERS848681"	"ERS848680"	"ERS848679"	"ERS848678"	"ERS848677"	"ERS848675"	"ERS848673"	"ERS848672"	"ERS848668"	"ERS848666"	"ERS848665"	"ERS848664"	"ERS848663"	"ERS848662"	"ERS848661"	"ERS848660"	"ERS848659"	"ERS848658"	"ERS848656"	"ERS848655"	"ERS848654"	"ERS848653"	"ERS848652"	"ERS848651"	"ERS848650"	"ERS848649"	"ERS848648"	"ERS848645"	"ERS848640"	"ERS848635"	"ERS848633"	"ERS848631"	"ERS848630"	"ERS848629"	"ERS848622"	"ERS848621"	"ERS848620"	"ERS848619"	"ERS848618"
"msp_0232"	0	0	0	0	0	0	0	0	104	2640	11	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	644	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0
"msp_0234"	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	137	0	0	0	0	0	653	0	0	474	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14	0	7	0	1133	0	0	0	3857
"msp_0236"	5	4479	608	3711	3556	1746	3049	0	50	632	2180	0	1937	48	1960	193	60	14	21367	1288	38	3	2400	2875	34	131	6	1678	205	9848	5128	54	1578	828	520	2502	9953	509	0	3539	4315	5711	290	5743	4390	6481	2675	4	5235	9331	28	4438	2166	74	361	4556	764	19649	42	450	201	0	5725	295	5	0	0	835	2381	0	1120	0	533	0	91	222	137	21	2079	0
"msp_0237"	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	14	0	0	0	0	15	0	0	0	0	107	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	203	194	0	0	0	0	0	1097	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
"msp_0238"	0	0	0	0	2821	0	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0
"msp_0239"	0	19	8	0	0	0	39	21	24	0	0	723	73	81	27	1555	992	0	61	0	0	0	17	0	0	0	0	3686	0	0	10	3796	29	70	1274	0	527	284	1395	39	14	0	0	0	0	3965	0	0	0	0	0	13	0	0	0	0	0	0	0	46	0	14	0	0	0	951	0	22	539	0	0	0	843	1608	0	27	0	0	0	2
"msp_0242"	0	0	0	696	0	10	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	19	0	0	0	0	0	0	0
"msp_0243"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2087	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0
"msp_0244"	0	101	8	743	2417	330	58	52	64	0	229	117	19	0	41	1309	0	0	56	0	161	0	88	87	236	8	0	92	30	0	137	64	87	49	299	1220	77	207	0	70	55	44	1666	245	43	0	214	417	79	114	0	41	391	35	649	22	74	0	58	25	41	87	117	0	142	180	41	518	17	9	100	0	375	19	124	0	1126	0	590	641
"msp_0246"	0	0	0	525	0	0	0	5	0	0	116	0	0	0	0	0	0	0	11	12715	0	745	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	5085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	250	0	207	0	251	4	0	0	0	0	0
"msp_0247"	0	0	0	368	0	0	0	0	0	0	0	0	4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10865	368	0	831	0	0	385	0	0	0	0	1125	0	0	1103	0	0	0	0	0	0	0	4595	0	0	0	0	7	0	5685	0	0	0	0	0	1870	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0249"	0	362	104	76	7	0	67	189	31	8	0	0	9	33	8	616	8	129	79	202	74	0	0	56	172	242	56	625	31	699	128	115	76	72	26	112	0	45	99	0	134	446	14	40	157	12	0	0	1718	0	0	79	316	48	9	23	0	0	0	55	321	748	19	6	0	0	0	0	566	0	24	291	0	27	305	66	0	61	1153	15
"msp_0250"	0	0	7	17063	1495	5127	5441	0	0	108	15680	3469	251	113	0	2921	0	0	0	0	621	4	9749	0	0	4	6	686	0	4	0	0	735	1550	933	2222	766	0	0	0	2624	572	0	1477	0	0	6601	374	0	1093	11	7923	2946	0	15366	0	0	0	0	0	16	8513	0	0	0	0	24	4531	4	0	6	9818	4803	820	3984	2175	0	5	0	8
"msp_0254"	0	0	0	0	0	0	0	0	2564	68	0	0	0	0	6145	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	1915	0	0	0	0	0	0	0	0	0	0	1512	513	0	0	0	16	0	0	0	0	0	0
"msp_0258"	17286	3973	1587	2037	2021	43	1782	4137	9002	9	2343	2857	969	8470	5536	994	3645	8292	595	21356	2722	919	12566	245	42	2369	1188	412	2987	243	424	1050	183	2157	576	959	34	346	0	381	25	1718	1677	148	96	5101	665	228	1386	1372	0	518	2330	296	151	38	7706	0	1235	889	4192	0	0	376	5824	8	1685	22	48	365	1006	179	941	1344	959	4105	5	59	1278	6959
"msp_0259"	0	6286	451	0	6001	4796	1935	2636	0	11	7711	1073	3656	553	13	2771	3120	150	2070	304	783	6	14135	457	4690	2345	1164	1648	1011	780	848	1385	1351	2032	1544	4518	6	1207	5160	6	1623	6563	1565	5968	0	17008	1968	1769	1378	3173	9448	2940	583	1022	2947	3515	468	12403	5872	350	849	1348	1650	10	492	19784	11246	6806	914	1110	496	17	4055	1705	636	92	568	68	1665	5617
"msp_0260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	0	0	384	0	0	0	0	0	0	0	4484	0	0	0	6401	0	0	0	0	0	0	4277	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16632	0	9	0	0	0
"msp_0262"	0	0	10490	8	10816	378	488	0	0	0	0	138	311	0	0	0	0	0	0	686	0	4	0	255	2869	0	0	0	1100	3100	474	0	761	0	1007	627	533	2551	65	10571	0	0	0	4266	0	0	0	0	725	0	20	63	1742	0	12	107	0	0	517	6	0	0	6193	0	0	15	0	4	0	0	1667	0	0	0	14	0	8628	0	0	0
"msp_0263"	21984	103	5642	7	0	13169	883	5	11	0	0	1381	0	0	18775	320	1276	0	9	31	13	0	5996	887	1763	0	0	266	0	9	5666	0	315	2377	311	8	21955	0	24270	0	2928	3422	3600	2535	438	9505	1814	0	41119	1266	15	1331	0	7130	8431	28088	5	7048	2547	4963	659	25	91	6	12	18214	29454	6412	120073	0	175	1775	427	130473	23	29236	18	125467	0	411
"msp_0264"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2931	0	0	0	0	0	679	0	2810	0	0	982	0	0	0	0	0	0	0	0	832	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
"msp_0269"	6	5076	0	0	8792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	0	0	0	0	6305	0	0	0	0	403	0	0	1337	3430	0	0	1247	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	3	0	0	0	0	0	19	0	0	0	0	0	0	195	454	0	26	0	0
"msp_0270"	0	2417	497	0	681	0	5	0	0	0	10	105	887	7983	0	0	0	0	0	0	1132	0	0	0	0	0	0	0	0	326	72	165	197	0	424	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	176	0	0	195	0	128	0	0	0	782	0	217	26	0	12	126	2023	0	11	0	9899
"msp_0271"	64	83020	73699	47	79	3487	164	14	9	121	33381	566	6159	83	100	19786	781	3406	417	0	0	73559	221	12	45588	16762	19593	16201	14206	187	52957	77	4845	0	10935	178084	44168	76	42766	13	17	176645	47	6998	494	46	19	2421	0	161	49	212	56554	5414	1776	101637	27	215623	152	112	81307	56227	44	38	146	19	199	219	4974	39703	11486	44	55	9378	60617	2991	219	43800	52	66
"msp_0274"	568	0	6	15724	0	0	1028	0	27	1781	218	0	0	1987	89	0	0	1727	727	8	9	435	0	0	0	0	0	0	0	0	0	0	0	0	0	70	12	0	0	32	0	8	12	0	417	907	0	0	3	0	0	0	0	0	19	11	3	36	0	0	201	1944	0	0	28	0	85	10	0	18	0	12	0	0	0	0	0	56	8	0
"msp_0275"	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8959	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	45	0	0	0
"msp_0277"	0	0	4	1457	23826	4647	0	5	46	0	0	22	0	0	9115	0	0	0	17522	22461	10	0	0	0	0	0	0	6000	2182	9585	1729	6179	5425	0	2784	8	0	1565	0	10492	0	10	8506	10	102722	0	0	5	0	9395	12	18418	7	0	77	0	0	6	9382	0	0	38	0	7	0	0	0	31	7558	0	3589	4	0	7	38	191	24644	5	0	4
"msp_0278"	0	0	233	113	0	0	0	0	17	10	0	0	0	10	0	0	0	61	7	83	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	5	0	0	0	68	0	0	0	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	49	0	75	0	0	0	34	0	5	195	11
"msp_0279"	1349	7	101	0	7	172	0	0	1392	862	114	0	32	457	81	8	136	0	0	0	2387	0	0	6	7	0	0	0	8	270	43	0	84	15	18	0	15	47	0	0	10	34	0	0	51	31	0	0	0	0	0	22	149	11	86	88	96	0	17	580	1249	6160	11	0	0	0	15	10	1408	20	44	0	33	5	107	237	0	0	0	103
"msp_0280"	0	0	613	13	27	16	0	0	0	28	0	0	0	0	0	0	0	0	0	346	286	875	1993	6	0	8647	609	0	156	0	0	0	3353	0	0	0	134	0	0	0	2979	334	604	2894	575	0	777	599	444	59	1245	260	0	0	315	25	0	6	9875	0	0	0	2331	9209	1297	0	561	0	0	7213	0	0	0	0	41	316	0	209	7	19
"msp_0281"	0	0	3597	0	0	0	0	0	0	0	11	959	12	14529	0	0	0	0	0	0	0	9	0	0	0	10	7028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10642	0	0	0	0	0	0	0	4	4	12334	0	0	31	0	0	0	1281	0	0	0	7913	0	0	0	0	0	30	0	37	40	0	41	17	0	14182	24742	0	4039
"msp_0282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
"msp_0285"	0	0	4	1020	0	45	6806	27167	1718	0	0	0	0	2431	12	9	12	23458	0	0	0	3607	15	4445	0	591	7152	6	0	7	0	0	0	22964	7	4446	0	9291	17070	0	0	6	7244	6024	0	29210	0	0	0	14770	28	138	0	8757	9	0	3	7	9	0	7	0	520	5	9	0	0	27	0	0	0	0	155	0	4	0	4	0	4516	0
"msp_0287"	812	313	983	78	372	0	936	0	244	645	1213	0	0	0	0	0	773	0	0	0	15833	0	0	0	0	0	0	0	0	491	74	2089	0	0	0	0	0	11	0	0	148	719	948	0	0	0	0	112	0	0	0	424	0	8548	12	0	0	0	25	0	0	0	42	0	288	0	0	13	4771	0	2355	342	0	5	407	2831	962	6	0	21
"msp_0288"	0	0	0	0	0	0	0	535	7732	211	6715	5827	1117	12	66	0	0	0	0	0	0	0	0	1443	0	0	34	0	0	0	201	0	33	43	0	782	71	0	0	809	0	0	7	0	0	0	0	0	0	0	0	127	0	20	0	0	13	0	88	192	136	261	0	9	0	0	34	8	0	195	173	85	0	0	5	0	0	0	6	0
"msp_0289"	5	0	3	0	0	0	0	0	28	0	0	0	0	0	0	0	5448	0	0	2886	0	0	0	0	0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	148	25	77	44	0	13	60059	0	0	405	14	0	0	0	0	475	0	0	0	0	0	0	0
"msp_0290"	0	0	5	8	37410	5	0	3	999	16	31	0	5024	24216	0	0	0	0	7	0	6	0	9	0	11992	77	0	0	0	34880	8	0	0	0	31563	28	0	0	13	0	0	0	50	318	0	5	0	0	0	0	0	0	0	5	83	0	0	7	0	0	9573	0	0	0	11	9	0	4	52	0	9	58	0	30	0	244	0	17	0	19207
"msp_0291"	0	4280	935	323	918	950	1479	875	102	446	54	139	49	392	0	683	0	0	0	1078	151	0	0	22	0	71	286	416	103	478	798	0	282	1234	246	0	0	142	0	0	247	108	33	2698	0	2177	280	1727	462	2542	13	272	281	0	144	0	0	0	718	0	704	0	0	0	0	0	0	73	0	137	653	5	0	885	183	0	0	8637	0	222
"msp_0296"	0	137	0	47	1003	0	0	0	147	681	0	855	1254	982	0	15	0	373	0	0	266	0	5	21	1240	0	1078	55	231	2160	1992	75	0	740	3282	2119	6	1097	0	0	4	136	699	35	116	0	0	1609	0	0	0	617	320	36	7	23	664	0	73	86	263	0	250	0	0	0	0	0	985	0	0	0	0	46	122	280	0	12	0	497
"msp_0297"	0	0	0	0	0	0	0	0	0	572	0	0	0	114	4391	0	0	0	0	0	1371	0	0	0	0	0	0	0	0	14	0	0	62	0	0	0	0	13	0	0	0	0	0	0	18	0	0	0	0	0	0	37	0	0	0	7	0	0	0	0	12	0	36	0	15	0	0	0	718	0	0	0	0	0	6	0	0	0	0	0
"msp_0298"	0	0	0	0	2297	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	139	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	0	0	0	1321
"msp_0299"	0	2036	57	0	1397	0	353	221	98	9	0	567	237	0	1011	52	0	0	0	0	626	0	0	0	200	203	179	91	146	0	53	0	148	225	553	0	1038	0	267	100	0	30	0	209	0	0	1195	134	526	332	0	362	0	0	158	0	782	0	96	0	82	0	144	0	1063	1717	0	3235	26	0	0	0	0	1113	110	224	0	0	0	449
"msp_0300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7297	0	0	0
"msp_0301"	0	8295	8002	8	6586	4325	3584	4914	2599	3663	12	223	2112	3792	0	85	1591	0	10	8	794	22	3641	11233	1449	818	4940	576	1534	5279	1007	159	2957	0	2426	8161	15164	147	6128	524	2522	1377	2030	23070	0	3450	826	2426	72	8974	127	10627	1658	661	6301	5983	205	10	3687	3297	3675	3027	12908	206	10676	1111	4774	45443	12	18	0	12	18146	7752	1892	3627	0	923	11370	3539
"msp_0302"	0	0	0	0	0	0	0	0	0	0	0	249	138	0	0	1886	0	0	0	0	0	0	0	20836	12141	0	0	13891	0	0	2828	18	0	21707	3358	1474	0	0	0	0	462	0	6	1875	0	0	0	10934	18334	0	12	0	19869	2621	0	0	0	0	0	13	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	610
"msp_0303"	0	0	0	22	0	0	0	0	111	915	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	8	69	19	19	0	0	0	0	21	0	0	0	0	0	0	329	0	0	0	0	0	0	68	64	0	0	0	0	0	0	22	592	14	0	0	0	0	0	0	1444	0	0	0	0	0	7	0	0	103	5	0
"msp_0305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	13	0	328	0	0	0	0	0	388	845	0	0	0	0	0	12	0	444	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	776	0	0	0	0	0	0	0	0	0	86	0	0	0	0
"msp_0306"	9	10059	4469	0	3834	272	0	0	0	0	15	106	2700	12715	0	0	0	0	10	0	22044	0	0	0	0	3896	2945	0	1420	1493	5936	0	0	0	0	0	7	0	385	0	1233	0	0	40	0	7	18	61	0	0	0	2334	0	0	44	0	0	0	1651	0	15527	0	130	0	394	0	0	6	8	0	58	13	0	0	35832	0	135	18	0	3650
"msp_0307"	27	7683	370	411	0	6045	6	64	604	0	15	3306	1595	1372	0	0	0	960	0	2247	111	0	13	0	8	0	0	73	0	1689	142	1416	462	450	813	0	0	0	3951	0	166	3158	492	1629	0	0	0	934	0	0	9	1657	6	7	3067	18240	0	4688	119	774	474	8	3368	0	1376	4	0	77	13	0	20	22	0	29	0	65	5	14546	0	285
"msp_0308"	0	0	0	39	0	58	5	0	0	189	0	0	0	215	2112	0	0	0	57	0	0	0	0	35	0	0	0	0	0	0	0	90	7	0	7	104	43	32	0	72	0	0	9	0	0	654	0	0	314	0	0	18	158	0	17	393	0	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	2064	0	0	0	0	0	66	156	0
"msp_0312"	0	1742	1589	810	362	0	79	0	0	103	18	1397	4544	17994	0	0	0	0	0	0	10730	0	0	143	0	12	5115	5618	0	7574	2784	575	0	0	530	27	35	721	0	0	67	797	51	69	0	365	11	0	0	0	0	66	770	11342	14	0	0	0	109	1603	1146	498	14	0	0	0	0	0	4491	0	0	17	0	173	452	8829	0	0	0	4257
"msp_0314"	0	453	149	114	0	0	21	0	2520	0	0	0	7	3141	2141	79	0	420	6	0	0	0	0	14	0	0	0	63	136	874	48	1215	44	4	0	0	50	248	41	0	0	74	31	0	13	33	0	0	24330	0	0	0	18	5363	0	314	0	0	48	1731	2965	559	0	0	0	0	0	0	12452	0	0	9	0	12	27	2315	0	4384	303	216
"msp_0315"	0	15	71	0	0	0	217	0	0	0	0	0	0	27	0	0	0	0	0	1014	18	0	0	0	0	0	0	37	114	31	0	142	0	0	0	128	0	29	0	0	167	8	0	0	0	0	0	0	0	0	0	74	392	293	38	0	0	0	0	406	22	5543	0	541	0	0	8	0	10412	0	0	0	0	56	6	68	0	5	0	36
"msp_0316"	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	335	0	0	0	0	96	0	241	0	0	0	0	15	0	0	0	92	0	0	0	0	0	0	0	147	0	0	0	0	0	0	169	0	0	0	0	0	0	0	41	71	0	0	0	0	0	0	0	0	0	0	0
"msp_0317"	0	0	0	769	0	0	0	0	12795	64	0	0	0	526	1135	9	0	0	0	0	0	0	0	0	0	0	0	18	15	0	0	287	45	0	0	8	0	20	0	0	14	78	10	0	0	0	0	0	0	0	0	0	7	10316	13	160	0	0	0	1227	917	1646	0	0	0	0	0	0	1614	0	20	0	0	19	0	7564	0	0	0	36
"msp_0318"	833	472	0	446	8	0	1214	84	749	908	175	0	15	631	236	122	1523	702	219	21	2590	0	37	87	70	81	0	124	122	0	12	348	75	0	17	46	0	173	307	157	383	0	89	16	115	101	5	107	1198	18	0	177	1888	61	27	1120	36	157	0	145	814	2184	17	0	214	0	4707	12	1107	97	217	0	110	180	26	1593	5677	61	368	0
"msp_0319"	0	697	846	0	7325	0	0	0	0	0	0	71	2281	0	0	788	0	0	0	0	497	0	0	0	0	9	8124	0	0	4931	4044	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12649	0	92	0	0	0	775	0	0	0	0	0	0	0	0	5	0	0	0	5	0	4	1519	0	0	0	0	2745
"msp_0322"	0	0	0	0	0	0	0	0	0	0	0	0	6598	0	0	0	0	0	0	780	0	0	0	0	0	23	0	0	0	17721	0	0	0	0	0	15	3037	0	0	0	0	0	0	197	0	0	668	602	0	7	0	0	0	0	0	0	0	0	946	0	0	0	0	0	0	0	0	21	17569	0	40	33	0	49	0	0	3982	27748	0	56
"msp_0324"	0	778	0	708	296	16	1436	0	725	320	310	0	2063	341	3288	739	0	0	7985	1136	3163	840	64	637	0	736	170	1117	212	1010	425	1167	1096	0	162	1552	43	0	0	0	165	2065	1070	212	676	1376	0	129	10584	1562	0	883	1233	0	16	0	139	0	0	1892	1244	624	711	0	1090	0	481	0	1443	229	0	0	692	3773	222	268	244	641	0	116
"msp_0325"	0	0	0	0	0	0	0	0	0	0	0	0	0	834	9	1213	0	0	5539	6	0	0	0	0	1792	0	0	851	0	0	13	131	0	6560	0	0	0	0	0	0	24	821	1231	0	6982	0	0	1266	0	0	0	2244	0	460	119	253	2261	10810	0	0	572	0	0	0	0	0	0	9	656	0	0	0	0	3794	0	0	0	2750	0	166
"msp_0326"	111	0	0	0	0	0	0	876	18	0	0	0	0	17	7435	24	48	0	0	0	0	0	4	6	0	4	0	0	27	0	0	0	0	0	0	74	0	6	1048	0	0	0	1931	0	20	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0331"	152	634	1709	346	20	184	70	912	2510	2079	1521	78	322	495	5819	680	1163	6320	287	1830	1317	1195	21	435	376	362	253	322	591	586	30	2541	720	167	23	104	260	1482	251	1146	150	399	605	137	749	1116	35	162	908	765	0	332	696	48	306	435	1402	1395	157	26	92	2834	557	46	54	8	4308	37	13782	1214	526	161	194	2003	275	370	127	174	433	147
"msp_0334"	0	0	0	0	0	0	0	16	259	0	0	0	0	215	0	0	0	310	0	0	0	79	0	0	0	0	0	4	0	0	0	0	0	0	0	51	0	0	0	7	0	0	0	0	31	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	258	0	0	253	0	184	111	13	0	0	0	0	0	0	13	36	11	0	0
"msp_0335"	73	0	0	0	0	0	0	0	5	352	0	107	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174	0
"msp_0337"	0	677	9	987	2339	42	23	716	331	28	1600	0	565	780	935	18	26	0	0	1495	746	3083	0	16	17	166	0	39	221	1002	12	233	381	115	30	244	424	54	213	858	24	48	828	405	159	0	88	43	3033	24	0	998	98	392	1369	3148	866	866	398	15	49	3440	133	0	661	5046	4801	3074	177	72	327	16537	0	384	189	366	5939	5050	0	263
"msp_0340"	91	171	500	963	210	462	77	55	109	431	100	0	159	2087	436	23	0	45	963	72	104	0	91	23	176	7	1667	41	1262	134	25	1068	199	87	160	424	1060	160	53	11	177	109	38	63	954	1561	10	99	503	222	0	2823	0	995	11	2094	1895	351	54	526	721	225	4374	0	53	14	697	12	4675	186	14	754	9750	16545	28	411	1027	1010	590	3759
"msp_0341"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	23	0	34	0	0	0	0	0	0	37	0	0	0	0	0	0	22
"msp_0342"	2437	9	0	10	0	280	72	0	77	0	2718	0	0	0	1095	0	1077	0	0	680	0	3003	0	0	0	0	0	0	1187	109	0	0	0	0	0	0	0	0	0	691	0	0	0	16	3900	0	0	0	71	0	875	16	27	0	56	0	1210	0	0	0	0	3455	182	0	453	637	0	27	0	536	240	80	1851	0	0	0	0	0	0	0
"msp_0343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7377	0	0	0	0	0	0	0	0	0	15	0	0	20	0	9	0	0	0	5	0	6799
"msp_0345"	8	9968	400	21649	11638	14	685	2830	0	55	1083	6307	1929	65	3436	2208	0	0	0	0	538	12	26650	0	461	5	296	0	276	21	94	0	0	2874	8325	5	0	5747	11	0	1683	1602	0	9	1990	9542	1742	549	3126	13849	0	2314	0	18827	28774	0	1327	0	0	0	1480	0	848	0	8	11709	7	183	21	0	0	24	0	9	111	0	0	29	0	8856
"msp_0346"	6	6924	3797	8	1098	4917	2479	2942	739	122	0	4849	2556	258	1873	3771	1460	536	1531	334	266	2939	15898	1481	1802	1859	2151	563	3142	871	904	3307	580	1806	2166	721	5077	3233	2216	1318	2673	317	1534	2990	1835	813	2533	1885	313	2366	11995	1068	1659	540	7541	4733	14350	4433	1431	225	291	400	4672	4455	6039	5912	12676	5078	1281	6	1915	3112	12263	458	274	645	798	155	645	149
"msp_0347"	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	4	0	0	0	9	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0	0	0	435	0	0	0	0	327	0	0	0	257	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
