rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P76535	4222260	4245550	2343470	2683390	3175680	4028350	4769770	3265700	2769310	3267240	3945060	2485270	4469970	3955280	2488090	2355650	2400670	1329730	2309690	2391290	2860940	2735740	2106220	2400450	42280.9	60315.6	47876	58665.2	50459.8	54636.3	51457.7	52153.9	63296	56279.5	46532.4	46887.8	31022.5	31136.8	29782.8	23758	30212	25541.2	25979.4	29850	30638.5	32749.8	28523.7	2051730	2080170	2266530	1990440	2158500	1923210	2051830	2018490	2039480	1987850	1898700	1023360	1087550	1068350	956805	955424	1079810	1170280	1203870	1270180	1050560	1328460	1301430	37002500	43297900	41142700	44715400	38968500	40688600	42940600	43540400	42415700	37845900	23594400	23372000	26003700	25268900	24356200	26927300	25077000	24730500	25800800	26988000	37632200	42329500	26397100	26056600	196549	336854	359629	224045	351721	371665	412794	338194	399320	401702	362871	386279	362106	397529	188615	235484	198108	151233	231119	227792	220473	198940	226553	189010
P0A8H6	26070100	26259400	34284500	21656400	33125700	22643300	29719700	32622700	45384300	32166100	28651300	39206500	33158200	27879700	34903900	35318500	32804900	35383300	27544700	30646600	30139200	27501300	32654500	31032600	196879	358163	315427	310927	258375	300639	298647	315057	313053	302564	294362	384454	284708	227810	253035	341567	315121	193208	242600	203860	313019	275098	236334	44009000	25523500	20961400	50082100	19757200	26117900	43161300	17257800	34921800	29704600	27190500	26160000	24058700	17437000	17189700	15015600	13001800	16214500	15826600	17000500	20228600	16071800	17473600	11390200	12018200	14848400	11846100	12049300	12210400	12642200	12698100	13000300	11607600	11901200	12010500	12637700	11132000	13288000	13142700	12803500	12110300	12606900	11699300	11120300	11714500	11561400	11966100	1965430	2369210	2141220	2107280	2429150	2239690	2121290	2330830	2444760	2430380	2508760	2031870	2239410	2350910	2318540	2870320	2337080	2175630	2113500	2261380	2116050	2008960	2041680	1851560
P80644	431653	416712	120325	88007.3	275313	736866	1075890	859969	734383	885662	762581	778259	763755	877587	147453	NA	173711	163850	92306.7	151452	100340	120024	109513	NA	4232.72	3892.2	3498.79	3013.72	6634.46	5798.72	NA	3490.56	5616.56	2139.97	5608.62	4608.39	198.474	3777.75	1314.37	1633.09	1303.6	NA	899.335	2279.44	1538.67	2399.06	NA	1836540	1859740	2339130	1925920	1711530	1840860	1940910	1720250	1802230	1494070	1616350	885138	833648	722289	421786	400063	825736	707078	732839	800352	1107590	661647	362502	136879	205951	167856	194957	193499	163228	209114	173807	179046	129430	46572	47456.7	61308.8	56417.4	65863.1	44427.9	49685.7	67463.4	68065.1	40828.7	151412	185757	53437.3	56798.5	224648	182476	150078	213060	137722	119893	169874	155733	341521	102171	166336	160818	91633.8	107936	NA	228553	198227	279263	NA	210724	238202	251097	190001	200451
P0ABN5	21355300	19253000	7842860	8906380	13330500	13200900	11389700	10313300	11798100	9844750	13929400	17141400	15038200	10574800	7503030	7903090	8950620	7561600	8348870	6697020	10479300	10263000	7343730	7963250	5916.51	8745.07	8680.5	17551.1	6497.72	17299.2	2718.45	7442.27	16110.9	5306.56	12592.1	9212.23	1781.36	11546	8826.31	2781.22	8049.99	1036.46	1569.29	7265.01	4481.62	2793.77	5554.46	4652260	5597610	3508350	2938810	5075270	3596660	3011210	3911160	3730350	3642950	3234370	1664100	1668220	1561340	1375020	1653850	1529200	1781810	1461580	1439610	1709090	2218060	2040930	3963880	3440030	4170470	3376210	3471780	3747100	2773560	2906070	3241510	3958420	1551730	1472650	1232000	1454080	1453590	1489340	1478670	1463950	1127340	1683870	2971220	2516200	1685880	1749130	677304	840932	998711	663238	696868	583202	800733	916830	714810	848932	708859	997524	956124	745684	513833	387459	407474	462330	376346	443389	573830	452187	462140	533443
P0ADX5	NA	NA	NA	NA	NA	NA	75744.5	NA	107653	59483.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57382.4	61042.1	82354.9	78782.1	90739.5	61511.9	58209.2	63539	69457.3	44631.2	93187.9	99193.3	34868.6	68599	64985.4	63684.8	89816	31719.8	30573.2	52712.8	54732	36269.3	47286.9	3905740	3247660	3047550	4136170	4181520	3319050	3873900	2954480	4197730	3881250	3675350	3442620	3442920	2686990	1838980	1700780	1702430	1925700	2181030	3191340	3017100	2270180	2449860	1153690	1295040	1519090	1472020	1368970	1249040	1232570	1404860	1492980	1265200	870018	1097540	1165450	992014	1407290	1097100	1233690	1222200	1156240	953402	1269240	1297340	988879	1180360	357800	533088	537936	351564	550255	660681	488643	560467	508133	593514	622977	410354	457931	577461	395542	405682	394446	335898	383199	330839	406309	377762	345172	376050
P0AB10	3696980	3625420	3188740	3126150	4343190	3678850	3451250	3870860	5169300	3249920	3595050	5837420	3386550	3274070	3371660	3939750	3608840	4140460	3836720	3780010	3509480	3255040	3475720	3483300	26621.6	54125.9	39724.4	56116.5	36946.9	40475.3	46143.3	35269.9	43239.5	36260.5	46376.5	42772.7	40817.8	44615.9	24279.7	47026.1	38061.4	44888.4	32920.8	36362.8	42105.1	48082.8	34189.3	1628460	1454980	1409880	1297760	1483590	1500330	1958230	1601960	1600000	1371610	1432830	1379460	1652760	1325390	1558580	1641080	1576160	1713110	1728250	1540980	1448110	1542300	1549380	729823	629216	633886	598224	708844	682951	655371	640003	594534	642516	573943	678819	564211	561353	617323	683711	598961	671703	554408	603837	690990	452994	667291	619068	255414	237151	204281	236231	234868	198134	244720	219018	216657	238611	208451	243767	280484	198974	207597	211550	224225	219331	247529	264150	244372	240641	241518	278854
P0ACV4	8119860	5181540	6088840	6684400	6117670	7169300	6724050	8111530	6307210	7778950	7073640	5097410	9458560	8481180	6727320	6084050	4565620	5930770	5196550	6216190	7155870	7762180	5983480	6217170	38017.4	94859.8	71005.7	111965	84315.7	111523	63824	41654.2	100831	59610	91954.3	93187.4	45556.6	111856	70539.1	85020.3	98746.1	57205.3	31670.3	88298	102900	46461.4	108302	2725440	2651350	2494310	2570840	2180090	2500630	2557480	2297970	2344810	2318660	2723300	1329330	1596610	1884020	2093370	1864960	2215380	2095760	1884990	1722130	1223090	1890450	1843890	2895550	2736640	2470990	2821540	2735840	2729180	2534070	2798290	2811260	2757940	1993840	2058160	2095880	2056180	1936440	2126720	1999250	1874160	1925860	2057440	2401780	2771520	2266600	2461270	562275	560660	562088	524562	571462	461872	642160	539128	546998	514763	545993	587653	626245	571611	474538	569161	462313	443470	486310	516908	482336	493595	485503	466449
P69488	2104180	1260080	NA	NA	NA	NA	1453610	NA	NA	NA	2372580	5669600	2083830	1067790	748398	NA	NA	NA	NA	NA	NA	NA	NA	NA	30792.2	40568.1	36558.9	45137.1	39507.6	42835.6	19160.7	34155.9	59059.6	13053.1	53463.4	42190.3	10946	24539.8	20550.7	18498.4	28085.9	7130.7	8231.85	9280.65	14760.2	15554.6	17126.6	4009180	3552880	3022100	3269150	2816580	3618990	3295650	2710640	3403040	3289580	2756540	1909000	1520160	1487530	1945720	1962470	1268400	1927530	1873600	2053380	1126340	1738880	2236690	1456840	1392350	1568600	1456620	1284270	1601040	1414850	1432160	1220640	1630890	837546	847131	905812	740904	841191	887890	843150	813538	868345	902612	1388830	1378490	827825	862964	668077	1003070	1028190	718828	981075	1136320	1089320	1061170	1135080	1112860	995687	971967	1214920	964453	761474	728529	635477	616287	670927	783182	709837	821144	763145	655402
P0ACU0	5668400	6542980	5718780	7910490	3047540	4840420	4780630	3304820	NA	2188480	3335620	3203520	3224690	3259730	6326980	5224030	6012110	4776760	5806500	5576920	7725620	5805870	4322330	4974240	6966.57	5675.95	7185.04	4102.66	6779.74	6425.7	5303.2	7110.86	4922.82	6176.38	5567.21	4935.12	7234.62	5587.79	7570.28	6804.62	5195.19	3652.61	8726.96	6350.25	3446.63	5354.22	4749.46	1382150	895131	1175620	1100910	1823560	1078060	1222940	1003030	1342920	1016120	1626470	868311	923030	1457860	1387340	1455200	1555640	1483210	1360760	1120110	1086800	948559	1156300	2806590	3097190	2784660	3027260	3121170	2850600	3149240	2755390	2490470	2375660	3264900	3074270	3781640	3567490	3547870	3678320	3236810	3491780	3390490	3413310	3423210	3689980	3113810	3266030	343788	307506	319264	191161	297306	216682	295423	307570	284220	240741	259472	253419	224276	258156	342387	296762	322930	379022	304794	309545	299536	348346	305210	344895
P31467	3609960	NA	2498920	2932080	4159200	3909700	3518460	3726710	3257110	2655760	3910250	3605150	3730790	4049470	3685980	3334540	3616630	3359020	3351950	2791010	3338950	3341640	3053530	3334950	5573.14	13137	6709.93	19049.7	11979.7	10005.3	23816	10670	12680.2	14871.7	7351.43	13842.5	11468.6	12250	18185.8	12443.9	15630.3	15988	13705.5	10595.7	8327.66	10586	17120.7	77806.1	92004.2	80336.7	72254	139309	117848	155177	97362.9	156599	88920.4	86594.6	281110	246333	186774	94443.8	138080	158109	97027	70909.5	230638	161991	147164	144053	445889	508256	510816	555831	509538	543501	462716	407050	477073	427937	508358	566072	578180	526249	543021	455090	519630	535983	499903	477170	474761	508079	473643	487805	NA	NA	NA	10833.3	NA	NA	NA	NA	NA	8413.17	NA	10190.8	NA	NA	29984.5	17631.1	22399.4	29489.9	10055.9	10054.6	13062.2	NA	16677	20467.6
P75952	2190030	3021270	4283740	2701110	3395940	3308270	2469400	2596160	2928940	3826490	3716410	5312930	3081270	1737730	3518640	3960580	2842510	2732460	3631140	3218140	3526040	4250120	3491050	3680400	12734.5	10158.1	17859.4	9388.46	15325.9	10771.2	7946.22	13672.7	15120.7	5958.39	16086.3	12948	4514.89	11867.5	15130.2	10683.6	12897.7	10030.7	6604.97	11206.3	10761.8	7679.75	10969.2	1319610	1233760	1040890	1328690	1079460	1153790	1436970	1393920	1302640	1177610	1002830	1582940	1192860	1059480	829690	872336	1183340	1020590	905781	1278570	1313650	980654	828050	695245	966908	818860	845812	882771	788660	874739	869302	821840	840730	758991	851532	897976	842204	832327	876548	774495	936092	817944	808969	772674	751587	818511	858148	107871	135224	128776	88831.3	81536.9	164528	126180	110139	176243	160986	172724	98513.1	108561	140080	122341	92303.8	129975	92387.4	105280	118435	121354	102451	111246	125462
P0AB65	10162400	11761000	8795010	7993910	11650000	9007290	10428400	12305000	13368500	13501800	5728420	5778530	9748710	11142100	8099060	7287850	8003790	9085170	7047720	7945000	7506830	7162170	9186890	7033910	106602	122345	99032.4	122226	95121.9	108548	100642	119549	127483	79423.6	127235	113475	65741	71941.6	96539.9	60470.1	83591.3	60450.6	59889	58043.2	55096.5	83047.2	51961.7	4814850	3551720	3413060	3462990	4052860	4060540	4128430	2717380	4020070	3995960	3552370	2845700	2165860	2122120	2422170	2230810	1864710	2380460	2473640	2309820	2072450	2027280	2426250	6334210	5863890	7844310	5931440	6281400	7444270	5954920	6151420	6148330	6404470	4114610	4799340	4611580	4207450	4750840	5114340	4686570	5012170	4525350	4264630	6521080	5559950	4548430	4212760	585905	847389	854680	524886	909956	745410	767136	884984	778894	845075	793616	767544	826648	798916	590617	529547	689708	612514	567007	494018	604558	533328	633156	598463
P60955	13932400	11578200	10317300	12277900	7637780	13205800	15699000	7811200	5410070	5852030	13915700	7106980	10623900	5087790	10712700	9817130	12004800	5460600	14739700	7959490	14470600	13380000	8387330	10905000	3872.92	13245.8	12519.6	18569.1	14220.1	9591.94	5453.19	11776.7	16641.7	2487.12	12445.5	10254	8043.98	19538.3	8606.7	8871.48	25918.9	6467.62	6578.23	12803.1	15514.8	12821.9	14980.8	1355930	1020710	1155370	1518070	1624770	856358	1488980	1074130	1042750	1041960	1579240	1105290	1204830	1087740	1227200	1081190	1197580	1235560	1112800	1160350	1117120	1353330	1349770	909010	668341	701323	763490	877376	651453	713783	1002930	862256	709586	769250	612252	673289	691990	582572	688883	501092	728482	551118	554979	624099	568599	598292	598729	821291	387192	470537	648812	422575	340375	451456	505107	456072	316691	423866	609282	398347	492630	622000	474025	540237	540563	519990	531030	561198	513380	509837	637881
P0AG63	497584000	522250000	493957000	616552000	188622000	191351000	267235000	221087000	160452000	212958000	193213000	435420000	295478000	250457000	468121000	462041000	517465000	343802000	507057000	431754000	532102000	473571000	374354000	478162000	456085	367861	413090	244758	426950	389684	364397	376279	389267	278338	470845	340438	353277	532220	552603	670869	585748	549269	323059	639072	595453	607576	560524	223197000	205330000	228321000	204027000	257654000	247122000	202251000	219231000	220651000	203529000	182866000	427959000	313460000	318502000	266216000	289391000	241129000	277238000	294899000	310033000	390602000	349278000	349900000	50518300	52607100	57324800	51754700	52742100	56942600	50322200	48288200	47208600	51552800	74358600	71083500	81355800	70296200	76164800	69016900	71636100	76448000	72103100	70492000	48833400	54492800	72322700	77310400	60147400	48398900	45456400	58957600	49677100	51424300	48802300	49027000	46289800	47835500	48375800	48395100	46478600	50680400	61454400	62378000	63268800	61771100	63855600	60979300	57129600	58078800	58318600	57070700
P11350	NA	6386580	9851800	5560390	18023600	NA	11006900	11093200	NA	NA	NA	NA	NA	NA	13071500	NA	NA	12252600	9454580	NA	9900780	7228650	NA	10693400	2085.48	1613.3	2743.12	1361.38	2231.68	5281.5	NA	NA	1146.24	1450.34	2932.42	819.912	6426.1	10347.3	8526.82	6867.57	9841.33	NA	3597.74	11811.7	10358.4	3669.35	11691	107446	NA	NA	120019	184676	131180	149916	154743	134507	140161	194601	276748	264957	308340	288577	223314	251652	377373	353416	252606	305341	426130	351626	43459	127854	110459	110756	104010	110845	78758.3	122856	100281	94884.4	175706	175792	209598	154199	202980	213609	244182	199589	225651	300237	57990.5	61560.3	292788	236541	144316	NA	NA	164174	16912.1	NA	34661.5	35293.7	33126.1	32568	22442.2	52326.2	58726	NA	95003	85152.5	86768.3	81701.9	97887.7	155011	142367	130849	115944	135287
P0ACX9	1105990	925819	1915960	1367790	365835	339898	1123250	1662350	1130140	1490180	887571	2005100	1737110	989294	1934750	1639730	1765000	1665430	2318800	2301920	2814820	2215410	984026	3425040	20955.7	19874.2	29163.2	18356.1	20323.6	15204.3	9689.57	23249.6	18059	16370.5	29241.4	12099.8	41804.8	48174.3	30924.1	63288.1	40653.5	37885.3	32366	46192	84227.2	53810.9	59783.5	975134	777096	564638	3164450	870825	1080170	1612780	171512	1092900	1128320	1109330	1508580	1405220	1589360	875322	1213050	1029510	1358050	1279240	1792810	1367900	940125	1357740	106920	325614	230258	472807	456754	216588	413945	433800	415866	120673	629412	714963	1055000	536250	619075	754595	694559	630885	900978	589035	320663	363931	482592	699984	442248	426473	393284	415800	200024	353137	327557	352272	351952	429978	410453	223561	558309	441738	412837	555383	477672	408291	253791	466902	455964	489686	281992	456093
P0ABX8	2801600	2937950	647244	861006	1741980	1854750	3715170	3992620	804219	2327680	4038920	3162260	3371130	3980680	328382	588244	1027480	917842	971482	317157	NA	NA	1042730	699060	16842.7	15769.9	22299.8	13192	21288.1	15687.9	12413.4	17655.5	11297.8	8300.56	16822.5	8743.87	NA	2496.05	2237.28	2778.09	1613.79	2585.19	905.102	1256.66	2379.02	2570.9	3190.58	790292	1004420	1015330	2387140	287875	1523870	1222060	656568	1632720	1230970	1395390	239597	200542	333273	189449	124679	213747	200446	232400	412613	224811	85901.4	287030	387808	1275320	720334	1228080	1086150	435217	1078550	958949	929808	405426	144606	116407	116638	263470	144605	144872	100614	111315	83829.4	35512.9	745559	950482	41911.4	124222	83501.6	365804	411314	32113.2	220856	447948	638542	623742	481607	476012	434240	231433	248886	410921	59801.5	114502	85819.6	103644	110646	85230.9	78130.8	60701.8	63160.3	71442.9
P07021	658007	444860	1358130	1051430	634511	480347	873414	817639	1102360	841184	485848	1122380	929338	820736	1269090	1502510	1139290	1485170	1257010	1037350	1063760	902946	1203420	1262440	60580	116096	87171.9	89147.3	95828	109208	89060.4	91407	112420	73252.1	110363	75660.6	75060.5	156057	148452	148907	133294	151987	84495.8	104198	122294	115569	163189	558159	642625	954285	723217	979597	822159	807827	818044	738636	721926	757342	1167620	1418220	1522800	1354030	1461440	1495840	1412900	1326480	1544450	1315590	1651330	1468760	472900	585579	602537	674672	509712	454327	610705	581533	545859	449369	920791	1022330	755588	889102	938225	677755	755924	821324	693238	696734	642524	629187	1133540	1227560	336132	202138	129708	264470	123657	205323	208888	141378	141077	154333	171502	176673	149367	172358	240086	222226	259133	259586	307563	228468	210668	206882	251448	211538
P45469	6390260	6572000	4543640	4092360	7206220	5686080	8273920	7457710	6306830	7496180	6440470	5604410	6974500	6571950	4228080	4906870	4003770	4695550	4537740	4274100	4799230	4629980	4567640	4031680	50624.6	80442.3	57945	62281	52675.3	65189	66160.1	65309.7	76793	56536	58719.7	59632.4	47011.8	46987.4	33335.4	49076.3	41300.9	34703.6	33866.4	40326.8	42533.4	52237.4	43992.3	2096410	2090330	2582530	2370810	2845980	2300670	2563750	2840790	2644950	2484700	2542790	2471530	2343670	2216430	2043960	1965660	2336160	2201210	2221540	2484440	2553270	1855500	2453980	1421450	1629520	1446110	1663850	1608250	1471880	1634030	1795080	1634020	1396120	1066370	1237460	1215240	1137550	1186660	1161210	1101000	1192250	1087600	1076680	1407410	1488400	1161080	1063150	683736	806533	829832	587863	708696	881058	793784	750353	781039	836440	823464	717863	785866	750920	722326	508811	691623	523173	679625	652235	721315	590233	524042	607729
P0AD21	1453760	1714310	1709050	1676500	1231290	757416	1433510	1231110	1319360	929770	908720	1858880	1360220	1032680	1695200	1684420	1439100	1631570	2211700	1181810	1840300	1315560	1533630	1365170	42272.3	24118.2	25317.8	4913.45	38873.8	31592.2	13320.9	32514.7	25788.7	14763.2	34157.5	34806	11768.7	42433.7	42686	51941.3	45893	7666.64	3129.15	35346.9	28750.5	26064	20091	1044450	788486	1107170	728207	817820	788217	1126820	846007	1036720	936397	1059840	1545650	1236300	1172980	1256590	1426670	1215400	1081790	1265770	1230610	973001	1241510	1350680	661358	641901	707954	777703	600019	648973	699279	716799	620886	604777	933460	869013	687052	782220	873268	598649	674660	791783	748678	700201	632002	572510	811293	865878	229919	157681	136015	217298	164075	153915	163130	191716	151278	160038	171377	130280	160299	136059	237768	202488	268825	220914	242413	271641	254910	241007	202998	209195
P08506;P0AEB2	26492900	23851400	15648800	18699400	23911300	33044800	28357400	14090300	8364850	16242600	33807200	27659300	27389100	16438600	16523300	26257400	21595700	12833800	26692600	13679900	25217800	21455100	11216300	23141200	414439	413128	384472	266550	345813	285981	270495	329023	302927	170626	309069	334263	246913	394993	348511	257216	402754	333540	158373	345238	356028	375621	312159	11483600	11263900	11229100	8674410	12691000	10639500	13356100	13644200	11933800	13108900	13187600	9919060	10703100	11613000	12537800	15828200	14890600	12507200	12568100	10886800	12433700	12956800	12470600	9965740	11474200	9495510	10267600	11634100	10508900	9789180	7998360	8220870	10697900	10013000	11362100	11380400	11228600	10380500	11584200	9878120	12654000	10886100	10443500	12980200	9998170	11769400	9627730	4257130	3280000	3826410	4020520	3308410	2180330	3736940	3126870	3477420	2759600	2521840	3820330	3586030	2856310	3713920	3163510	3703200	4028250	3739310	3971660	4323580	4099120	3908780	4015200
P76502	16405600	16664900	17851800	13853100	28132100	21338200	25222000	21694300	13918800	22947800	21236300	32043000	24318200	20085700	20881400	22529100	18938900	20115500	18923300	18137800	19162000	18491900	19547400	17390900	79310.1	28873	38987.4	37847.5	34109.8	33285.7	50107.3	27844.5	26357.6	37022.7	48160.7	22956.1	33732.6	47278.4	46384.3	33418.8	34055.6	27280.6	9654.97	43867.3	43071	36588.8	35297.1	11835700	10370200	9387130	7610130	9365970	11895400	11814200	9027850	12783300	10295700	9457140	12135500	10947000	11309900	7667630	9485470	8354650	11431600	10380300	9931030	9944580	10445800	10554500	4467360	5388680	5507000	5298480	5802620	4934540	5816040	5326610	4954960	4240000	5739070	5701200	5518200	5614620	5728290	6145300	5054720	6072810	5572020	5224740	5145420	5363780	5756610	5197970	1106940	1158960	1297070	1048040	1018780	1373150	1063480	1211950	1201400	1285360	1187830	909602	930568	1138540	1172300	1375200	1236360	1010970	1025830	1246960	1238100	1164000	1032900	1225370
P0C079	11285700	9956550	9712520	6889140	13978500	11708700	9890670	10808500	15033300	11775300	12025100	19329200	11612500	9654750	10058300	9816370	8968190	9880230	9353970	9226550	8995260	7876550	8304500	9176200	85237.9	152900	115804	130785	141531	134408	99954.8	137426	175634	101018	138858	162742	58229.6	101566	107476	102919	118063	70946.6	100581	115877	118796	85041.4	88256.9	15579500	12150900	10815400	13673700	9723590	11490000	12246500	9261090	12015100	10993400	10109200	8565580	6081210	5676520	5492020	6248560	4592210	6833740	7423440	6223580	4383870	8031210	7117900	3847090	3361210	4798660	3766180	3601130	3995520	3519660	3640390	3824530	4073540	3059020	3467660	3821470	2876090	3383670	3566550	3234620	3430280	3475410	3003240	3814480	3469110	3077930	3077870	1382890	2312330	1668450	1505410	2380840	2264040	2096120	2332510	1997780	2149930	2147820	2056050	2571970	2159420	1655470	1651950	1506050	1520760	1663030	1491320	1467420	1493630	1629550	1246260
Q2M7X4	4383920	3700280	1856350	1359420	4996030	4094540	4783370	4427930	4830070	4750380	4746880	9053020	4996280	3676510	3171860	3913440	2069550	2657120	2885910	2253170	3285690	2723100	2066970	3288680	16427.1	12814.8	13972.3	15619.2	14753	11721.6	9919.08	15970.2	14561.2	6028.7	17237.7	15194.6	8431.04	11461.8	7353.14	14265.2	14961.6	5039.23	17077.5	9290.89	13069.4	10427.5	8460.45	4560420	3430210	3017960	4728730	3211180	3683890	5274890	2160870	4935250	3783540	3394070	2682430	2024540	1819450	1760330	1679540	1234530	1782190	1760560	1941170	1284200	1838280	1873370	787059	883656	1085000	863341	972548	760886	835275	966785	930619	814107	615695	644457	560151	560881	701759	684264	648492	668821	663769	586597	783920	813388	539679	571704	123417	350131	307053	113349	316473	376699	226528	408079	399434	457030	320403	170522	358829	331344	173572	97654.2	184327	217295	155724	110636	96964.7	102998	142757	129115
