rowname	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
Q46803	98789.2	86715.5	78025.4	51190.4	79160.1	53132.9	28357.4	50162.3	81433.5	48772.2	NA	NA	NA	NA	NA
P0AGG0	1492620	1679080	1317120	1632530	1661070	1492530	1639280	1621260	1434860	1585090	1386870	1288380	1332500	1263600	1263580
P0ADV5	1163680	1189340	1111640	1258340	1243130	1240910	1356120	1273000	1002550	1191760	1488100	1435020	1268280	1403470	1409540
P0A9F1	1193490	1130770	1149200	1048360	1106440	1072580	1099870	1095360	933524	1005870	1008440	959516	913901	998773	981556
P25536	503194	508985	532489	589232	561671	559468	558939	526584	502037	556932	667035	738525	687501	716361	681684
P39325	7192140	7675850	6191320	9843750	6758640	7329000	8220500	8502180	6016890	7134060	596222	1963790	1161070	1216460	1435910
P46850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAG3	211955	247434	243606	176509	264601	205347	187699	200343	260285	165786	156269	154464	177295	160846	155501
P60546	1688770	1734340	1674050	1912760	1635140	1676920	1757190	1787620	1518130	1793510	2016200	2010650	1974160	2023040	1961580
P0ABI8	6416900	6894580	4926970	6444050	7112850	6203660	6712370	6926040	7270170	5920390	3266000	3954750	3939160	3684770	3787270
P0ADR6	1048030	976618	1078740	804012	1077800	1031120	942631	904216	1054480	932173	1117800	1194040	1173760	1186310	1164390
P22333	496144	447028	577367	475222	510136	546490	522534	485957	537717	529503	834057	849933	857608	789058	809374
P11071	430833	431845	507656	310124	503643	417069	389970	402391	506769	376352	265198	296887	290153	291727	283706
P0AFJ7	738004	717935	570105	679196	679518	809184	725714	809166	786419	889872	596685	806893	850275	755148	822699
P64624	1431340	1451320	1516390	1005270	1538140	1371330	1184170	1175890	1443650	1363750	1508850	1360210	1482660	1543020	1458820
P64423	456738	399805	446132	419281	428887	417904	395530	411974	459315	402882	427032	409162	397738	418476	435436
P26646	6717150	6540440	6478310	6691890	6794970	6576740	6747240	6788720	6492510	6779750	5789260	5756560	5829080	5912420	5829170
P24242	213606	194943	262919	233655	230576	228519	209315	200096	245057	232866	210844	175350	190900	190621	147889
P0AEN4	299063	367484	411828	277165	356636	328215	340374	319419	320051	391718	518152	468590	425866	497026	449180
P45395	1956580	1946850	2140020	1724980	2026960	1986290	1804700	1793680	2048920	1846560	1895950	1838090	1822560	1823350	1909490
P0ADS2	1528560	1536290	1443790	1470370	1443970	1535160	1495940	1492360	1396960	1504820	1304620	1361070	1345720	1343620	1337190
P0AFU4	279717	315472	295561	216607	303316	276634	266346	264239	322145	294756	341854	339157	305828	334175	351964
P37650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ADZ4	30193500	29551900	32765100	31695800	30050900	32292700	30903300	29626200	24542100	29641200	33896800	35240100	31622200	32687700	31516800
P31545	263314	232854	201020	228073	247989	286151	245169	241944	173162	243372	385888	325327	234566	350703	309770
P0AD49	12048200	11742700	14106200	9535400	10126100	11257500	8397160	9014570	11267900	9361160	7574280	6153040	6530910	7197510	6929620
P0AFJ1	2354070	2281320	2237700	2233160	2022420	2220600	2228750	2270230	2115800	2387690	1734300	1815280	1833440	1664790	1703030
P60723	62812000	60823100	61483000	68192000	61763200	61168500	63327400	63751900	57930000	62543700	83718500	81075600	79514400	84002200	86494300
P0A7R5	98458000	89912000	98224000	102802000	89829900	96688200	98828600	97735200	86828200	99193800	116635000	115761000	114896000	111053000	109307000
P75828	997935	939627	1081280	864760	1086010	1033070	922784	918960	1003690	857278	951270	891215	995152	985837	951495
P0ADU5	6290110	6073350	6227960	7161800	5868570	5809190	6198320	6442990	5583930	6220100	4152270	4651500	3844400	4103220	4151150
P0AGK8	1311880	1329820	1261260	2389400	1641300	1993090	2453450	2107260	1250840	2072400	1612780	1947560	1564230	1854510	1696140
P51024	826098	912803	713765	871883	723704	825837	794656	832668	659777	783089	657603	750274	664547	702096	680865
P0A8F8	795119	740306	779019	763994	759333	797005	799234	767043	765705	779039	591282	628375	610678	615547	636509
P77293	698353	749597	681623	622104	863082	710520	696103	698400	816651	637877	1213940	1191770	1223390	1308860	1274340
P61316	4415560	4469800	4184850	4631310	4235640	4574910	4509620	4555450	4095330	4737500	4165610	4454460	4037420	4278430	4256270
P0AEV9	184123	125454	203308	210698	196031	156953	191442	239839	167981	167049	127711	119313	149178	143128	102302
P0ADQ7	4269700	4216130	3169830	5021790	4426100	4406480	5354160	5300950	4167340	4791520	4256570	5542220	5116470	4961700	4952720
P0ADP9	8301440	7721540	8395360	7856760	6945170	8425060	7465760	8248410	7307060	8025820	5123590	7499750	6708490	6214880	6532670
P0ADQ2	1247750	1151100	1316880	985031	1290060	1292730	1112410	1092990	1265510	1150860	1077580	1051550	1052150	1125920	1143780
P51025	559217	593326	770309	668530	740514	670010	623275	659091	779326	743990	688848	597317	699436	685435	643193
P11289	93333.4	77250.7	68965.7	113858	80089.3	82174.1	101253	91762.5	64232.5	94634.9	49735.3	63636.3	65497.6	59330.3	43409.8
P37147	237464	268761	237184	256277	252464	230692	217193	208084	284640	288924	193998	146233	177470	183357	164351
P0ACA7	3030150	2936340	2996900	2538510	3109410	2893080	2930060	2853810	3115030	2719670	2554860	2564470	2595230	2523810	2579120
P60624	31116900	31277200	30034000	35499500	30028300	32125600	32797400	32343100	26686800	32034300	37710100	38914800	35670600	37610200	37215200
P0A905	23493800	23231500	19183800	28506900	24949100	23566700	26341600	25755600	23355000	26878200	11955400	15395700	14864700	11531000	10811300
P09169	48380700	48318100	49591000	42413700	49927400	46765000	43761400	46157000	53350400	44176100	55418100	60486100	62970400	64908500	59732900
P37773	1197570	1218050	1217860	1035590	1225280	1138920	1107520	1150290	1260320	1124560	1405420	1375870	1497030	1444280	1446860
P08201	NA	NA	NA	780406	575178	785440	920601	839391	NA	782428	1143880	1073420	1141840	1150380	1166230
P0A8E7	11956100	11612400	12132800	12485400	10862300	11643700	11471500	12426500	10990800	11925700	11313300	11818000	10600700	11071200	11137500
P37642	586809	668100	429333	755978	651914	651727	724313	780519	543440	697344	579950	685160	577626	595191	601604
P69441	94254200	92835200	90133400	90965800	85526000	93763900	88679800	92509100	86660700	95544300	64426600	60809000	58456100	60251600	57967700
P39334	341637	349622	247979	303725	260209	281467	287274	331255	290974	337781	368185	379853	251381	234608	180898
P64588	3478920	3350100	3710370	4162510	3157910	4053280	3483210	3865310	3013240	3809020	4004730	5121870	4726040	5976240	5103320
P0AC59	27868000	27660400	25658500	32662800	27609900	27540100	31234300	31527600	25625600	30084500	18665400	20444600	18829100	18780700	18663100
P0ADV9	566319	576152	771684	481790	653516	663353	531341	542684	737411	568645	515164	629252	655457	646710	623688
P0AE18	4418880	4351920	4556140	3998420	4642310	4170240	3958070	4065330	4637660	4084160	5189280	4940010	4986750	5014300	4805700
P65294	4429940	4884040	3786080	5092260	4151560	5093250	5279000	5020300	3774650	4658420	1777000	2365820	2080320	2023960	2383350
P31433	1166890	1174080	1050710	1027310	1116930	1163750	1131240	1088780	1126870	1154210	888796	918006	874670	940129	991316
P68206	11871700	12001600	11801100	18299400	9817250	14129800	16134700	17334500	8567610	16375800	2082840	3775260	3012440	2659120	3538550
P75968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P69924	17005300	15565100	17937600	13886600	17934900	16524400	15772200	14979100	17621400	14733500	14926400	13908200	14721100	14685300	14322600
P0AFI0	280623	346027	237474	311468	327859	288196	309144	327460	216625	339592	133057	166291	149849	188486	208673
P0ABD3	8424850	7306590	10619900	7221530	6449330	7167740	7278130	7353010	8859800	7842990	3502010	4216910	4997700	4268530	4595680
P0A9D2	3074600	3116300	3387990	2710700	3383830	2870080	2720930	2627980	3290650	2756160	2225400	1898260	2136390	2135700	1952370
P20083	785233	681431	745468	650936	747080	747620	719591	736027	834274	752399	902444	947789	955776	954886	910228
P31660	300457	356644	218823	377402	300081	341993	347369	341346	272997	337582	343806	191193	315873	268576	309725
P0ACQ0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE78	2524370	2266770	2510210	2442140	2393800	2432290	2349470	2455680	2529570	2497140	2065330	1928040	1938650	1930810	1850910
P23898	232332	253113	168698	224883	190549	238050	208020	224771	145402	213126	275505	223576	204262	231184	253753
P0AEF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76256	5910940	5444030	6693610	5684740	5937440	6009950	6016520	5477370	5893830	5819440	6128060	6132670	6011760	6473430	6032370
P61714	7257830	7270840	7014760	7334070	7141490	6704640	6909380	7097750	6747540	6990530	6839660	6931990	6575190	6497490	6685100
P0AAV4	1869130	1757550	1774570	1449170	1838880	1733170	1801750	1637410	1776680	1601620	1902390	1736730	1552200	1640450	1773020
P06974	33664	29209.3	25615.2	40081.3	73054.9	64592.8	42474.6	43845	22085.1	39327.1	NA	NA	NA	NA	NA
P46852	454683	455770	441711	447670	431780	470280	486374	462033	395640	455531	319549	370792	362377	364381	338516
P0ADW8	164734	172960	147451	175302	155560	164044	134211	152743	142189	138327	192331	163333	107153	140491	122221
P29013	319672	370748	321033	281745	363401	322922	315485	267373	300483	286029	263069	320726	297896	289745	294122
P0A8W5	1716480	1700080	1453980	1706430	1619730	1675530	1694530	1804950	1597010	1683070	1582170	1752870	1739900	1667300	1604440
P0ABH0	4951620	5093280	4849490	4448090	5394550	5017200	4743440	4995000	5021850	4958640	5200500	5361920	5484540	5420940	5360250
P0A7I4	2542100	2344940	2597760	2062060	2591750	2434880	2222520	2157600	2757480	2083360	3064410	3180520	3254760	2958850	3248080
P39177	13387200	12445500	14754400	11641300	12048800	13389900	11456500	11578100	13753400	13044400	5196300	5056870	5579280	4937220	5128840
P0A8K1	3383550	3137780	3262380	2956750	3195790	3318850	3110970	3092910	3258880	3138200	3207510	3282100	3083050	3259980	3292280
P28248	2677120	2565470	2694820	2213680	2871560	2836600	2294320	2513240	2932690	2623340	2309890	2064480	2003650	2413530	2147320
P13001	704154	645991	673363	600531	642824	672080	629091	592973	697204	652315	833117	649017	730337	747533	786391
P0A8X2	3609260	4236530	3272000	4516720	3897960	3506380	4023570	4118930	3025870	3455660	2941900	2752770	2290980	2838320	2430010
P26602	577492	599008	547840	636396	598428	564736	636898	606751	556596	633235	543050	529152	488013	541369	544239
P34209	2200720	2064180	2178910	1991270	2258680	2201560	2076920	2008900	2238990	2098720	1669740	1658230	1544590	1653260	1595500
P0AC47	6609660	6200000	6733600	5163410	5997730	6702970	5198140	5471240	7013350	6262390	4891900	4581600	5561540	4872400	5222600
P76270	3968410	4143500	3984990	4054580	3959230	4001690	4043630	4121670	3845190	3938190	4751060	4782490	4530970	4904890	4833080
Q2EET2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37197	479655	555788	583558	418717	545598	483840	465705	415018	518116	450719	400642	375889	400222	354688	399583
P0A6L7	319436	418846	304726	347982	400561	556076	394378	361432	286587	388763	293801	318023	264392	256395	269175
P30745	71468.7	NA	28201.1	39159.1	30336.7	NA	67083.4	49934.3	52046.4	NA	93767.9	67374	63886.6	91777.8	49984.7
P77173	1395060	1216610	1538710	1255930	1364080	1503420	1467370	1449570	1488030	1424660	1295750	1361390	1305530	1187010	1185150
P0ADZ7	11225100	10900900	11109700	9358820	12697400	11124300	11039200	10549400	13300700	10753500	9015390	9717950	10079900	10042500	10281200
P77213	489027	514328	505333	579793	574478	532014	586234	553149	484311	554992	295436	374230	350056	350815	332332
P0ADV1	2226360	2120270	2198700	2186920	2238310	2137300	2151480	1995310	2064200	1986550	1515800	1701650	1846880	1687190	1712980
P0AB18	817125	806087	817619	892815	784825	883381	784758	804686	676236	767052	686194	685868	689116	695842	655206
P0AFK9	14400000	15009500	12832800	15690500	14018000	14350900	15197100	15404300	13619500	15412100	12442200	12814600	11947800	12805900	12729400
P0A734	8960020	9229420	8902950	8595960	8671840	8772180	8458560	8817360	8616230	8168990	6416960	5796800	5779850	6057730	6013660
P26365	69768.6	NA	30047.1	76677.8	51410.5	NA	85565.3	100562	NA	NA	102715	78345.3	NA	71206.5	91416.7
P10908	1374150	1372900	1162660	1363000	1290420	1280710	1347030	1390890	1198260	1235700	815414	945626	829821	879817	886201
P0A9F9	555416	493559	696385	389464	508917	485091	411416	391362	711948	441581	686376	862313	798497	793547	849939
P00393	5085050	5406570	5245420	4416990	5548560	4581920	4509780	4590990	5251590	4305220	5040800	5695400	5271650	5573160	5719230
P18956	1861680	1956800	1590320	2677250	1936250	1912320	2554530	2444340	1647580	2247720	1473280	1776290	1543040	1463420	1521310
P46887	367820	271682	140785	100518	270402	274896	108027	296495	293484	168513	298720	275333	288080	347367	303097
P0A9S3	17671400	17702900	19404900	10598700	19418900	16304000	12095700	11838100	17834700	13610600	4290950	2299380	3516020	4562950	3773210
P0ACL0	997523	947195	1006470	904402	1091780	947108	895982	929019	998861	824066	1216660	1025720	1084360	1075320	1119610
P28635	37558600	37036000	36066900	36402600	37831100	36951800	35936400	35385800	38530400	36005900	39986500	37858000	36718400	38679300	38834200
P0AAZ7	5747760	5657700	5321860	5743110	5260730	6300910	5398130	5810510	4650030	5645700	3112450	3964010	3408010	3284990	3435980
P29208	813735	900088	760506	789531	843877	783118	787954	826527	843930	873651	960777	933606	940469	935602	1062770
P0ADC6	1093530	1099020	921452	1018680	1102030	1025490	1230190	1053610	1107040	1063660	851113	998299	961321	1041470	1061570
P60390	3932550	3899170	4071700	4031900	3849880	4050670	3961850	4050740	3576730	3815280	3719970	3356510	3290480	3500100	3244760
P0AD44	934803	840065	981043	938813	875166	890656	903030	948116	904322	839790	1010020	1016680	976929	935498	1032680
P0A8Y8	812010	763833	598722	939023	879010	972815	907597	938849	532634	919454	1089500	954145	667650	815751	721504
P0AFA2	221701	191071	305327	181900	259377	139760	167398	230286	227557	183833	287101	275205	286932	279580	334889
P18390	535642	601592	514134	620002	514577	563016	575952	579805	480834	561300	412412	487693	391143	417006	432678
P69874	1485750	1489770	1719020	1178060	1636550	1502330	1311740	1344720	1852200	1391430	2358300	2366250	2544930	2327760	2296940
P0ACJ0	13976600	13928500	14457300	12302000	14332600	13794400	12926600	12820300	14496500	13346600	15579100	14653000	14880300	15441000	15521700
P0AFD6	4009060	3993300	4018400	3727890	4274660	3840650	3873310	3825980	4271710	3718500	2933190	2672500	3169510	2722860	2777230
P0AF98	1100180	1132670	962262	1036320	1095170	1110670	1160830	1063070	1176820	1076390	622567	985592	929187	909209	1027430
P0AGG8	3420740	3124160	3428100	3072070	3170710	3248230	3331120	2981490	3397530	3518200	3557770	3614870	3509600	3530510	3492720
P63228	2348670	2601690	2371990	2302960	2209200	2702730	2465960	2596920	2330530	2269130	1638120	2173340	2038880	1922990	1960830
P10371	1415720	1516350	1541070	1391730	1438530	1432320	1387520	1418480	1473620	1415970	3504130	3040520	3260860	2983510	3083240
P30859	15551700	15262000	15795600	16194100	14252500	16290200	15583600	16013900	14750900	16147300	10313100	11012400	10344000	10177700	10497300
P24555	127505	132079	147856	117723	147061	138447	130258	144867	120087	120503	125438	143605	141631	131594	135204
P08245	1085750	1171620	1096020	1252390	983935	1074140	1105130	1066770	1033850	1017860	1156840	1134990	1009790	1006720	1072430
Q47157	138695	NA	293372	110764	125466	133662	208325	153748	251678	297622	257195	148157	117717	107963	122585
P0A9I8	280728	314131	358148	166855	351969	288432	225728	178820	247331	196129	348187	300765	349857	381919	361773
Q47147	497512	516519	513987	392139	503954	450616	405401	468684	512719	437683	497777	518529	474426	535022	571465
P0A8V6	1084230	1037490	1085680	944498	1158940	1033380	1014140	1022790	1146210	1014260	1071280	1138770	1099100	997889	1138180
P0A6T3	3670300	3798690	3372250	3676630	3522120	3679050	3558610	3602780	3446680	3479840	1482820	1477360	1438780	1531970	1478340
P75800	227790	253525	207953	114193	232124	243273	193417	216423	239500	157410	564640	454871	342173	470877	439873
P39280	233002	200324	249532	231336	279192	240924	206760	270277	267728	222669	361149	433269	429377	380395	376895
P0A7E3	325068	272641	310145	272620	325025	257896	269926	263314	358501	269140	521229	490107	425242	502444	542028
P39310	1389130	1350880	1516040	1255330	1316370	1399250	1360710	1313100	1455030	1254810	962991	906206	928842	969078	941872
P0A7C2	2227110	2250960	2096170	2340020	2091630	2171200	2281900	2170980	1922240	2197860	1925480	2004360	1891670	1848520	1852930
P36548	667210	650447	710626	577101	647750	677917	664979	684329	667278	721615	836553	845371	767083	821985	822068
P77182	219892	206482	216935	151819	235050	219448	190948	179958	243720	207660	194571	190292	225339	199676	191376
P08204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46845	5767330	5755440	6274740	5690720	6428790	5941310	5761740	5554490	6035730	5650880	4320060	4132830	4016040	4102730	4346950
P0A7L8	31161300	33468400	32412200	29721300	30310400	32576200	31440400	32825500	29916000	32898500	42877100	43296500	43047600	37801500	37845700
P0A948	3039410	2910120	3014250	2816110	2788520	3110400	3163250	2979360	3185750	3013720	3548830	3562710	3496150	3356940	3257900
P25742	1068470	1092590	1078700	968685	1082210	1051550	932438	1027530	971930	1035280	1091480	1186320	1139330	1059300	1148860
P0A7R1	61053400	59741300	60556500	65676500	56338300	61077800	61005000	62404600	53916100	60977000	72859300	74724800	69679900	69779200	67134500
P77212	5241590	5178680	5842040	4560190	5979010	5884780	5203840	5159570	5419140	5695930	4603870	4999100	4955700	4991260	5109890
P76104	1021880	1038210	1065360	902205	941262	895701	849303	885950	1033530	926692	1464060	1381710	1471800	1352710	1450900
P77570	1603520	1587430	1589420	1298350	1580740	1569990	1488740	1386110	1505510	1447840	1387450	1261220	1361670	1401570	1381450
P0AAA9	163658	106733	137375	NA	125196	NA	NA	NA	637573	NA	NA	NA	99609.7	NA	108945
P0AF26	24431.6	NA	37503.3	37678.9	NA	NA	21956	26324.8	25759.6	29113.5	41689.2	63704.9	67925.3	67403.8	56170.1
