rowname	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P69434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60785	5975320	5895430	6546800	5306660	6400100	5947850	5640020	5532760	6543580	5611140	6409910	6567800	6655830	6602840	6825070
P0A862	38817700	40698300	36648100	38578800	37489800	37557400	37032100	37385000	32661300	36098000	35436900	31068000	30116700	31539300	28027500
P40874	2217630	2310260	2112610	2319700	2240470	2325640	2281110	2272290	2181630	2235050	2673640	2752810	2539250	2699670	2670170
P0AEE1	1811240	1828280	1876400	1787870	1826770	1867370	1830460	1903490	2000030	1727540	1719600	1741190	1838670	1628360	1559580
P0ADB1	35177100	34373800	34622400	37313500	36084900	37231900	42720600	37231000	33285100	36652000	27033700	30597200	30803300	26245100	29112300
P32099	1758880	1673620	1606070	1372570	1550820	1577350	1504120	1412610	1556910	1651850	1307720	1178670	1235460	1317700	1368560
P0AED7	1317940	1156810	1462590	947422	1416160	1256450	1030480	1104660	1481620	1129970	1619880	1583720	1643390	1623220	1505860
P75830	2249960	2573240	2364740	2127180	2220840	2266190	2203290	2200910	2347690	2392190	2011800	1962710	1694340	2202030	2133150
P75831	323627	307371	299995	281163	288180	317115	320644	262902	281094	278917	250596	242242	261174	238190	263406
P77774	4301780	4246410	4375540	3697390	4610830	4390000	4127680	4056590	4606710	4231220	4335190	4734100	4700860	4499560	4504270
P0AF56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31554	3643520	3603500	3838430	3472990	3664970	3689900	3639000	3652310	3798060	3736100	3497330	3673750	3609550	3607450	3527350
P76049	572716	584102	476514	549940	620893	546090	608726	574112	470545	577943	525842	582864	444822	485512	518954
P25714	22628300	24695200	23129800	24130900	27513200	23734800	24719000	24620200	26059700	23341000	26413000	25947400	25055600	25817400	26318300
P0AGJ9	7890350	7129780	8233150	6283840	7619670	7712850	6858380	6730030	8848460	7265720	9284600	9676590	9805880	9921600	10018200
P18335	6400350	6049640	6802810	4712010	6065270	5675360	5199660	5084660	6774450	5248720	7640940	7921960	7899280	8087890	7950040
P31806	1495470	1321880	1531450	1300380	1518220	1440030	1421830	1402720	1378950	1401700	1032120	1051160	1053970	1034860	1039620
P0A8C1	4604110	5066390	4702550	4709320	4270900	4812670	4827620	4309200	4326900	4893680	3610780	3826800	3152300	3582050	4329340
P0A7W1	59025400	57534400	55869800	60207200	54359200	58591600	59564000	59450600	54587100	59372300	74520900	75098300	73071300	74292400	72229700
P06988	7271860	7038610	7664110	6852930	6796440	7077890	6814700	6708550	7963320	7188850	18121900	15262500	16591500	15387300	14455600
P21363	2050700	2041830	2080000	3505680	1942760	2289430	3619230	3358210	1793490	3260080	776228	1443910	1132630	1102130	1303670
P62517	1297010	1260620	1255120	1177710	1331340	1281960	1261850	1281570	1396930	1286970	1278350	1297050	1481400	1306090	1309190
P0A855	5876060	5915100	5936450	5556540	5926300	5877780	5586230	5606580	5948050	5678350	5723830	5693170	5548240	5911440	5622770
P0A6S5	107504	109400	98334.8	94534.7	101637	82164.4	106650	117961	95549.2	96810.8	189785	234646	252521	225652	196475
P0AE01	1277220	1177410	1432820	1111650	1368970	1276750	1179590	1146980	1383680	1167900	1568300	1659050	1695590	1623070	1481130
P0AC19	3322500	3372540	3585290	2520940	3595810	3050750	2651530	2598490	3545690	2696360	4336130	3810080	3658130	4188010	3993140
P06282	265146	302437	318086	226996	301100	300908	251001	228614	290025	268315	599801	518656	603016	624751	560205
P0AD99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ADM4	1074390	1061240	959210	1285640	1101860	1051840	1196840	1195400	1021350	1144520	472851	550903	542651	521026	505821
P76500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P69425	655252	641197	575451	581399	590883	608606	655049	661351	572375	602067	538734	653592	607921	578862	730234
P19319	94251.8	92880	102314	152716	109560	76776.2	100481	104680	143473	126649	86203.1	89703.1	99481.6	68943.7	50817.2
P62620	2121170	2050630	2192440	1924000	2135870	2097600	1969620	1960370	2175230	2017670	2355170	2266260	2252350	2293030	2291680
P43337	546159	645398	594019	482993	479871	601485	557686	547485	554631	539720	576256	464860	460913	513139	506860
P0A6H1	7608160	8019990	7034140	8278460	7997330	7711060	8096710	8091010	7215090	7923210	9539390	9543540	9299730	8880750	8870620
P38054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39173	6312860	6301760	5716720	6044100	6078980	5881460	6083970	5928090	5605860	5964860	10177300	11267600	10202800	10133800	10255300
Q46925	558431	569031	592536	498738	539888	520138	412775	459243	587779	481026	536196	536278	544686	561229	551368
P76143	432291	435577	453231	518397	493146	464901	486086	464893	411976	472983	138453	305606	216396	189329	236644
P0A8D3	499306	522538	503308	476898	460255	507989	473815	467318	414544	473005	434592	528191	508864	524908	535808
P08192	11740900	12335000	12011200	12212600	12977200	11525900	11803400	11431400	11736200	11031900	14206500	14475200	14307900	13876900	13753700
P52119	1077150	1152020	1078430	1172730	1025050	1091820	1112330	1072620	873314	996233	1012780	982912	860238	1018610	924741
P07623	3790420	3517450	4158270	2855670	3473320	3614880	3124290	3244490	3894320	3530090	5646240	5914940	5600050	5848430	5750060
P0ADI7	2201180	2395850	2430220	2165310	2246010	2156040	2308010	2224090	2280970	2216200	1997620	2292430	2018560	2166150	2305960
P30139	3598870	3689900	3375210	3430620	3950580	3470630	3672060	3538690	3463130	3378450	3610490	3066610	3202310	3357740	3076160
P76346	3134070	3414690	3068940	3120290	3187830	3257980	3205920	3134480	2967980	2819740	1011310	1054160	1042430	1180330	1087880
P0AFU0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00887	2952260	3030910	3142850	2578400	2874350	2885790	2657860	2471500	3036190	2563270	2863920	2651770	2804530	2844110	2730890
P24207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28903	1107320	1010990	1015270	1004830	1007540	1035880	993797	1027410	1068870	1095690	1070040	1276770	1329130	1258410	1360230
P0A6I3	584286	696864	570113	574515	681601	625224	627478	586995	657444	562645	619114	589771	583818	641897	643425
P37690	484340	516946	483090	493498	456488	513206	499977	477376	445152	476723	421545	418432	397734	427494	407334
P0C066	218070	200473	193709	215377	236309	235072	218683	235349	214131	253581	294225	288522	295426	282795	280896
P0AGL7	755168	714164	832124	614842	775123	756373	728979	745576	802471	712436	1153310	954224	1025480	1117230	1104810
P76445	224344	275657	183889	273550	230499	206220	252550	240727	172931	221123	266300	278349	238256	290010	339497
P0AFX7	546093	587268	597345	645771	612127	620476	640994	650941	538905	594180	480745	573072	523810	498377	533410
P0A8R4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACR9	1498930	1342910	1601970	1246560	1398430	1622660	1417890	1455970	1500440	1447880	1569960	1332960	1352430	1289660	1270600
P39407	369339	375130	334464	306892	308161	353817	337792	342810	302465	338518	422152	485940	456266	475348	503967
P27830;P37759	815768	795615	792389	716622	855252	825019	787083	764527	883474	780707	757067	999100	1033040	932398	1067220
P0AF03	1923440	1962030	2030980	1894840	1859550	1920090	1858140	1942030	2033780	1903100	1333050	1285050	1345700	1301010	1347220
P00904	3421920	3378580	3405350	3404930	3566070	3424770	3489850	3361710	3598490	3407420	4195460	3905380	4376920	4001990	3996920
P77775	1265000	1188260	1400770	912180	1288830	1144120	1119700	991481	1227430	1085840	741812	723669	798279	812561	764641
P32144	648745	619718	695336	648361	635913	648382	611146	580965	650678	594101	479207	413366	357230	420052	411426
P0ABB0	65000700	62342500	71694300	50878200	70712200	62951600	56888700	53941400	72473600	54357500	49740000	46595300	48700100	49270800	47542300
P0A784	1742310	1704360	1694680	1759200	1614100	1756350	1700700	1712340	1579220	1600310	1762140	1811290	1732880	1825310	1706140
P0AFG6	77289800	78126700	86500100	69628200	84006400	70956300	63759300	63868100	88833100	62640200	27916300	22158200	23676600	26084800	22365000
P13024	2086440	2016240	1969150	2196420	2044540	2229600	2226540	2204740	2096010	2045100	1235710	1377330	1339940	1287500	1292590
P39831	9467470	9448400	9942060	9208580	9810880	9459310	9401430	9318560	9563280	9436410	9494390	9312930	9590320	9897890	9705580
Q46864	604704	653951	691698	599025	628813	555399	649034	614571	710990	604998	541488	525943	579975	521356	479557
P39411	1332590	1457790	1229170	1249800	1360030	1364820	1326410	1289490	1247700	1371590	1824230	1673910	1535960	1696860	1719290
P76014	1055220	1040570	1034490	988518	1097970	992125	1013550	981506	1106660	919691	1803780	2110730	2262360	1971800	1865850
P0ABC3	8567260	8308810	7914680	8212360	8523160	8049280	8469220	8525590	7977600	8266690	8264180	8524180	8262180	7748220	7816850
P0ADK6	364033	388921	401174	325279	463451	277354	348746	282356	435967	331387	340947	629443	378533	NA	473990
P00803	1972700	2014710	2060970	2024640	2077980	2071740	2020190	2072290	2170350	2053300	1694630	1918700	1936290	1824090	1852330
P45800	795917	815273	729629	782282	877450	800617	835082	821146	861512	773778	589179	564273	614458	604029	617076
P09053	1488330	1447160	1815190	1041120	1681320	1409120	1136360	1190990	1740400	1124400	2263420	1965530	2069640	2239350	2129490
P0C0K3	785216	706617	813334	569057	734723	807238	840334	765376	759423	739186	768318	734463	727906	772975	679349
P0A8Z0	750363	759241	774953	713754	758153	719987	611949	694857	829970	683745	983634	963987	956646	1002410	985839
P10903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A915	15664700	12798900	18426700	10742500	14006400	12179300	11414400	11883200	18203900	13020200	4982840	5052120	6698780	5139800	4768150
P0AES2	506023	504546	466650	437234	457349	385206	396659	450080	391447	372557	336023	285453	245148	295496	352845
P0A731	2672500	2165950	3226510	2655210	2813610	2563230	2460380	2514350	2755390	2692660	2197320	2087230	2357960	2323400	2203310
P0AAN3	1495530	1479220	1434890	1119040	1326850	1387600	1038480	1168890	1372400	1204870	1074500	868532	1037670	1029240	984662
P69786	2545470	2413470	2417320	2352170	2794460	2560590	2603500	2519910	2738450	2550330	9413170	8668460	9573790	10266100	10422700
P37325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25894	2804720	2885560	2324050	3030060	2805410	2689840	2992320	2923150	2573450	2646300	1596760	1780920	1679730	1572480	1666280
P32684	347371	369123	376981	376274	364965	343611	352776	355957	312419	353718	366734	353243	353629	382180	375320
P0A6C5	2865690	2637570	3357130	2107810	2921320	2651120	2287660	2203440	3246900	2287110	3508370	3437160	3320240	3479500	3519510
P04951	1558090	1623110	1775280	1330360	1705300	1608930	1474650	1399170	1713990	1431450	1820520	1819760	1925660	1883750	1927880
P23869	19064000	17880300	19525400	19633400	18549100	18205600	18465600	19197500	18278300	19066100	16992200	17437400	16524300	16620400	15997100
P45475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97179.1	NA	77339.9	NA	56600.1
P39406	1855540	1892390	1776960	1892060	1878530	1878720	1860150	1876700	1774790	1867260	2019400	2075250	2012550	2044000	1922960
P0ADK8	1979830	1994190	1759400	2231620	1754260	1945410	1951200	2166090	1634140	2011980	2261830	2066010	2095970	1922460	1782450
P18392	228301	231522	241042	185003	231262	227889	248370	246363	321488	248208	246524	250784	232231	250352	230881
P25746	1015810	1018940	1353900	522228	1242160	966294	760002	698421	1383250	724738	1202940	1125270	1223880	1266830	1221680
P0AG51	51815900	44524600	50787700	59549700	48028500	52136400	54404700	52069200	44892100	52194100	55163000	60790400	58639700	54042800	49393500
P08997	45006500	42001100	43663400	33349200	43733000	40522100	38650100	37132100	46512100	39003500	24215700	20694900	22196700	22906800	20912400
P24205	1448510	1389890	1460800	1475370	1456000	1407280	1474320	1437360	1456580	1460280	1498760	1527520	1522120	1430840	1476400
Q46861	3402700	2624300	2296390	2901640	2433100	2635170	1378200	2820950	3585420	2857410	3307720	4441300	5160180	3612240	3341610
P75914	3781670	3621990	3691000	3623640	3573430	3804480	3642030	3652580	3166780	3426640	3236920	3309350	3352120	3079080	3218750
P77348	3816960	3680740	3356480	3987930	3749770	3684840	3752010	3856620	3808610	3842910	2201900	2173920	2278500	2054800	1903640
P16926	577108	603412	639455	453168	674875	577375	499582	471918	632462	508620	769386	795245	830131	859803	870502
P0AFG0	7950200	7726650	7960810	8615840	7594020	8170350	8362580	8054580	7803620	8211840	7659220	7620550	7698530	7290650	7467010
P39267	127653	NA	101415	237739	248495	256309	194954	239767	174278	145880	NA	NA	NA	NA	143014
P10384	4887390	4973600	4475840	5273410	5280180	5121560	6210430	5446520	4661340	4950030	1637100	2053620	1835610	1847040	1849450
P0A6T5	4113520	4132790	4765030	3477750	4676720	3875940	3697300	3780080	4807830	3584880	7733250	7400760	7242600	7696450	7496330
P0A9C3	35783400	33853800	37004600	29803300	33221700	35318000	31862500	32771600	36599700	33235800	24348900	23467600	23079200	25502100	23485500
P65367	4674500	4644670	4894890	4116030	4174770	4505980	4509790	4428110	4256910	4487180	4058580	4421790	4170600	4055240	4110680
P0A796	5998390	5702200	5743710	5071670	5774660	5631960	5744220	5532260	5540440	5340870	17075700	17302900	17668000	17602800	18074100
P0AA97	481496	528499	500478	403559	518345	553134	552970	481148	589430	495198	614761	656365	699538	633955	609834
P0ADE6	12449100	12369600	9848340	17966700	13632400	13296800	16689300	16751800	12860500	16387900	5987900	9952090	8321280	6655290	7703480
P0A7D1	1559860	1487270	1540770	1540230	1481650	1579860	1461320	1514320	1403140	1401970	1430800	1488280	1400970	1489760	1466120
P0A9T4	4220730	4016190	4152910	3756230	4145330	4022530	4154960	3952790	4025360	4061970	3999710	4431800	4307760	4192800	4235970
P77398	351987	246152	289818	270584	318008	169850	265161	361034	204482	295155	317840	301242	262197	224213	153162
P20966	1882550	1835290	1796230	1922860	1930590	1787610	2211150	2023770	1646690	1887900	3675740	3880160	3804900	4030880	4219510
P37769	126743	94679.5	136677	NA	132325	87075.4	95320.4	74855.7	95467.5	107842	136029	122654	139414	165199	108923
P0A8G6	16480700	15700900	15359300	16412000	16248900	15337800	17191900	16962900	15231900	17219500	15274300	16330700	15893900	16283900	16401200
P77619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10442	193195	188103	NA	327669	346507	196840	461768	334009	237712	261500	522045	401456	327212	367316	449448
P0AF52	527346	481883	409738	470031	519295	467584	599957	537134	416122	414284	575311	543054	486408	528674	555384
Q6BF17	148200	128119	98978.4	141211	158059	114169	117259	143914	169016	124033	71090	79818.6	125816	132812	107098
P08390	3409170	3257850	3372910	3089100	3336830	3336340	3160390	3198750	3236670	3224610	3604150	3779590	3652310	3784150	3615520
Q2M7R5	3170030	3324160	2920130	3539690	2574360	3445060	3327960	3348960	2198900	3178540	2368450	2463770	2307680	2330880	2591830
P46118	3490710	3392420	3400630	2765190	3546990	3391450	3182350	3130810	3302270	3264770	1421260	1351860	1372060	1399470	1473330
P0ADX1	1575840	1502120	1580550	1426260	1577110	1585600	1404300	1479180	1515090	1452390	1801750	1622810	1583610	1731100	1739600
P28306	371438	445631	346529	383515	441899	368122	390848	375762	397742	407937	432985	485486	410382	473466	539334
P13518	647190	665038	831809	556336	720088	627739	651231	446609	787494	541449	584578	532558	483952	606553	631214
P0ACB2	3497830	3484640	3494790	3420120	3623010	3376290	3394990	3424770	3694760	3589310	3254530	3074110	3295890	3120400	3017240
P69346	417911	360215	342153	392589	384703	384949	397904	395639	350219	385983	328331	325533	288063	341807	371911
P0AA04	11929100	12778100	11364000	14716900	12021400	13102000	13327700	13274800	10199500	11106700	14755100	19654600	18115200	17633600	19081800
P21893	424187	377909	367119	302695	414658	372957	394483	348946	430655	334840	514456	471530	532033	499070	507208
P0A7U3	34103600	34206100	36585700	36832800	30767300	35980800	34801100	34574900	32009200	34478700	46963300	43451700	39906500	41452600	40748700
P21507	2599950	2503140	2699760	2348100	2630990	2600240	2462820	2456750	2752600	2490480	2554500	2488410	2456560	2536200	2448570
P75913	2480260	2337620	2415100	1925240	2466960	2313050	2206120	2169040	2449500	2081230	2642390	2477440	2430800	2506900	2320830
P76204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ABX5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77689	893346	960891	718941	980262	968428	1049910	1063010	964703	653814	860147	1082680	922438	690166	1007670	897652
P0AFZ3	2194900	2161630	2367900	2266240	2389440	2282550	2232060	2189610	1861700	2136560	2106360	1896530	2061350	1982520	1872200
P25906	5545350	5425120	5392450	5436430	5691920	5358810	5388450	5195620	5581870	5313120	2701330	2894520	2651570	2618270	2789990
P56258	418136	422654	409120	416189	395808	374918	475668	420847	403551	386953	544429	571610	517879	553180	587705
P0A959	1689520	1735610	1837100	1479360	2029110	1625410	1653940	1469550	1808680	1537460	1928000	1763540	1817700	1729110	1680790
P0AAB6	7541140	7032230	7905060	7950050	7791450	7223050	7687820	7825100	8279570	7542680	8006540	8047890	8424020	7830640	7121510
P0A8M0	14805800	14048100	14889500	11972400	14470800	13987400	12918000	12879000	15650500	13328400	15772100	15121800	16441000	16505200	15989000
P64636	246719	385976	217082	277922	274581	344512	239432	226869	183496	216394	338197	368478	288137	344000	316649
P0AEM9	6720930	6436000	6336160	8201800	7211590	7583890	7700750	7184360	6318590	7922240	4959380	5633470	5130640	5253690	5178360
P39452	1452920	1466830	1128610	1605680	1620780	1555440	1530680	1467090	978433	1424740	1778920	1625510	1221670	1633860	1448710
P02943	4083140	4497120	3580590	5852410	4791560	4028890	5704430	5327200	3910340	4104880	3330570	3156360	3613230	4634780	4041080
P12008	3367730	3109560	3188370	2946940	3213370	3102330	3193950	3149350	3355580	3178240	2913900	3301360	3170710	3032320	3060360
P0AE34	NA	57880.7	76673.6	NA	128738	66313.7	83395.6	NA	108937	NA	NA	77527.2	99654.1	110168	136389
P0AD05	5123780	5282950	5321380	4909460	5032170	5484010	4780770	4938220	4960520	4758640	2729520	3018620	2983420	2947350	3019650
P13036	NA	28648.2	NA	37283.2	NA	25587.5	39279.1	30946.3	NA	15512	46550	66655.6	56163.8	52369.4	NA
P09148	1135630	1013380	1151890	953050	1145180	1077500	1078570	995926	1078570	1051300	604544	620021	605679	690491	635375
P77559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEK0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AED0	63411900	64695100	65697300	66198200	60559200	59768700	61177900	61217000	61814400	59262100	37284600	35100700	38354500	38248400	37962900
P0ADX9	782636	745069	632302	739409	685489	696239	743315	744811	620119	716096	785614	854245	677633	777665	745370
P04395	283303	334737	307708	187230	285424	277684	260331	217903	288175	269189	289451	321914	306441	352155	354269
P39371	544060	529854	642637	762433	510969	569427	575654	563231	476852	580964	445954	350910	288075	421803	351915
P37351	1335660	1625220	1556590	1067750	1442850	1277040	1259760	1152190	1529540	1157990	1223620	958197	1111190	1415180	1242090
P23305	3288350	3596660	2858110	3359560	3481300	3480450	3569240	3599050	2873940	3349980	3706770	3482080	3204850	3458730	3705730
P06961	736274	740205	695959	659329	755360	714439	690895	719863	732354	701033	671927	760198	732469	727170	724598
P10902	770638	699276	732500	675841	784000	843670	690357	739781	784920	780119	800947	843259	933305	896214	858902
P0A9R7	11824000	11636900	12897200	9566090	13077500	11868700	10466400	10811200	12269700	11409700	12731200	11124400	12185000	11299100	11966600
P0A761	288549	304879	310068	291751	294153	331337	311503	265002	286459	253587	139527	149968	107581	133699	178887
P45579	1394540	1375400	1670350	1226280	1456470	1388100	1158260	1090630	1612780	1294650	883627	1078860	1057900	1063430	978999
P77252	2958020	2849780	3696320	2403920	2826240	3444250	2180680	2331860	3640230	2796380	170846	304086	121115	158106	236702
P0AEB7	6909440	7292930	6247040	6749550	6856380	7256980	7013490	7619240	6948850	6967420	4694260	6551650	6444130	6131560	5588830
P22729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39199	2706320	2648550	2797950	2470240	2740410	2590320	2594610	2678420	2730070	2547700	2862360	3003570	2962990	2823960	2861100
P0C0R7	2969630	2704950	2818590	2499890	2631180	2727800	2867280	2529720	2663340	2836920	2717940	2806400	2887750	2722850	2969870
P0AEJ4	381114	387958	317001	359954	378636	344108	396344	385875	372350	370750	237742	304325	298655	303108	291246
P24173	624938	654787	630428	484701	569874	643525	552341	489005	562772	495774	766282	665416	707376	765747	734374
Q47690	750459	837809	852313	798135	801793	846599	754001	762197	868486	735836	538732	642141	651362	647992	695933
P68187	1665340	1721970	1537590	1602970	1804510	1555200	2006960	1636370	1422000	1670260	2231680	1904080	2181980	2748290	2405410
P0A9R4	3358990	3506390	3041570	3416100	2977760	3328570	3245640	3091740	2851980	2943500	3221760	3594470	3386960	2712100	3105200
P13016	906397	834855	775827	815888	884793	879987	812195	802359	927188	830728	703911	664863	704702	632202	716404
P19636	687465	662765	577551	582968	651264	640960	625612	577968	625123	583126	439762	387848	411787	466895	500083
P77522	1252800	1274530	1088650	1470110	1392750	1492420	1473350	1507430	1080850	1281660	1451980	1415300	1196750	1500870	1190160
P0A884	2431510	2491990	2233500	2318650	2453680	2403600	2315660	2373930	2349880	2344620	2561670	2508780	2392050	2489080	2588560
P41052	726052	728748	763704	638265	775167	775923	602995	702534	545783	676140	772959	794872	805129	765394	714401
P0A7I7	2941710	2836790	2835010	2932170	2826680	2936940	2846520	2642760	2649580	2660430	2394050	2569950	2431810	2540280	2478210
P69503	5858560	6194870	5417760	6295930	5929130	6121510	5839910	5688170	4657970	6323890	7672280	7588540	7391650	7567510	7549660
P64534	1607450	1542050	1508940	1972230	1491830	1710640	1797450	1900800	1349550	1661310	1145940	1234620	1017940	1074180	1054270
P25889	1096660	923569	1504820	622156	946461	981753	598453	748258	1367380	802443	NA	NA	819498	815315	881944
P0A901	1298190	1242450	1256430	1260210	1405730	1293820	1385350	1327800	1187660	1270560	789556	909654	965582	809116	877069
P0A756	115678	75562.7	124284	99917.6	105491	99345.2	78713.7	101382	110449	103859	138087	118546	124159	122479	101761
P33920	5566000	5966010	6037450	5094430	6083010	5696000	5121550	5133140	6206720	5465140	5945220	6064050	5933640	5864030	6201910
P0AA53	1373760	1230940	1519280	1102280	1322650	1313510	1142800	1113330	1369600	1246590	914088	906872	916740	943438	908053
P60664	3762790	3705740	3847750	3621950	3659170	3675300	3832720	3771350	3730950	3702610	7544590	7243160	7328040	6727880	6678060
P0AAT4	599388	567130	569352	507824	660427	654261	623071	579065	610755	628067	778138	931978	792157	862030	879826
P0A6U5	1343830	1256310	1344480	1281220	1205280	1284850	1313960	1223840	1211880	1338170	1236880	1312060	1270270	1191620	1188990
P0AG30	11171100	10969100	11642500	9185100	11534200	10470000	9705500	9706600	11331200	9767590	11909400	11889700	12068800	11980100	11991400
Q47146	3583760	3577240	3268950	3558740	4199170	3611410	3934020	3659930	3621690	3346220	1191260	1301430	1229410	1415220	1203070
P13656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76142	15462600	16754000	15481800	21825300	16506100	16127500	17812300	17708400	16538200	17515200	4252370	8948190	8522340	8090860	9603030
P0ADU2	4530500	4454320	4501860	4069170	4280430	4534030	4118480	4204890	4357340	4349540	3156980	3299540	3362560	3372410	3555140
P0ABJ9	10584300	9674490	9841690	10722200	11316600	9776760	10629900	11013600	12660800	11001600	5773730	6056590	7036550	5560190	5950060
P28861	2563000	2473490	2399900	2495990	2596170	2497410	2516410	2479130	2537720	2436020	2215560	2259000	2257180	2225210	2208060
P0A9W6	4345250	4199190	4036150	4826250	3945820	4392380	4472780	4739120	3664870	4350120	4838350	5063820	4717810	4630500	4695220
P37692	1182040	1287950	1257420	1329380	1320860	1199570	1302850	1260000	1207600	1334160	1342930	1213250	1340240	1227890	1241850
P09549	525006	547411	571988	432885	594502	560739	485199	528101	538065	485112	604143	574423	577972	540459	535463
P33136	4861930	4902220	4649530	4593880	4749900	4656860	4677920	4697850	4813200	4687370	4635350	4931500	4960870	4807860	4724760
P52643	8054820	7736250	9689930	5590960	8449800	7672010	6251410	6127280	9206470	6709730	3367360	3424370	3375130	3743330	3502990
P06715	2159580	2019900	2397450	1792870	2308720	2131070	1940450	1866320	2275570	1985010	2140180	2159920	2328940	2151860	2052010
P0ABZ4	1256730	1316300	1401100	1278690	1222300	1332150	1188880	1170350	1267590	1191570	1322740	1261730	1201200	1249740	1397080
P77739	3669190	3486600	5263260	2567500	4346460	4025570	2818450	2806220	5491550	3270380	1952720	1912820	2218890	2216060	2024860
P21169	894770	962539	844421	838756	912839	900825	905981	858525	902439	867971	1230260	1191780	1154340	1193850	1224620
P76550	1974030	2107010	1869490	2141940	1928270	2060390	2054430	2123430	1846430	2060140	1538830	1454140	1300190	1453600	1484410
P0ACI0	3703910	3479850	4423700	2933520	4086640	3758390	3505960	3232060	3938430	3237690	4266930	3938950	4015050	4284040	4226870
P0A746	4945540	4935430	4967290	4661240	4144240	4808390	4479420	4523610	4629170	3963010	1853290	1850630	1723670	1778560	1624550
P0A7M9	45502900	47879900	40688100	47534700	40022600	49617500	45584400	46415300	37467800	44135600	16293000	35227900	27096100	21884900	24256000
P63386	1841440	1984250	2245920	1666470	2005920	2059660	2018240	1783210	2151100	1961160	2283290	2241330	2035510	2143540	2222470
P0ACL9	3048030	2916130	2974150	3185070	2804580	3046410	3206910	3158880	2360440	3090130	1242950	1254880	1076880	1118450	1115250
P15047	2583040	2662180	1858250	2839980	3011390	3121480	2941070	2730440	1889250	2962080	3445590	3358360	2290130	3322870	2673790
P75874	2541770	2619290	2426330	2691070	2492220	2388090	2625130	2754060	2124960	2443780	2588250	2847300	2522890	2495070	2569170
P0A698	1858640	1779790	1792950	1811920	1871260	1946680	1937120	1871310	1737810	1849840	1346060	1697540	1570730	1486870	1590210
P06960	2529410	2398350	2953740	2097340	2671400	2109160	1941290	2045940	3076050	2124810	3479170	3396990	3602620	3134780	3121190
P38521	6335200	6376060	6801790	5802580	5889610	6528170	6424530	6352920	6022720	5821090	4544620	5126090	4621310	4534360	4686610
P22259	42670400	42927600	44994400	38007000	45918000	37979800	38285400	37541900	50348700	34878700	4770350	4753080	5611560	5581230	5187930
P69908;P69910	21987700	20730100	18600100	23101900	22335100	21524200	25590200	26264700	16781900	28065100	13469300	20040700	18461000	20510300	21556700
P0ACK5	1540600	1673000	1540760	1391680	1647170	1360070	1313940	1478610	1596370	1474400	1419090	1328840	1329830	1380430	1363270
P0A8Y3	3176130	3037980	3485060	2728840	3133070	3004300	2932990	2777190	3227020	2725590	1675810	1698610	1816470	1839270	1718420
P21362	2343720	2342500	2244950	4167680	2023600	2580610	4013150	3983180	1630860	3730430	1174120	1609970	1262250	1313600	1482790
P22564	3217430	2858430	3045210	2280040	3425610	3199000	2856200	2830890	3362920	2584470	1592370	1370290	1608310	1862610	1083150
P23830	3054080	3016450	3607740	2605560	3652770	3126100	2859790	2869590	3800200	2922850	2812530	2793060	2832160	3005320	3086210
P0AEL6	2549850	2638100	2086720	2869160	2717030	2790730	2827910	2654610	1968590	2800120	3031400	2707340	2084620	2584550	2309520
