rowname	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD
P15043	192601	216182	206803	188263	283866	270208	302697	281473	265158	259468	281682	268110	212700	259259	269096
P52127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41039	634558	634407	699551	965567	783196	803447	700948	872716	788744	799084	752989	581555	710563	717695	617427
P76129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A6V5	325601	424508	379449	403720	415593	408243	405000	435710	391707	440396	367154	353073	360672	402468	397461
P0AA41	815548	813913	821541	853190	939948	920010	948931	934224	861465	872085	950253	877601	813944	903118	889934
P33358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39297	1878410	1865510	1989900	2028030	1313780	1292030	1278780	1316320	1310360	1256350	1421790	1312830	1931960	1444110	1359830
P31552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33931	668966	588025	527821	514036	462313	465719	446420	493860	491285	464436	489071	522606	656295	501162	462035
P37679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AD70	14324200	15220200	14954200	15463900	15696500	15276000	15737800	15027600	15073100	14336900	15649600	14910500	15168400	15783900	15756300
P75785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAM3	1302300	1474300	1303550	1123460	1154470	1320200	1114030	967366	1037250	1000210	1091970	1398930	1350200	1305250	1313430
P36677	26327.9	23434.9	25688.7	25156	25936.4	26455.3	27009.5	27932.1	32569.2	27778.8	35299.1	31094.3	31619	27392.8	31441.2
P77580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17411	83014.4	92256.4	95869.9	86863.7	86573.3	90085.5	97688	93621.2	92475	80748.5	92990.6	86745.5	77081.9	83728.9	91169.2
P33596	471544	424870	373997	375144	427311	333339	360650	333880	329418	388356	377667	352183	323953	345338	385366
P39399	47947.3	52933.4	63132	NA	NA	NA	NA	NA	10532.6	NA	NA	NA	69327.2	41656.9	NA
P30147	262231	334899	340953	292057	269789	253237	339517	237320	263439	252095	330388	287616	265814	295565	288857
P0A828	97045.5	101559	113584	116241	159896	146341	159274	187030	155664	168198	152238	148829	114418	180099	200826
P77788	191923	186259	192230	192497	290580	307882	201537	247828	268709	276480	273037	224580	237049	268883	246902
P0AAL9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACN2	172268	257356	187989	157057	212917	190079	233359	210712	213203	251240	227544	194968	178747	225517	175679
P39376	88614	101730	128753	103197	102992	118080	104963	124686	101631	105831	123549	118989	106059	159355	128335
P76114	377589	493511	417296	445866	284073	199691	270505	173728	278591	261324	225750	259007	358725	182626	260748
P67430	167602	267555	243647	184513	211176	203198	224034	216224	202595	247445	248016	270581	203745	230883	221618
P75793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16432	NA	NA	NA	NA	NA	NA	NA	32716	42410.1	29641.4	56582.8	69368.2	NA	76322.7	48477.5
P63264	2014900	1857950	2101490	2253900	2813030	3466970	3362120	3094930	3474590	2390400	2907360	2882240	2192650	2739330	2591960
P77567	62925.2	83208.5	81692.7	94215.6	120859	102900	123294	95897.9	116367	101254	98283.7	106056	69144.3	113042	115157
P39379	367082	165664	303327	228025	144310	158441	122503	151550	166434	201746	217556	212446	206331	202574	143065
A5A621	307116	266406	309241	317427	590730	648861	527113	669438	652222	627363	623312	633372	499959	802887	820356
P69791	65670.6	53024.6	52195.6	52464.9	64383.7	74771.7	73980.6	75253.8	71271.3	77392.6	71920.6	72046.8	74948.8	61857.6	68014.9
P33029	67174.1	137016	113531	122534	76418	80023	72229.5	63300.1	73545.7	67091.4	53545.4	49356.1	103127	64200.6	68166.3
P76938	693085	611508	781839	765537	793740	777090	701871	709763	674809	648753	738052	601811	713804	596415	647572
P46854	1905770	1929780	2022210	1580830	2162930	2132070	2321010	1971350	2068930	2063760	2097600	2184990	1977840	2076410	2031640
P37001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE58	1312310	1174340	929398	798941	774450	815332	754376	836510	810849	779170	1102220	1049370	1132090	898787	686359
P0AEV4	NA	NA	NA	NA	152419	139508	215768	246828	356320	295140	340430	442502	NA	420048	387739
P77736	570043	640043	611999	661668	517875	608330	672345	673375	548595	681176	720133	590934	743177	581063	689794
P23524	319745	303508	253762	287945	191860	196018	213041	201339	192737	177773	196735	177597	242767	211559	211494
P05824	NA	NA	NA	NA	42037.6	27505.1	NA	NA	NA	NA	23994.2	27222.5	NA	NA	24861.7
P76559	653458	667277	678216	748670	484301	490070	294449	506632	409667	447907	346519	363962	621855	384392	324918
Q47319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77726	327021	334022	346060	351621	490083	372581	384037	346612	347045	439850	372515	367625	356109	361397	392571
P77671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68398	404647	393641	343497	410798	405561	372578	388045	359014	351210	316193	370729	388044	401756	336243	378818
P39389	769462	718176	738495	620161	612816	545137	609772	633095	610491	616033	616692	635621	752992	587015	520822
P37013	466849	446406	457133	423661	442634	455447	368275	446506	439777	434328	460813	451260	461370	478617	407241
P76298	76827.2	302180	229549	153461	NA	NA	NA	NA	NA	NA	NA	NA	145006	NA	NA
P52627	104711	386139	280605	271988	NA	NA	NA	NA	NA	NA	NA	NA	173348	NA	NA
P76206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P66899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AB20	1233550	1451830	1276320	1215960	1722010	1785850	1342620	1586420	1386530	1937780	1797250	1823440	1356800	1740260	1640500
P0ADI0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AC88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46807	115899	134839	102610	107872	88644.4	75047.1	97296	64592.9	101114	86962.2	75275.6	84533.7	135169	73816.3	96700.7
P52138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39279	1741100	1866820	1739030	1567100	1962510	1901390	1902810	1868940	1814380	2109520	2042210	1871840	1918040	1996100	1943860
P28722	73777.4	85898	82164.4	68376.8	250154	243081	230609	253442	235112	267643	252274	236316	81156.7	246454	240122
P80645	145121	198446	197905	191834	NA	60783.1	63623.9	110082	109540	90746.6	119396	103703	212584	95422.3	113293
P27241	1749700	1660810	1677820	1745750	2170000	2247720	2260110	2224790	2210590	1970060	2351500	2067870	1772320	2148750	2238610
P76514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C0T5	248022	253689	302011	235996	694752	696231	570650	656443	554918	590839	536257	529992	297656	637479	694173
P19931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5A607;Q2EES0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77425	185218	185749	195315	149336	NA	131344	NA	NA	118894	NA	109523	139605	196509	NA	NA
P19317	33026.2	115480	107452	56880.4	NA	59305	55318.2	118500	74658.5	48078.5	121737	111456	62288.8	49803.5	74632.9
P76215	192279	171157	138893	183025	102155	110208	93155.7	88407.8	92507.3	NA	NA	NA	182314	NA	NA
P10423	75662.5	93342.6	NA	86424.1	119268	135635	112124	124340	110454	120872	149819	120021	67163.6	137283	122601
P0ACW4	1020010	1247760	1019120	448505	982708	761190	832787	974134	1272680	624448	887447	1669690	1181520	1245770	1350570
P39370	119286	124273	108769	101904	93199.4	75781.2	81826.9	83330.5	87190.9	77161.4	73677.1	61703	116914	75320.5	92367.2
P36672	417330	507465	432747	492127	1421650	1316230	1518590	1611240	1608120	1472310	1678510	1801440	411212	1935970	1510150
P28629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46938	383731	445876	386384	371150	158030	167629	171437	156355	177717	140822	172300	163284	412212	149184	156889
P0A7H3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77280	322899	426406	431940	390628	505425	495420	534694	518595	477736	396178	439617	530351	327665	454722	504644
P76148	321758	312042	264439	327791	201143	261489	260731	271072	269520	217094	184051	119833	381859	230131	223299
P0A9V8	103757	95168.6	87281.4	100023	52539.4	50583.6	64101.2	50667	50065.3	41871.3	78192.3	64292.9	121181	67985.8	50825.3
P77396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A7Q1	5144500	4149470	5394020	4018720	4216340	5417840	5272660	5968970	4899340	5548660	5072820	4996450	3867740	6406080	6592710
P31068	NA	316690	259528	189633	NA	NA	NA	NA	NA	NA	NA	NA	200830	NA	NA
P76063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAK4	NA	NA	204374	NA	302168	258104	289729	338985	395816	322574	448097	512242	265845	492859	392437
P0ADW6	374032	258684	380505	380567	455564	406637	380744	482315	496284	464384	592205	553045	350609	515786	453461
P76419	594706	499461	542604	478271	417187	311481	344901	343903	387202	333172	436804	420971	459371	375465	367621
Q46799	792037	777070	590029	622790	699591	691866	756716	691578	839048	731533	781168	825010	816967	710615	809900
P0AFV4	895530	689369	803491	827624	619940	634062	648867	463516	557807	608430	499618	586711	374088	354002	314137
P69348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AD19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76038	624588	698980	497975	601089	882871	955011	967976	914687	979753	914519	958441	962758	695738	1212440	984011
P45551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37682	45356.2	64246.4	61386.2	52455.4	43779.1	38312.5	44210.7	41458.3	47809.8	37393.5	43594.8	32246.3	65893.4	43892.6	43198.1
P0A986	949465	1061070	1272990	1486430	1160620	1045470	1140460	1150180	1012500	982805	965527	957329	1213420	1313220	1274370
P38135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AB35	110732	106906	140916	148198	72079.4	NA	85487.5	NA	NA	78263.8	NA	82132.7	128016	164326	NA
P56580	73901.8	NA	113863	47762.6	NA	NA	NA	60129.7	NA	89894.5	79633	80178.2	NA	98223.8	62671.1
P27127	1342020	1225670	1411840	1266770	1362300	1260220	1351130	1376040	1394830	1352670	1327940	1391880	1270670	1329830	1329900
Q47158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37657	117844	185750	145492	157876	313348	324914	359848	315774	315741	316154	340308	311987	183318	296500	290316
P45532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25736	49868.6	93577.8	96351.8	71004.5	176124	184498	182144	198410	177472	171337	235820	248332	NA	227403	207000
P46068	282993	293122	241928	171041	170595	207901	146868	139593	189753	213330	179835	142219	219211	171514	141481
P21866;P39901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06722	394245	431585	408141	392464	470920	486461	571039	503489	510589	518919	523337	538072	436552	470061	506332
P39380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76100	177425	120834	171098	146969	162599	150766	94738.7	116843	198617	169055	NA	91593.3	131769	NA	127835
P76201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37047	300201	318507	318682	326205	NA	284206	NA	NA	NA	154593	NA	87325	259858	198386	NA
P0ACZ2	187784	183046	160515	157270	233078	211833	201919	147575	211438	191088	192311	236800	148465	156665	164543
Q46809	7032710	7107470	5201520	4966340	11413300	8645440	11210500	13275800	11895300	11831900	10956800	11188900	7198360	10125700	11222900
P0ADU7	508378	426960	447732	383435	545167	435718	525154	533918	518933	553633	479237	519972	470769	468269	437527
P0ADH5	161416	171501	NA	166459	96682.1	127324	106182	96513.4	113177	124521	118355	96022.7	158753	135927	103006
P40711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACS5	350036	405080	422052	360610	437596	467564	424042	434622	418132	432694	424957	438785	392640	446132	446747
P77656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39336	4038510	3217220	3614780	3688740	3315550	3805400	3759460	3866520	3353520	3570480	3720280	3364780	3405930	2747900	3467890
P0CF40;P0CF41;P0CF42;P0CF43;P0CF44;P0CF45	500925	485274	514248	452903	1008710	1173540	946095	1082930	891738	1157860	1027150	915888	528083	1057850	913333
P51020	48674	58411.6	56883.8	40867.7	53476.8	54427.1	53100.6	58316	59410.4	54583.6	45615.6	62339.2	56761.3	56157	54469.5
P75678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AF06	NA	139101	114150	98730.9	43114.1	44828.3	62234.5	61562.9	92680.2	88392.7	110021	44918.4	47916	68745.4	37140.9
P39360	105894	120958	93777.3	118734	NA	NA	NA	NA	NA	NA	NA	NA	101629	NA	NA
Q47702	483507	587861	651464	706596	413156	439817	374635	475883	434818	389155	472229	407952	605965	432076	389273
P0AF59	1922260	2016830	1985720	1898360	1360900	1587390	1507660	1503300	1377710	1444530	1672870	1564410	1649160	1569640	1711240
P0AB33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P69808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45463	147833	143325	117213	125001	131689	161618	146292	149815	148904	130353	155625	146987	146484	173674	136527
P33647	2465060	2248230	2133710	1981210	1698850	1500170	1715650	1906230	1601400	1473640	1507410	1604270	1861090	1542210	1375890
P0AA93	120456	128121	NA	100558	182389	195135	192043	170996	185083	142884	198562	205776	144773	213471	190537
P0ACR7	158729	183491	199705	212284	157932	136729	111517	132631	204168	179543	166472	163139	182220	159622	NA
P03007	790767	899208	858018	1032900	1056060	994449	1018690	1037530	1020830	1038220	1002790	927298	845511	945808	881071
P0AF82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A6T9	49270.9	58289.2	48356.2	30267.3	45801.6	29579.4	38885.6	31725.2	47290.9	39334.3	38284	NA	53165.3	41688	56609.6
P76226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P69822	708510	468289	554465	534083	351493	367322	558541	471487	546097	428553	554557	352885	704931	480687	506488
P45804	721897	767698	739515	772955	493941	499214	454426	448192	459612	496644	511745	419053	826481	482524	579780
P52106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P58035	281580	242231	235429	216305	180646	211120	199179	175110	117092	190608	159200	148680	260686	133932	157902
P76577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0CF08;P0CF09;P0CF10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77309	576916	648164	624888	684368	558327	592201	571507	596622	537084	584184	574652	629359	700880	598213	591539
P32140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P64638	160690	266581	391319	329656	919105	832634	750602	778296	706506	568165	711036	745381	389096	587823	741765
Q46906	34652.1	48276.4	53213.7	31165.4	25886.6	16068.6	27879.8	31722.5	23301.6	NA	42721.6	12355	52003.5	24975.1	NA
P63201	331126	593648	520074	262599	540424	555214	608549	529499	568737	687926	544940	574802	525129	573447	541431
P60566	34422.6	33987.4	45824.3	50038.6	62602.5	55503.9	55781.8	56750.5	63881.5	61882.9	56407.1	59337.4	40731.4	73848.3	71649.4
P15070	512679	1745420	1409420	1003220	177865	160441	308023	199234	159950	157194	NA	NA	1243960	NA	184019
P0C058	287773	240232	218201	197556	235443	256441	212399	201967	223441	277936	244330	231468	247990	236624	243283
P29744	223616	853589	1157850	799134	NA	NA	195762	91573.4	NA	NA	NA	NA	351903	NA	NA
P0ABW0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AC00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15033	37457.3	47271	43281.3	50782.8	15337.9	16438.5	NA	NA	14192.9	NA	NA	NA	23272.2	NA	NA
P33634	142140	193513	168372	172135	166374	166566	164669	165836	164842	212078	150567	155490	155674	179093	173148
P75972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75975	92491.1	151262	102272	128902	NA	82802.8	80976.5	69627	72647	61610.5	82144.5	76104	103587	89606.6	NA
P31463	79718.5	96346.6	79129.7	73842.5	88689.7	90370.4	84709.8	102557	79703.4	103863	91600.8	93857.2	70362.9	113916	102444
P0AGB3	181014	218319	252562	247466	239107	253352	238591	273294	227832	297224	252078	230167	259920	290601	285769
P24177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P67701	19422	13034.9	11926.4	NA	NA	NA	NA	12023.5	6954.91	12410.2	NA	8931.34	11101.6	31837.8	9564.81
P42909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46865	518604	278406	359083	58147.7	278256	275626	245638	223208	311253	307628	271019	249016	356947	268621	202416
Q46835	683415	553437	651179	538028	1082230	977918	945573	919026	914447	889656	923537	912912	683872	850558	875418
P37127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76280	110563	107817	100853	87425.3	70454.5	124660	73779.6	56787.9	69285.5	70559.9	75992.8	63048.6	116901	77073.4	70734.9
Q47536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02931;P02932;P21420;P77747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09184	367804	356084	377488	319895	360559	304421	414271	363157	350203	320533	355187	347496	414492	386128	355151
P0A8L7	417855	404701	415473	360208	325090	351822	326871	348702	396596	417985	378244	381861	322335	383723	324294
P76254	73714.5	79680.5	75108.2	63345	55117.5	63253.7	39973.3	56758.9	NA	54133.4	60576	49846.1	78319	59989.8	60488.2
P77379	225992	153047	196615	162443	111953	NA	102767	135236	102470	NA	116674	66043.2	151010	NA	NA
P0A9N0	342351	450205	453050	359219	257435	365232	310832	386252	267749	254666	447486	285116	321425	361751	318289
P37663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ADM0	178443	210440	239092	435671	NA	NA	152180	NA	137843	NA	NA	NA	172179	NA	123926
P77161	358228	666764	575878	609680	514364	565093	482771	469024	468111	554173	533655	498614	558542	449593	383621
P05707	NA	64017.5	44805	47971	224477	170699	177182	272418	309506	278015	417301	437252	NA	341256	285157
P30143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23890	7203710	5227370	8679990	7573790	14522000	14424900	11105300	12534400	13561300	18622300	12640400	13741100	7973670	13430700	16853000
P33228	146348	185694	198356	205975	161980	109448	NA	NA	86375.5	107343	NA	374894	159220	134964	251326
P32677	282820	253124	267806	253555	198904	162349	153654	189187	217527	189952	187460	196316	251978	184044	193140
P0A930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AD30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AF10	426633	315127	469193	446459	403374	374906	473920	597684	413786	414464	567919	425961	553604	427002	379300
P37195	372693	354062	424526	341068	427076	398724	413570	410776	408441	332430	409753	453417	335900	408737	405502
P18775;P77783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36667	191845	192352	188340	202093	361407	330928	374014	370188	318384	341937	364374	353614	241923	334810	297015
P06134	106550	130950	153509	156485	75988	92381.4	110909	84297.3	94159.7	NA	112407	81193.2	145848	50211.9	154997
P71242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AD03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAS9	782243	1129710	1038850	1014260	1552990	1232150	NA	NA	1270500	1428220	1194290	1445430	864334	NA	NA
P77221	46874.2	114755	134826	NA	84863.4	124844	121591	NA	68672.2	104076	NA	66573.5	67634	NA	96866.2
P31471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31467	505035	570182	519441	481872	466732	607890	572389	626044	546498	589647	536229	491492	477603	517640	510502
P37673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAK7	650615	426721	445369	517286	423733	454967	483543	442220	389639	430353	474401	519236	499009	487183	471200
P13033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32674	11908.5	20313.7	13050.6	10537.9	18693	31676.4	NA	19003.2	17618	22155.2	30150.5	28338.8	14833.5	11889.4	18956.2
P76513	222633	289497	270095	258782	257541	204967	303578	241527	286547	339678	326640	340494	376643	298272	344142
P0AC16	1277050	1355450	1157790	1024970	1517220	1462850	1475020	1509500	1593530	1796370	1513820	1461070	1294880	1552570	1495610
P15031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77743	121232	190526	182181	189082	NA	109321	NA	57437.9	NA	83382.8	NA	52016.1	169166	49607.2	NA
P16692	137736	134511	170938	169307	172895	143865	164041	156065	153450	137699	161755	132994	174508	101508	149621
P14377	15955000	14113900	16293100	16209300	14820600	14151800	13689000	14268600	13654400	13441700	15232400	13904300	15938400	14920900	12995700
P64622	42879.5	36099.1	39998.1	31080.2	48836.2	38068.1	49648.8	32802	39497.7	47914.9	43525.2	34991.4	32832.1	29746.7	38363
P22586	131160	139439	158852	158715	NA	NA	NA	NA	NA	NA	NA	NA	217229	NA	NA
P0AAX8;P39176	3948860	4534730	3830660	3189660	3646930	5076140	3346140	3540750	3818280	4327310	3634390	3581260	3978250	3985730	4385200
