rowname	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3
P0AEJ2	15653100	15802500	20229700	49090900	19145100	22149400	28459100	12057500	22984200	24328800	27680500	37149400	40411700	33581600
P08142	26759500	28427400	31676800	20796400	31945800	27775100	25726900	34781000	28290800	28413000	28995800	27952400	32377300	28506600
P76576	11412300	9537100	10870300	7302690	11649900	10864500	9489480	12002400	11330600	10671800	9277490	9765260	10176700	9220120
P0AFI5	983794	880704	981867	1253430	956520	1215680	949403	807839	1248120	1182840	866676	1724770	1361880	1438780
P25888	1112220	1079040	1136720	1204430	1337740	1255050	1258600	851910	1151900	958479	1063610	5249560	5255500	4181490
P16659	23921000	26427100	27324100	23084200	27116200	25225500	23248700	28510400	23303200	26047500	25654400	24740000	31456700	30383000
P0ABQ0	4900820	4893760	5394170	4865170	5514450	4803690	4462780	5017310	4593080	4827860	5080680	3779350	4328490	3868390
P0ADC3	1706490	1800410	1939190	1778940	1719400	1717760	2181620	1813430	1713240	1675350	1859470	2068420	2474280	2390860
P10121	15616800	15782200	16949000	13664700	17045800	16007000	12848500	16403700	15942100	15122000	15230300	16632900	15263900	14991400
Q46871	9553130	8841450	9939990	17411700	10653600	10890400	15303000	7913730	12185600	12210300	11149300	10465700	11844800	8589440
P76541	4270540	4214770	5014960	4026200	5837070	4127860	3197580	5295110	3513090	3790240	4125800	2874980	3228990	2909420
P60293	2563400	2667390	2799300	2639830	2772680	2617220	2668430	2729280	2569230	2744070	2811710	2477400	2678530	2544210
P77674	6514660	6441280	8358000	11116000	5282640	6661540	13041200	6702610	8437980	7674720	8374520	912753	1012730	659140
P33232	6514760	7565560	9488220	7503820	9026420	7331770	6905660	8759730	7662340	7879920	8220940	5617120	5896680	5325540
P0A9W3	45531300	49811500	51149600	43093900	46592000	46170400	46471800	51409400	48653100	45268800	47590700	36322700	42281600	40168500
P15639	29523800	30674500	37873900	33890700	33847300	34874800	36708800	33987800	33820200	36024100	39583600	40850300	51613100	51858300
P37641	335502	402059	498834	439905	362917	522589	443984	350440	579436	449068	431164	333911	NA	416260
P09832	55893300	53665200	67983400	41752700	59830000	62328800	52925900	61827400	57489700	60979400	59702600	130882000	155658000	165913000
P75960	7987070	7638450	8243370	6399860	7973940	7945050	6714310	7314370	7393420	7408650	7709950	7003580	7061180	6843770
P31224	6363300	7199090	7415070	7796000	7013540	6945380	7889540	8326360	7580590	7012000	7867600	6270350	8912920	8632130
P0A8Y5	4195620	4501440	5190620	4887270	5131010	4909360	4330130	4822340	4719730	4634740	5046470	7989580	8355010	8286590
P05458	2014940	2154220	2306050	2213460	2187620	2168540	2329710	2678080	2347500	2087400	2071600	1994730	2400900	2305270
P02924	5823440	5038750	4590640	4430520	6095470	5057360	4850920	4355450	5048040	4701420	4522340	491640	517413	364500
P25740	1558650	1619970	1809680	1400560	1810370	1564960	1395270	1825300	1464750	1622520	1706460	1213820	1470030	1474460
P50456	2029990	2163280	2105780	2498290	2012180	1769050	2491960	1503290	1726050	2165640	2069110	1460690	2063320	1946880
P0ADC1	8487720	8170790	9284320	7871740	10399000	8045060	8335100	10172500	8222220	8617640	8756620	7495460	7881800	7991280
P09152	3010060	3421300	3175150	2542150	5858940	3227040	2990210	5831330	2721830	2863010	2725460	7484290	10170400	12573400
P0A7J7	547303000	521421000	483353000	498214000	510775000	510502000	470168000	430447000	514599000	484076000	425900000	754110000	534598000	544829000
P0A6Y8	220373000	204380000	178952000	211598000	177480000	213009000	203787000	153247000	233425000	202436000	191470000	150572000	154279000	153257000
P0ACQ4	8534360	8833260	9704240	9207720	9632220	8997300	9223190	9885710	8201840	9381290	9315230	10098200	10385000	10777700
P0AF56	2602240	2136250	2315590	1853610	2269110	2516220	2376110	1397390	2579330	2067880	2188380	1053030	1387540	1266630
P32053	1032130	934487	1246630	1046820	938350	1053410	939402	1156070	906948	1119020	1196100	1403790	1337460	1579780
P45395	5166390	5130420	5997950	4917350	6423620	5058160	4527220	7041140	4889890	5322570	5267320	5765050	6063610	6464390
P0ADG4	14874300	17282300	18523300	16750400	19493900	16955400	17039700	18542800	15888800	17337500	17631200	25238800	28636900	25031000
P21165	33439500	35564500	38403400	34428400	37120800	35624400	32987600	38419800	35019000	39429600	39444000	26524300	35227400	34642100
P0A867	21500400	22150000	27119900	31448300	23096800	24403800	32589600	21060100	27765000	26803100	27084000	28721100	30875400	26826900
P0A9F6	1845940	1981690	1848090	1864890	1730400	1640020	1509160	1399360	1613780	1871410	1668590	1183510	1342790	1430740
Q59385	4566710	5312340	4401050	7542960	6382380	4781140	4642680	6012160	4724960	6588490	5298140	4860080	4844840	4398210
P36683	194028000	216323000	274395000	141717000	251643000	213445000	170765000	283919000	212391000	224338000	230308000	72305200	85106000	89262400
P77541	581525	938720	766619	1723790	599283	1061650	1663380	1042130	1576250	1045860	1295470	92033.1	318848	NA
P0A6C1	3990320	3917790	4718480	3833440	4408350	4413550	4368090	4149630	4286140	4178880	4299700	6086890	6497980	5815560
P27306	19334100	19665000	24149100	17491000	23900100	20006100	19245800	24748600	19575100	22272000	23900700	5195490	6156030	5906260
P0ACB7	12928900	13382600	15022800	11843200	14887400	13836000	13967000	14531500	13360800	13872000	14192000	13682300	13608500	12383700
P37344	1383720	1460920	1383920	1346800	1522170	1419310	1402170	1309160	1354740	1401620	1403040	1190980	1504110	1407920
P0A9U6	2389070	2164230	1667880	1922670	2178730	1636830	1525230	1668430	2176540	1941860	1806900	960608	1173530	1031740
P28249	3083410	3272320	3504850	2894420	3821980	3242210	2885550	4012500	3182150	3310640	3406000	2412360	2863350	2649600
P07813	23509500	24460800	26225000	20795800	27798700	24175700	22986800	33113000	24218800	25572300	26756000	26478800	33134000	32437200
P77608	75506.3	49887.3	93613.1	52039.9	NA	NA	45151.8	NA	NA	NA	NA	31691.5	60546.1	NA
P30864	1847910	1922840	1818860	2084100	1823940	1821460	1850890	1525310	1919570	2182950	2217380	1273920	1651470	1509120
P0ACE0	6250530	6852370	5357650	3574950	9738620	4845270	3493510	7920340	4340350	4619040	4634150	3771200	5054220	6062830
P0ABS5	3627210	3579400	4001110	3679980	3763620	3570720	3664170	3993400	3681680	3766610	3988380	3309540	3738110	3398590
P0A8R9	1912620	1813910	2021320	2005790	1888330	1801290	1774730	1627930	1652450	1830390	2093590	1902690	2076620	1977130
P21513	36121400	39342000	42113100	36329300	44456500	40341600	34063500	46457700	38802200	41347900	41046800	37561600	44203800	44803100
P77171	5398700	4917120	6969950	6121100	5349420	5155740	5744760	5070560	4904680	5670310	6372430	2656670	2586190	2288610
P30139	10701500	11967000	17806900	17284500	11174600	15705500	16699300	11526000	16279800	16355200	17934800	13666000	15572600	13384900
P39325	49950800	41422400	35611700	48344500	32203200	44160400	64325700	29024200	52776900	44885900	44887000	5903360	5442430	2500480
P09151	65739000	69273400	69198100	66022400	58520900	66083900	69721400	69570000	66033900	70136800	63214000	78214100	102690000	91078000
P07650	3871720	4246000	4885940	4741730	4769500	4234660	4182430	4463020	4490390	4644190	4590280	4164040	4959510	4537800
P76116	68636500	61549100	71846200	151616000	62077100	86639100	101122000	49071000	83326600	84901500	86138100	95613300	96341000	66914000
P00934	120869000	126661000	128457000	139788000	130146000	134748000	138022000	135167000	123482000	123529000	128421000	94592700	103565000	105450000
P24203	20644400	20668200	22896600	16778400	31564600	21710000	15381500	24194800	20294200	24182500	22641200	6349510	7026930	6774600
P0ABC7	33903800	35761600	39793600	36349900	37046300	36959800	35936400	35449700	36387100	38174700	40176800	39997100	42124300	41350900
P77649	1107640	1125990	1267840	1197090	1024330	1277310	1403000	1306690	1241850	1363020	1355870	1140180	1363100	1146310
P0ABA4	67549000	55604500	54668000	58241300	53313200	57093400	51739000	44276700	56335100	51977400	49096500	44864700	31515000	31569400
P64588	49519800	40085200	27360400	37256500	33799000	30188400	36828100	22968000	32627000	28998400	27907100	41538300	32719000	34714800
P0ABJ1	47311300	50620100	60471900	44651700	62810400	51722900	55772100	70321200	51564100	52534800	56907000	35246300	37368600	35943400
P65870	4328100	4034160	4518980	3350300	4748830	4445240	4049950	4505210	4546810	3839120	4174630	6733400	6021680	5791470
P30958	6426350	7406370	7406440	7024410	7918410	6994690	7008260	9317880	7097960	7288190	7609880	6483390	7719770	7386190
P0A9J0	3894260	3507180	4004980	4312300	3883590	3492390	3853090	4031880	3432980	4007940	4186250	6145910	6842110	6006100
P0AD59	56264300	43948200	42991900	47716200	41273600	48632200	54035600	35705200	53534200	48762800	45095700	33430400	22508700	24604600
P05041	1512370	1436760	1630310	1487370	1782150	1746030	1518460	1779000	1442690	1653090	1695350	1961900	2497660	2423200
P00888	22758800	22453200	31249200	30229300	28407200	28899000	28245700	25045700	27775000	29826600	31982500	17832100	15949900	19220900
P0ABE2	13703500	10733100	10242200	12214000	11032800	10506400	11932400	8102380	11624200	10917600	11649400	11609800	10986600	10989200
P0AC02	36983300	40786900	44435600	38425900	43975000	40065400	39801300	43154300	43568900	43496900	44572600	34710300	42743300	40753900
P24182	21015100	23733000	26706100	23194900	25498000	25805300	24921200	25320400	25805500	25948200	28813800	26825600	35676700	34088700
P0A7L0	324395000	338532000	357448000	308689000	385259000	332096000	289273000	335216000	312045000	320264000	332396000	466789000	420961000	445873000
P0A7K2	1413440000	1108300000	816527000	1424260000	714519000	955985000	1170320000	511926000	1068400000	944688000	910806000	897009000	661450000	625749000
P36548	4070330	3650860	3743880	3197000	3746510	3760130	2992540	3546450	3701360	3506960	3283360	5234820	4157910	4119870
P63284	42690900	45750200	43621500	45567600	54152200	45949800	41656500	48687400	44337800	43389100	41854200	37776900	43022800	44502800
P31455	4095600	4297960	4525960	3349280	4324720	4130090	3500010	4803750	3840800	3879460	3540140	4138490	4156270	4050760
Q46893	5697370	5325230	5256760	5036110	5141640	5526160	5173560	4523580	5624980	4985630	4882370	5680930	3391580	3413140
P11454	5747340	6640150	6453300	22550200	6533510	8769870	12790800	6212240	8520920	9646990	10415000	11156300	14920500	10072700
P13482	20490700	18182700	20093700	19615700	18906700	19160500	27014000	17799600	22366500	19651500	20490800	11746000	11982000	10301100
P0A6Z3	52664100	51373900	52209200	46071600	58145000	51438700	45763200	55847500	50562800	50686800	51535100	44858900	54046300	49803800
P0AAX8	25029200	22171100	22055000	19179200	22701300	22122800	21520100	21906700	22800300	21300100	20552800	22133000	19687500	21331700
P31677	10712400	11632200	13893100	15013700	10907300	12477500	16534800	10911000	13967500	13265400	14044800	11892000	15223900	13326400
P24193	4881100	5453460	5656730	3493980	7124840	3804430	3191330	5086610	3677830	4727980	4268430	4589200	5552250	6283800
P46889	1499210	1728130	1820170	1922030	1852390	1750860	1659460	2216170	1939720	1918330	2021640	2687730	3204770	3039690
P00634	2125610	1739960	1852440	2116580	1811540	2090930	2382210	1687310	2374720	1919010	2019220	1480410	1137690	1132330
P0AGB0	2745820	2969230	3606850	3608390	3080790	3052930	3566170	3000470	3244970	3506540	3507940	4961050	5344770	4252460
P0AC41	228246000	254733000	313323000	144348000	317355000	239676000	180969000	327426000	239294000	257889000	269267000	49132700	58532700	49852500
P77475	1586330	2003190	2174420	1992700	1937220	2048350	2000560	1689230	2006270	1780750	2011500	2273430	2099760	1656360
P21151	11830100	13438300	15119600	13411600	11553300	12263300	12332400	13230500	14656000	12852400	13296900	1022430	1689490	1034910
P39321	2078500	2323000	2411360	2367800	2606620	2272350	2291430	3037890	2371950	2363720	2522580	2414770	2776410	2712220
P0AD27	2140200	2194810	2424670	2030120	2775090	2010010	2005910	3005570	2295740	2101630	2243350	1735880	2110300	1970680
P36680	5520620	4929190	5157240	5734560	5860950	4514650	5403360	4646880	5469150	5103590	5135800	5528030	5250240	4772980
P0A8V0	2299830	2765030	2844230	1649910	3211610	2339580	1687700	2746420	2351800	2212680	1872780	3942930	3492010	3655330
P0AFA7	798964	1137100	718834	1407490	465668	932872	1063530	462088	959055	889611	896476	363149	725803	659444
P67910	51857600	54098300	60111500	46671100	63967600	56568000	49878400	60053600	54076100	57116200	55560200	62197600	57634700	61703000
P0A6P9	238948000	215814000	243979000	247422000	221417000	262139000	256545000	199641000	256965000	236080000	239900000	466606000	442122000	478786000
P75682	1277770	1504620	1277350	1326480	1196630	1341500	1266090	1452730	1312370	1211760	1290670	481112	338942	349607
P0ABN1	307243	396062	360307	396764	287516	352960	352138	379249	377819	313503	352444	187038	372412	310212
P0A9T0	132530000	131233000	141384000	130545000	164175000	139067000	119785000	153994000	124251000	142427000	138437000	274777000	292694000	307991000
P13001	1606650	1767130	2054330	1577680	2368390	1735900	1372470	2588180	2017800	1674480	1983710	3126770	2230540	2352910
P33218	5164970	5210670	5434840	4843000	5967920	5171010	4042540	5943920	5231470	4331660	4643840	3930330	2774990	3185540
P00960	20842000	21418900	21071300	19984000	20907100	19858400	19019900	18869700	19055400	21385600	21962200	21752600	21772300	20055700
P00363	28028800	28321000	28844100	15885000	45134600	26776500	17423500	35945900	22069300	25346000	25206900	19698500	25698500	32176100
P0A7J0	26793700	27630600	24887300	20902200	29698200	24636100	23261200	26222600	24356600	24908600	22471500	21717000	19412300	21968400
P0ACD4	122180000	91980700	80550300	83214000	76608100	92364600	94016600	50677100	102426000	83609300	76741400	71585100	61335600	63700700
P39298	1806100	1818510	1649750	1932400	2229170	1773520	2039220	1846010	1748490	1944840	2218610	2415580	1993690	1958640
P38683	415120	303293	263114	351660	517486	297315	246702	527026	336075	284247	229638	433406	387271	487677
P0A6L0	13027400	11537100	11693800	10908300	13683300	12105300	11682700	9033060	11675500	11749700	10918700	11634500	11909600	12117400
P0A877	40952800	42504000	47247400	46816600	48296400	44678800	44303500	43269600	45114500	42193900	44608700	52553900	45985800	47624500
P21517	885592	907023	1124380	944489	911187	900213	965449	1303900	1045960	1056350	1103890	1374320	1714050	1426740
P41407	25531600	22882100	22587700	22109200	26788300	23617600	19125300	20057700	21244000	23961100	22616600	17843500	22070100	21021100
P02413	142075000	169932000	196146000	146058000	214490000	176760000	138719000	213190000	152000000	176581000	164303000	276179000	280790000	277641000
P23843	288448000	297450000	230028000	243762000	525172000	290987000	252535000	648746000	245444000	252897000	234702000	276309000	220703000	304510000
P0A8X0	15554100	12687000	12534100	16220700	12800800	14331300	16498200	8114950	15649700	13487500	12396200	15567900	10446300	10295500
P00448	126357000	126133000	133401000	189175000	86365300	161508000	172669000	88193200	173561000	148301000	150980000	74630600	86540000	94191900
P08200	616437000	597765000	761838000	510252000	709411000	648708000	584389000	704413000	619747000	671020000	684594000	417840000	458805000	478039000
P37757	2777170	2736480	2947120	2504880	3069730	2686190	2388370	2884220	2711730	2695070	2608290	3093460	2724210	2765140
P09831	29324800	33291400	37745000	28836700	33607900	31774700	30225200	44680700	32462800	36148800	38419100	67729800	91151800	88290900
P00490	7412380	7576410	9142310	9534200	8614550	8138790	9714890	9436890	8935300	8835760	9378280	13784400	17134000	15537500
P0A8N7	784550	792636	983351	571165	1142690	917860	629643	1193460	728232	919899	887623	1584150	1496930	1420690
P00582	6978350	7910570	8245820	7500840	8286630	7426760	7599570	8926690	7784100	7937170	8537400	6783120	7945340	7799170
P0AER3	1227750	1257530	1206530	1369670	1046440	1021630	1638300	994880	1385180	1224470	1107920	697448	711231	755100
P11446	16212000	19291800	21462500	14571700	25461400	17768600	13721000	21821900	16357300	18714000	17892800	21174200	22677100	23357400
P08312	23512200	22659600	24697200	21790000	24212200	21708200	20537300	23784800	21169100	21709800	22158000	28204800	26145100	25202500
P09546	4668620	5182990	5335280	4022320	7541440	4373700	3761800	6896010	4186810	4609280	4577400	3007960	3422070	3941000
P75981	22870600	23579100	32884100	28579500	44650600	25000100	27391200	36792100	22260300	35609500	30859700	48469100	46218000	63072600
P0ADN0	571999	395904	334266	485462	391328	569936	435918	424771	481657	441660	510346	555460	573454	579147
P37440	17157300	16706800	17550300	10723500	21472000	14775000	10762500	18322300	13366400	15035400	15031800	2900420	2733620	3374580
P76536	11720800	11929400	13844300	10898600	16005000	13478500	11343700	13659700	12951200	13936600	14115000	18820300	20519500	20702800
P39285	1594890	1571060	1623620	1888730	1738910	1625480	1777930	1672540	1632890	1552000	1723950	1438440	2006760	1911920
P31992	20009500	12782000	19455700	22039500	18299900	21993100	23330700	6329370	11434100	17419300	20777900	19951000	16037500	16135300
P76177	84636100	72753400	66992100	68722100	66140000	72678000	70412700	54357400	75871100	70103800	63277700	53539000	49608000	51521700
P0AAZ4	2632750	2792010	3027460	2560540	3208780	2903540	2438830	2958880	2692900	2902300	2798570	3148470	3508940	3251720
P37749	9758670	9300420	9069280	9641180	9466940	9293200	10110600	8356700	9807240	10182200	9692500	8431640	10552200	9751390
P15770	3615970	3510920	4003580	2834010	4440030	3290220	3023170	4332580	3471010	3312060	3399380	5345930	4804970	4575600
P0ADE8	42344800	35833200	39594600	27740400	39170300	35980900	34555100	36192900	36773100	33251000	34385200	34274800	31457000	28725500
P25665	334920000	380065000	458407000	345526000	502371000	407628000	366725000	498888000	392277000	416088000	415505000	605401000	723054000	746929000
P75838	4136550	4107710	4309180	4039600	4300370	4070020	4682410	4280370	4146950	4166210	4504840	7251240	9422540	8050790
P0ABK9	2767380	2527720	1765410	1239580	7430300	2433880	1328040	3759410	1565940	1537940	1827470	1216610	1065720	1636730
P76540	410394	314439	505768	269724	320173	432630	426672	207885	435785	468455	374919	550992	285874	547642
P04968	18823000	19150200	15550700	12524100	17119200	15111000	11914500	18804600	13628900	15361800	14460900	5762260	7122610	8101660
P0AFS3	3659910	3866950	4401750	4953050	5331820	3728020	4328430	6862790	4486150	3864920	4790430	2871790	3801200	3007920
P0AB83	2465690	2584710	2727850	3063980	2282990	2405640	2481290	2572610	2427940	2761370	2770320	3707100	3466320	3559180
P0A7V8	224779000	255990000	294668000	222593000	328180000	271873000	249606000	299306000	249954000	281723000	261946000	430680000	387783000	435058000
P04825	23214700	24124400	26830300	25487400	25045800	24169500	26500900	28127900	25520600	25711400	26839700	18181900	24563300	23268500
P0ACF0	1033550000	853710000	724062000	922362000	652015000	857768000	933255000	453106000	889367000	774179000	730940000	598420000	458259000	488978000
P76407	857433	822542	1048610	1430930	1088850	1177140	1664530	1030360	1146630	1093170	1154970	917372	900512	673845
P00961	46531800	50836600	55225700	46176600	52908200	49403300	43112300	59408800	49974700	50876300	51233600	50510700	55334000	54967500
P76187	4311850	4448340	5290140	5840760	6458450	4596530	6623000	4782650	4702980	5286890	5466950	4000500	5092320	4802050
Q46927	1277290	1560720	1684730	1393690	1608870	1527510	1353720	1838150	1452700	1582120	1579390	2305090	2057940	1869920
P0A910	2462710000	2887330000	2849510000	2243890000	2785580000	2534290000	2276050000	3795320000	2856420000	2552480000	2335620000	1826220000	1775080000	1590300000
P77307	2055310	1742630	1360040	1637630	1911720	1562760	1408050	1453970	1791360	1887740	1787030	1660490	1660650	1410330
P75876	5219980	5172740	5437570	4754040	5884900	5154900	4491470	5565660	4700790	5103900	5393780	6578790	7081600	7396380
P15038	2260070	2513600	2439380	2705630	2583520	2408650	2426180	2862170	2372570	2609560	2751020	2011080	2740750	2374280
P37197	1302390	1233680	1095110	799641	2331670	1155770	595813	1515150	730714	897666	883238	618483	781587	1052940
P76559	1233290	1098800	872552	1206780	761817	1162210	1626220	498911	1400330	1196160	1043580	347357	345722	295080
P0AG20	4711030	4698940	4703020	4308820	5142460	4332220	4227870	5128370	4082980	4520740	4730030	3245730	3913610	3553110
P0A6R3	10778000	12564700	11853000	12552300	13500600	10577700	10528800	9372280	11642800	10753700	9154110	26121200	24056300	17141800
P10443	1309520	1467640	1550970	1491750	1590770	1452020	1435900	2004660	1404730	1611410	1643820	1489490	1860720	1759400
P06983	17027700	15341400	15682100	13006500	15241700	14408000	13729200	14076400	14987100	13805800	13833300	13963400	11661800	11746600
P33599	29391100	30190500	35593400	23572900	35189500	28508600	27951000	37362900	29416000	30912000	32359000	21374300	22870600	24217000
P17446	225927	218734	236798	229024	205751	315394	175263	242777	286606	200996	184754	262161	242468	165890
P16703	16201400	17672600	16294300	12915700	17458700	16923900	12921600	15558200	14759800	15076900	14590500	16618900	18406800	17554300
P0AFH8	611778000	473659000	427676000	718418000	377845000	571129000	776658000	271747000	612060000	579021000	526304000	314367000	308788000	224405000
P0AAH0	2515460	2989060	3321460	3214870	3102640	3154220	3554850	3112850	3244100	3157420	3456930	3462810	3995040	3395760
P28632	6002810	5293570	6959310	5413750	8346890	6020210	4618820	9166040	5421640	5383680	6045820	6609640	6330240	6571280
P45578	63171900	54068800	52228300	53437700	52819900	63252600	54241200	44596800	67636000	53731600	49445500	91172500	64325800	67272000
P76558	55917900	61218400	66927000	54735300	68445200	60290700	53529900	74953600	57385800	67229400	71428100	16192000	20766400	17946500
P75797	8438850	8838430	8799670	7984160	9184520	8822130	7831990	8356540	8444540	8456400	8128610	7743130	7959100	7371650
P0A705	52936500	54476200	58807100	49708100	61857500	55239400	47647100	63474900	52790300	54637800	55803700	61289500	72186800	73229800
P66817	2974520	2959810	2686390	2740550	2936520	2689810	2997260	2675890	2726560	3170270	3079800	3298220	2111250	2818830
P46837	7193950	7667290	8508550	8918320	7979200	8823690	9452990	8076460	8719880	8634080	9227740	12845200	14636900	13791600
P68739	4416810	4227210	4970140	4245580	5197360	4875480	4263920	5012220	4672950	4479640	4375800	4373740	5318920	3887980
P09372	116160000	92991200	89924700	112077000	98141000	105502000	93492000	65961200	101716000	91210400	86497000	70182900	74288800	88045300
P0ADA1	21736400	16268500	14896600	13942400	15088600	17564500	16566000	12431700	17448900	15355100	14382600	12471200	11537000	10461400
P00370	52752700	48465400	45393900	52211800	75106300	49949200	44364200	60183400	41571300	48615400	48004700	56825900	77501400	81009700
P04816	63478100	58017600	61910600	53045200	58136600	66050800	58570200	49695400	66824600	61741600	64218400	65802700	63912000	65742400
P68066	361118000	240463000	318768000	265350000	697654000	281016000	278100000	259176000	237207000	379352000	293673000	423854000	274784000	303319000
P0DP89	7867470	8898990	10394100	11574200	1033610	10042400	10202600	7651220	9104680	8439970	8790580	6348380	7046810	8370060
P76344	169434000	127377000	175911000	115277000	311813000	202424000	108136000	130170000	120708000	226695000	183827000	639065000	622812000	631466000
P76402	14695700	13791000	11670800	14256100	11550500	12642400	19559900	6934150	14659700	14853100	14565200	2373950	5112180	3251580
P17115	4115920	4011100	4268940	3311340	4604380	4051430	3171490	4755950	3594770	4274970	4155250	3241470	3272440	3369300
P0A8Q0	236980	277667	134426	121515	525325	219262	173892	114128	169115	201969	191823	347116	240655	510091
P09980	1289890	1486580	1491260	1423190	1494960	1266700	1279930	1409010	1278110	1506970	1285730	1050520	1672160	1435740
P68919	282918000	217208000	203980000	236900000	206268000	227968000	220796000	146233000	231758000	210679000	181992000	247219000	182777000	184439000
P0AF20	3952070	3942860	4064120	4011450	4549450	3632210	3780990	4173280	3794190	3918390	4175790	3113700	3718860	3367860
P38104	2423680	2789010	2820710	4283170	2213770	3092730	5640860	2371850	3633850	3018340	3281820	969045	946671	694198
P0CB39	3208750	3515210	3428660	3230590	3354470	3307400	3236530	3859120	3179460	3461880	3414290	4002640	4628840	4425660
P77150	1218680	1303290	1412860	931784	1690400	1239100	1032970	1185790	1057740	1282940	1295270	1774270	1738410	1661180
P0AC16	2616850	2769490	2660930	1801090	2514350	2548600	1837920	2346240	2007170	2668200	2541550	2794570	2868230	2876530
P64604	10177500	11051000	11814100	11710800	11511600	10257100	9541510	12044100	11314000	11206500	11554800	14565800	13509800	12739300
P0A8A4	36951800	39887800	46212500	37485400	47368200	38783300	35952800	44158000	41960200	41596200	43504800	12612000	15122500	14691300
P69797	26171100	23019800	24371400	23491000	29123900	26258700	23076700	21871200	23935100	25101600	24197300	50176000	53447400	60325900
P0AEE3	2863820	3073340	3120880	3078430	3311750	2859800	2923770	3264170	2997900	3141100	3260250	3382290	3310750	3423460
P0AAI3	35011600	37248500	38496700	35946100	39109400	35761400	35856300	43889700	35821300	36873100	38107100	41290000	45903600	45683800
P0AEE5	68800500	70042600	71117000	72850500	47937100	76585000	95736500	48637100	89063300	77421700	80643100	1548290	2694460	1377910
P37637	1763580	2245290	2066270	4214800	1863190	2774300	4032710	2271700	2968950	2611950	2770900	1895170	3001640	2503410
P0A6A6	49408600	52520200	56189300	37384100	52374700	52223900	45012800	59226900	53297000	48996900	48198200	69405700	77819900	75055900
