"MSP"	"ERS2637868"	"ERS2637867"	"ERS2637866"	"ERS2637865"	"ERS2637864"	"ERS2637863"	"ERS2637862"	"ERS2637861"	"ERS2637860"	"ERS2637859"	"ERS2637858"	"ERS2637856"	"ERS2637855"	"ERS2637854"	"ERS2637853"	"ERS2637852"	"ERS2637851"	"ERS2637850"	"ERS2637849"	"ERS2637848"	"ERS2637847"	"ERS2637846"	"ERS2637845"	"ERS2637844"	"ERS2637843"	"ERS2637842"	"ERS2637841"	"ERS2637840"	"ERS2637839"	"ERS2637838"	"ERS2637837"	"ERS2637836"	"ERS2637835"	"ERS2637834"	"ERS2637833"	"ERS2637832"	"ERS2637831"	"ERS2637830"	"ERS2637829"	"ERS2637828"	"ERS2637827"	"ERS2637826"	"ERS2637825"	"ERS2637824"	"ERS2637822"	"ERS2637821"	"ERS2637820"	"ERS2637819"	"ERS2637818"	"ERS2637817"	"ERS2637816"	"ERS2637815"	"ERS2637814"	"ERS2637813"	"ERS2637811"	"ERS2637810"	"ERS2637809"	"ERS2637807"	"ERS2637806"	"ERS2637805"	"ERS2637804"	"ERS2637803"	"ERS2637802"	"ERS2637801"	"ERS2637800"	"ERS2637798"	"ERS2637797"	"ERS2637795"	"ERS2637794"	"ERS2637793"	"ERS2637792"	"ERS2637791"	"ERS2637789"	"ERS2637788"	"ERS2637787"
"msp_2302"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	52	0	0	0	0	0	30	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0
"msp_2305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	33	0	0	48	0	0	78	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	82	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2312"	0	0	0	50	0	0	0	32	0	26	0	0	0	60	0	0	31	0	0	0	0	29	56	0	0	0	24	0	10	31	0	38	0	0	14	15	16	0	0	0	0	0	32	0	0	53	0	20	0	0	0	0	37	0	47	0	0	20	15	0	0	73	0	0	90	49	0	18	55	60	18	26	0	0	14
"msp_2320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
"msp_2322"	0	15	0	25	0	26	0	20	0	21	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	16	82	24	28	0	0	0	63	18	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	43	0	0	0	0	0	26	0	0	0	0	0	100	0	0	0	0	0	0	0	28	0	0
"msp_2332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2341"	0	0	0	28	0	13	0	0	0	34	0	13	0	0	0	0	0	0	0	0	0	0	4534	27	0	0	0	0	51	17	0	0	0	0	0	0	25	0	0	0	0	0	19	0	0	0	54	3516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	21	0	45	9499	0	0	0	0	0	0
"msp_2350"	0	0	64	27	0	20	24	20	0	0	44	0	0	42	0	0	69	155	0	0	15	28	0	0	0	0	0	23	26	0	480	0	0	0	0	0	62	43	64	0	0	0	0	38	0	0	0	55	0	0	25	0	0	20	34	0	0	0	0	0	0	29	0	0	39	0	0	0	13	222	94	0	0	55	40
"msp_2357"	0	49	0	177	98	0	0	272	0	83	0	32	19	238	0	55	0	31	118	36	0	87	0	0	78	20	0	23	0	183	653	67	195	26	28	103	55	87	0	29	70	23	64	0	20	143	32	53	0	45	28	38	48	0	37	0	141	74	38	0	0	33	0	14	149	80	0	0	12	0	25	166	155	0	69
"msp_2364"	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0
"msp_2368"	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2370"	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26058	0	0	0	0	0	0
"msp_2373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	250	0	0	0	0	0	0
"msp_2375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	22	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	39	0	0	0	0	0
"msp_2379"	0	15	229	5	0	9	0	0	45	16	0	0	8	0	0	0	0	0	8	0	13	0	0	0	0	6	0	0	0	19	0	0	0	8	11	4	0	0	0	0	0	0	0	75	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	60	0	24	0	0	56	0	0	0	0	0	14	0	0	0	0
"msp_2381"	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	24	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	12	0	0
"msp_2389"	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
"msp_2396"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"msp_2399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2400"	0	0	0	22	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5167	0	0	0	0	0	0
"msp_2424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2427"	0	0	0	11	0	0	73	0	0	72	0	21	0	0	0	0	31	0	0	0	0	0	11	0	0	0	0	0	0	0	0	34	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
"msp_2448"	0	0	0	0	0	13	0	24	0	0	22	0	0	21	0	0	0	0	19	0	0	0	0	0	0	0	0	0	9	22	96	15	38	0	0	0	27	0	0	0	38	0	0	0	0	17	0	20	0	0	0	0	0	0	11	0	23	0	0	0	0	0	0	0	31	25	0	0	0	22	17	0	25	30	23
"msp_2451"	0	0	0	0	0	0	0	10	0	43	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	17	0	0	17	0	0	14	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0
"msp_2469"	0	0	0	0	0	0	0	0	698	9	0	0	0	0	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	62	0	0	0	0	0	19	0	9	0	9	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"msp_2477"	0	0	0	7	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	707	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	0	0	0	0	0	0	0	0	0	1489	0	0	0	0	0	0
"msp_2489"	0	0	39	0	0	0	17	0	0	97	0	0	0	0	0	35	0	0	0	0	0	20	0	0	0	0	0	0	4	5	10	8	0	0	0	0	100	54	0	0	0	0	0	5	0	0	0	15	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	98	7	0	0	0	0	0	0
"msp_2495"	0	0	0	11	0	0	0	21	0	18	0	0	0	0	0	0	0	0	24	0	0	0	44	0	32	0	0	0	0	52	0	0	0	0	0	18	24	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	33	0	0	0	0	0	82	0	0	0	0	0	33	21	0	0	0	0	0	0	0	0	0
"msp_2499"	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9734	0	0	0	0	0	0
"msp_2502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2509"	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2511"	0	0	11	0	0	0	0	0	0	48	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2535"	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
"msp_2555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	118	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2556"	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
"msp_2567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
"msp_2588"	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2631"	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	12	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2681"	0	0	0	0	0	26406	1573	0	4	0	0	0	0	0	0	0	151	0	0	35	411	0	94008	0	0	0	24	0	95	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0
"msp_2692"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	0	0	0	24	0	29	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	4	0	0	0	0	14	0	0	0	0	0	0	0	31	0	0	0	48	0	0	0
"msp_2829"	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2838"	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"msp_2843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	34	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2848"	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	51	0	0	0	0	23	0	35	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	11	0	0	0	0	0	0
"msp_2854"	0	24	44	25	0	6	111	17	0	0	0	0	0	0	0	65	53	0	0	0	77	0	0	0	0	0	43	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	17	49	0	0	0	0	0	17	0	0	0	7	0	0	0	17	0	0	0	0	36	19
"msp_2875"	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	96	0	27	0	0	0	0	0	0	0	0	0	0	20	61	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
"msp_2881"	0	161	38	5	0	0	0	139	2	0	0	0	0	0	0	0	28	64	0	0	0	9	0	0	0	0	20	0	0	5	0	0	6	0	0	0	0	7	0	0	0	0	166	0	61	0	0	23	0	0	0	52	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	20	0	0	11	5
"msp_2886"	0	0	0	0	0	0	0	0	0	93	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	151	0	0	39	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	19	0	0
"msp_2887"	0	0	20	0	0	0	0	14	0	43	0	0	0	0	0	0	30	0	12	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	78	0	0	0	0	0	30	0	0	0	0	125	0	0	0	0	0	0	10	0	0	0	0	0	0	0	95	0	0	0	0	0	16	65	19	0	0	0	0
"msp_2888"	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	12	0	0	0	0	0	0	0	159	0	0	0	0	0	0	93	0	0	0	0	0
"msp_2892"	0	0	0	0	0	0	0	0	0	22	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	36	0	0	0	18	0	0	0	0	0	0	0	0	0	13	0	0	0	0	148	0	0	36	0	0
"msp_2893"	0	28	18	0	0	0	0	0	0	63	0	0	0	0	39	0	0	0	38	0	0	0	0	0	0	0	0	0	0	7	0	0	27	0	0	96	55	0	0	0	0	0	40	0	0	0	38	35	0	56	0	0	0	0	0	0	0	0	78	0	0	0	0	15	5	25	0	0	0	75	0	0	12	0	0
"msp_2894"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	12	0	0	0	0	0	0	0	0	18	0	30	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	25
"msp_2911"	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	223	0	0	0	0	0	14	0	80	30	37	0	0	0	0	30	0	15	0	0	0	0	0	0	50	0	34	25	0	0	0	46	0	0	0	0	0	0	0	0	0	51	0	0	40
"msp_2912"	0	0	0	0	0	14	0	0	10	37	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	30	0	20	0	26	0	0	0	0	0	0	30	0	0	36	0	0	0	24	0	0	0	0	0	0	0	0	0	28	0	0	0	0	286	0	37	0	0	0
"msp_2916"	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2919"	0	26	17	66	0	21	78	9	0	0	0	0	0	0	0	51	38	0	0	0	44	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	10	0	0	50	30	0	0	24	0	40	0	0	0	0	0	0	0	0	11	0	0	0	45	0	28	0	0	0	35	24	0	41	57	0	27	0	0	15	32
"msp_2922"	0	0	0	0	0	0	0	9	0	0	0	13	14	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	8	0	32	0	0	0	10	12	0	0	0	0	35	43	0	0	0	0	15	0	29	0	0	18	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	13	39	0	0	0	0	0
"msp_2929"	0	0	0	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	42	0	0	0	0	56	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2931"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
"msp_2934"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
"msp_2935"	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0
"msp_2938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_2941"	0	0	9	0	0	0	14	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	7	130	0	0	0	0	0	16	15	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	32	0	0	39	0
"msp_2943"	0	0	0	0	0	0	0	122	0	33	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	49	11	0	0	0	0	0	0	0	0	0	25	0	0	0	20	56	0	0	96	0	0
"msp_2944"	0	18	60	0	0	0	0	76	0	81	0	48	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	88	191	0	34	0	0	21	84	0	0	0	0	0	191	0	0	120	0	96	0	34	0	0	0	0	50	0	41	0	0	0	0	0	0	0	11	48	0	0	101	35	86	0	0	0	0
