"MSP"	"SRS9032175"	"SRS9032172"	"SRS9032166"	"SRS9032079"	"SRS9032163"	"SRS9032162"	"SRS9032160"	"SRS9032078"	"SRS9032076"	"SRS9032158"	"SRS9032072"	"SRS9032157"	"SRS9032156"	"SRS9032071"	"SRS9032069"	"SRS9032065"	"SRS9032064"	"SRS9032061"	"SRS9032059"	"SRS9032058"	"SRS9032057"	"SRS9032150"	"SRS9032054"	"SRS9032149"	"SRS9032053"	"SRS9032043"	"SRS9032148"	"SRS9032039"	"SRS9032147"	"SRS9032034"	"SRS9032143"	"SRS9032141"	"SRS9032140"	"SRS9032137"	"SRS9032134"	"SRS9032133"	"SRS9032131"	"SRS9032129"	"SRS9032121"	"SRS9032119"	"SRS9032115"	"SRS9032113"	"SRS9032110"	"SRS9032108"	"SRS9032106"	"SRS9032102"	"SRS9032099"	"SRS9032098"	"SRS9032096"	"SRS9032095"	"SRS9032094"	"SRS9032092"	"SRS9032089"	"SRS9032084"	"SRS9032081"	"SRS9032075"	"SRS9032070"	"SRS9032060"	"SRS9032055"	"SRS9032052"	"SRS9032049"	"SRS9032048"	"SRS9032046"	"SRS9032045"	"SRS9032042"	"SRS9032041"	"SRS9032038"	"SRS9032036"	"SRS9032198"	"SRS9032194"	"SRS9032189"	"SRS9032188"	"SRS9032173"	"SRS9032171"	"SRS9032159"	"SRS9032145"	"SRS9032144"	"SRS9032142"	"SRS9032127"	"SRS9032124"	"SRS9032118"	"SRS9032117"	"SRS9032116"	"SRS9032114"	"SRS9032112"	"SRS9032111"	"SRS9032109"	"SRS9032107"	"SRS9032104"	"SRS9032103"	"SRS9032101"	"SRS9032100"	"SRS9032091"	"SRS9032090"	"SRS9032088"	"SRS9032087"	"SRS9032086"	"SRS9032077"	"SRS9032074"	"SRS9032073"	"SRS9032068"	"SRS9032067"	"SRS9032066"	"SRS9032063"	"SRS9032062"	"SRS9032056"	"SRS9032051"	"SRS9032050"	"SRS9032047"	"SRS9032044"	"SRS9032035"
"msp_0675"	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
"msp_0676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	91	0	0	272	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0677c"	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	0	19	0	0	0	0
"msp_0679"	0	34	0	0	0	27	0	0	0	0	0	0	10	0	36	0	0	0	0	33	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	670	96	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	103	0	0	0	0	0	0	98	117	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0685"	0	0	0	0	0	0	0	0	0	0	14456	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15663	0	0	28559	0	0	0	5905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0692"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2107	0	0	191	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0693"	0	0	0	65	0	70	472	0	0	249	0	67	116	0	320	0	0	0	0	0	0	0	0	0	0	176	0	38	0	0	0	807	55	0	307	216	1448	6	0	97	0	0	0	0	436	0	0	0	607	56	0	0	0	239	0	382	18	0	0	348	15	268	191	0	136	0	22	18	211	839	591	185	0	718	158	544	310	0	252	0	0	70	293	0	186	85	0	418	13	67	18	0	240	89	54	0	0	0	46	0	0	0	0	0	0	0	540	295	0	5	0
"msp_0697"	0	0	0	0	6	24	0	0	0	0	0	65	78	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	4	23	0	0	0	13	0	1970	0	0	0	0	0	16	78	0	0	5138	0	19	0	24	0	428	0	16	0	0	0	0	0	0	0	0	0	0	310	0	0	33	8	115	0	7	161	0	0	79	39	0	0	0	0	0	27	46	0	0	0	0	140	0	0	0	0	56	16	238	12	0	0	0	0	0	0	0	0	0	0	0	0	5	7
"msp_0698"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	101	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0
"msp_0700"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0705"	1101	0	0	550	0	1203	0	262	0	1819	314	288	165	0	205	0	0	0	0	0	595	0	0	5	0	6	0	45	1505	0	665	230	1493	2637	201	1739	21	194	0	252	0	250	0	0	0	498	0	20	4039	429	76	0	106	1543	357	453	180	0	20	60	16	0	52	0	364	0	0	160	0	100	0	594	0	271	502	328	342	0	212	6	60	36	340	1175	92	37	109	461	19	35	74	0	222	27	36	0	0	8	219	0	14	0	224	0	147	0	0	52	0	163	2774
"msp_0707"	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	14	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0709"	0	5	0	0	0	8077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7232	0	0	0	0	3755	0	0	0	0	1193	0	0	0	0	0	0	0	0	819	3247	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1122	0	0	0	0	0	11906	0	0	0	0	0	0	0	0	0	0	10	0	0	0
"msp_0713"	185	56	37	140	647	305	440	51	5296	98	230	72	0	0	129	77	6	329	198	29	1022	0	0	0	405	116	0	348	229	16	117	49	13	155	79	9	194	286	574	0	307	232	0	0	449	31	0	39	364	20	68	186	14	84	27	79	19	45	12	226	406	24	157	0	0	84	496	55	54	623	643	82	274	220	26	96	15	1221	138	909	248	126	260	177	44	84	108	138	0	25	68	249	8	8	26	0	0	131	232	583	1083	212	239	80	0	454	121	186	623	445	106
"msp_0716"	0	0	0	738	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	973	171	192	0	0	0	33	0	0	0	27	11	1155	0	120	0	0	0	128	42	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	9	997	0	0	0	26	0	0	0	14	1351	0	0	0	0	0	0	0	0	0	6	0	0
"msp_0717"	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0719"	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0722"	31	53	0	262	44	49	33	44	0	40	169	762	1854	0	240	78	0	127	0	16	53	0	0	2160	30	33	5686	26	507	0	51	175	154	0	381	339	93	59	0	88	0	21	0	0	26	236	0	362	170	298	44	37	54	3327	531	124	761	0	47	129	9	0	27	0	3203	129	0	55	44	1283	35	12	0	9	240	68	1724	115	123	0	0	0	7	49	20	27	0	336	1139	15	0	0	732	178	66	0	1246	30	102	0	144	0	6	0	0	0	164	0	0	114	123
"msp_0723"	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	356	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3883	0	0	0	0	0
"msp_0729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0733"	0	0	0	0	0	95	0	0	0	29	241	0	135	0	6	0	0	0	0	0	0	0	0	0	0	62	14222	18	0	0	0	0	0	234	2700	0	0	12	0	6	0	0	0	0	0	248	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	213	0	0	0	0	14	0	0	0	988	93	0	0	0	50	0	0	448	0	0	0	0	0	0	0	0	0	0	0	310	215	0	0	0	75	0	0	0	13	0	0	0	0	0	0	0	253
"msp_0735"	0	8	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	638	0	0	0	0	15	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1149	0	0	0	0	0	0	1870	0	0	0	0	0	324	0	0	0	0	0	250	6	0
"msp_0737"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0739c"	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	30	0	0	0	0	36	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0
"msp_0740"	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	42	0	0	0	0	0	159	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	259	0	0	0	0	0
"msp_0742"	930	0	0	0	30	0	0	56	609	69	21	145	18	92	124	8265	35	44	2276	0	15	228	365	0	112	6	6387	35	197	1565	12	11	4234	333	0	1684	120	59	18815	1861	185	434	1764	189	0	212	231	421	498	0	481	17	0	89	156	270	218	287	17895	411	49	0	102	0	124	114	77	139	28	51	0	359	560	0	2598	283	249	397	6790	1517	330	63	1494	3982	113	13381	0	53	3896	700	0	17	50392	1249	209	1155	574	36	127	39	59	69	99	552	219	0	2658	205	11	337	16
"msp_0745"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	185	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0
"msp_0747"	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916	0	0	9235	0	0	0	0	0	0	0	0	0	0	0	4098	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	1546	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0750"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0751"	0	0	0	0	0	0	0	0	0	0	0	0	88	0	98	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	67	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	1142	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0756"	0	0	0	0	0	0	0	0	0	0	0	122	644	0	0	0	0	0	0	9	0	0	0	3323	0	9	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	31	71	0	0	301	0	385	0	0	0	0	0	0	0	0	0	447	0	0	0	1278	0	6	0	0	61	33	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
"msp_0757"	0	19	0	0	0	0	0	0	0	0	0	0	2637	0	0	0	0	0	0	23	0	0	0	0	25087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	10	0	573	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
"msp_0758"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
"msp_0760"	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	5608	0	0	0	53	11	0	0	0	0	0	0	0	0	21	0	0	42	53	0	30	9	0	0	0	8	0	0	0	0	0	0	0	951	0	0	84	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	148	0	0	0	0	0	0	0	54	0	0	0	0	12	0
"msp_0761"	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	222	0	0	28	0	0	7	0	0	0	0	0	0	0	0	4997	0	0	50	0	0	0	0	0	0	138	81	0	0	0	7	0	0	0	0	0	0	0	0	93	0	196	0	7	111	21	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0763"	0	34436	0	12192	0	0	0	2001	0	1845	2731	2652	1684	0	1955	10843	0	0	0	5502	0	0	0	523	0	6847	33	0	1240	0	242	308	3202	0	3891	0	7370	11771	108	8937	16	0	0	0	0	3575	0	7	0	20349	5864	0	17364	14542	10877	3821	48240	0	0	15	1400	1757	31947	0	5689	2587	82	6163	7194	7619	0	4892	0	6	14444	9697	0	0	1026	148	4373	0	0	13139	10962	32849	0	449	11229	8102	19149	0	1530	2248	24153	0	0	10619	1641	0	0	3872	0	4	0	22	16728	6282	138	5411	0
"msp_0764"	0	0	0	0	0	0	0	0	0	0	999	116	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	1497	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	14058	0	0	0	1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	354	14473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0766"	256	0	0	0	0	0	0	0	0	0	48	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	118	0
"msp_0767"	0	3089	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	29	17	0	0	0	19	0	1766	0	0	28	0	0	8	0	0	0	0	0	0	0	143	0	314	0	0	0	0	0	0	0	54	0	0	2376	0	0	0	0	0	0	0	41252	0	39	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	15	12	12	1528	33	0	0	0	0	0	0	151	196	0	15	80	170	19	8	0	0	0	0	0	0	0	0	0	0	80	0	95	0
"msp_0769"	2264	41	303	78	3154	2022	4881	930	478	1454	4550	1125	437	0	667	341	820	152	611	10	435	0	0	23	511	299	19	1089	7992	0	177	1051	771	1366	528	3030	1442	631	410	107	0	3250	0	0	5279	3280	0	595	7766	85	1927	307	134	3953	249	470	3876	321	362	775	1143	1953	337	0	4358	2573	147	1370	2307	909	0	649	0	676	1087	295	1705	6127	69	1547	292	17	279	667	99	1013	186	789	355	33	357	22	1078	364	199	4873	959	2623	5289	1958	1160	402	51	74	1383	508	483	276	604	1516	5189
"msp_0772"	0	0	0	0	0	0	0	24	0	114	0	5	0	0	0	15	0	0	0	0	7	0	0	0	775	51	0	0	0	0	0	0	0	0	0	0	70	0	6	0	0	0	0	0	0	0	0	0	0	33	0	0	33	0	0	0	24	0	0	174	344	0	62	0	0	0	0	0	34	0	13	16	0	0	0	0	0	0	0	6	0	23	456	59	203	60	0	0	0	6	0	0	0	22	48	0	0	0	0	0	217	25	0	0	0	0	0	0	7	3	0
"msp_0773"	0	29	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
"msp_0776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	714	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0777"	0	90	0	0	0	0	0	4	0	1186	19158	0	332	0	0	0	0	0	0	591	0	0	0	0	23	85	0	0	70	0	0	0	0	0	2742	0	0	30	6	605	0	1955	0	0	0	0	0	0	0	6048	96	0	5830	0	0	193	2262	0	0	0	41	0	1576	0	5326	316	0	0	0	0	0	5918	0	0	1596	143	0	0	0	6	0	0	0	840	0	25	0	0	0	254	39041	0	10	794	1321	0	0	231	196	0	0	0	0	0	0	7	0	216	7	0	0
"msp_0779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	1453	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	21491	0	17939	52	0	0	6	0	0	0	0	0	0	0	0	0	0	3125	2563	0	0	0	0	0	0	18165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0780"	0	0	0	7	410	0	0	0	0	7	0	0	143	0	123	66	0	0	0	0	0	0	0	0	0	22	42	565	17	0	0	0	0	0	160	150	587	0	0	0	0	0	0	0	0	1071	0	0	142	118	884	1885	302	90	475	576	0	0	27	0	0	0	0	0	35	0	11210	211	456	265	275	58	0	14	0	78	3069	94	194	0	22	0	95	0	797	0	289	7	0	44	0	0	187	8	101	0	8	0	361	0	66	719	0	0	7130	34	0	193	0	568	4
"msp_0781"	0	14	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	51	0	0	0	0	0	0	0	24	0	0	0	57	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	318	0
"msp_0792"	9	0	0	0	0	5	0	337	0	0	0	43	0	0	0	54	0	0	0	0	0	302	1071	4	0	0	89	452	0	42	0	143	17	0	63	110	0	0	304	10	108	0	282	0	0	0	113	222	0	0	36	22	0	0	0	0	0	7	4	0	17	6	0	0	246	0	0	0	57	0	0	9	476	0	16	33	240	0	0	8	0	717	294	176	0	28	0	122	177	0	0	0	2919	16	0	30	2281	0	0	0	0	0	0	5451	7	0	11	0	12	0	0
"msp_0794"	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1769	0	0	0	41	3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	1237	0	0	0	67	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	8283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0804"	0	49	0	0	0	0	0	0	0	0	0	0	15	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0814"	109	0	0	0	0	0	0	0	0	0	25	0	0	0	0	10	0	0	0	0	0	0	0	0	35	17	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	166	0	0	0	45	0	0	0	0	0	0	0	0	0	0	96	0	0	0	34	0
"msp_0817"	0	0	0	0	0	0	0	0	0	0	0	47	0	0	9	0	0	0	0	0	0	0	0	249	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	75	158	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	164	0	32	0	10	0	0	549	0	0	0	0	0	0	0	0	0	66	46	0	0	7	134	0	0	323	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
