"file"	"condition"	"batch"	"lab"	"platform"	"protocol"	"datatype"	"rep"	"date"	"client"	"batch_code"	"pseudo_sample"
"P_ILM_L5_B1_M8_1"	"M8"	"P_ILM_L5_B1"	"L05"	"ILM"	"P"	"Transcriptomics"	1	20190816	"client_03_L05_L04"	"B04"	"client_03_L05_L04_M8_1_1"
"P_ILM_L5_B1_M8_2"	"M8"	"P_ILM_L5_B1"	"L05"	"ILM"	"P"	"Transcriptomics"	2	20190816	"client_03_L05_L04"	"B04"	"client_03_L05_L04_M8_2_1"
"P_ILM_L5_B1_M8_3"	"M8"	"P_ILM_L5_B1"	"L05"	"ILM"	"P"	"Transcriptomics"	3	20190816	"client_03_L05_L04"	"B04"	"client_03_L05_L04_M8_3_1"
"R_ILM_L5_B2_D5_1"	"D5"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	1	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_D5_1_2"
"R_ILM_L5_B2_D5_2"	"D5"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	2	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_D5_2_2"
"R_ILM_L5_B2_D5_3"	"D5"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	3	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_D5_3_2"
"R_ILM_L5_B2_D6_1"	"D6"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	1	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_D6_1_2"
"R_ILM_L5_B2_D6_2"	"D6"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	2	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_D6_2_2"
"R_ILM_L5_B2_D6_3"	"D6"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	3	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_D6_3_2"
"R_ILM_L5_B2_F7_1"	"F7"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	1	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_F7_1_2"
"R_ILM_L5_B2_F7_2"	"F7"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	2	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_F7_2_2"
"R_ILM_L5_B2_F7_3"	"F7"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	3	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_F7_3_2"
"R_ILM_L5_B2_M8_1"	"M8"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	1	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_M8_1_2"
"R_ILM_L5_B2_M8_2"	"M8"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	2	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_M8_2_2"
"R_ILM_L5_B2_M8_3"	"M8"	"R_ILM_L5_B2"	"L05"	"ILM"	"R"	"Transcriptomics"	3	20200205	"client_03_L05_L04"	"B06"	"client_03_L05_L04_M8_3_2"
"P_BGI_L3_B1_D5_1"	"D5"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_D5_1_1"
"P_BGI_L3_B1_D5_2"	"D5"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_D5_2_1"
"P_BGI_L3_B1_D5_3"	"D5"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_D5_3_1"
"P_BGI_L3_B1_D6_1"	"D6"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_D6_1_1"
"P_BGI_L3_B1_D6_2"	"D6"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_D6_2_1"
"P_BGI_L3_B1_D6_3"	"D6"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_D6_3_1"
"P_BGI_L3_B1_F7_1"	"F7"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_F7_1_1"
"P_BGI_L3_B1_F7_2"	"F7"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_F7_2_1"
"P_BGI_L3_B1_F7_3"	"F7"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_F7_3_1"
"P_BGI_L3_B1_M8_1"	"M8"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_M8_1_1"
"P_BGI_L3_B1_M8_2"	"M8"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_M8_2_1"
"P_BGI_L3_B1_M8_3"	"M8"	"P_BGI_L3_B1"	"L03"	"BGI"	"P"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B01"	"client_04_L03_L14_M8_3_1"
"R_BGI_L3_B1_D5_1"	"D5"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_D5_1_2"
"R_BGI_L3_B1_D5_2"	"D5"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_D5_2_2"
"R_BGI_L3_B1_D5_3"	"D5"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_D5_3_2"
"R_BGI_L3_B1_D6_1"	"D6"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_D6_1_2"
"R_BGI_L3_B1_D6_2"	"D6"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_D6_2_2"
"R_BGI_L3_B1_D6_3"	"D6"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_D6_3_2"
"R_BGI_L3_B1_F7_1"	"F7"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_F7_1_2"
"R_BGI_L3_B1_F7_2"	"F7"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_F7_2_2"
"R_BGI_L3_B1_F7_3"	"F7"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_F7_3_2"
"R_BGI_L3_B1_M8_1"	"M8"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	1	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_M8_1_2"
"R_BGI_L3_B1_M8_2"	"M8"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	2	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_M8_2_2"
"R_BGI_L3_B1_M8_3"	"M8"	"R_BGI_L3_B1"	"L03"	"BGI"	"R"	"Transcriptomics"	3	20200618	"client_04_L03_L14"	"B05"	"client_04_L03_L14_M8_3_2"
