"rowname"	"U_L1_D5_01"	"U_L1_D5_02"	"U_L1_D5_03"	"U_L1_D6_01"	"U_L1_D6_02"	"U_L1_D6_03"	"U_L1_F7_01"	"U_L1_F7_02"	"U_L1_F7_03"	"U_L1_M8_01"	"U_L1_M8_02"	"U_L1_M8_03"	"U_L2_D5_01"	"U_L2_D5_02"	"U_L2_D5_03"	"U_L2_D6_01"	"U_L2_D6_02"	"U_L2_D6_03"	"U_L2_F7_01"	"U_L2_F7_02"	"U_L2_F7_03"	"U_L2_M8_01"	"U_L2_M8_02"	"U_L2_M8_03"	"T_L4_D5_01"	"T_L4_D5_02"	"T_L4_D5_03"	"T_L4_D6_01"	"T_L4_D6_02"	"T_L4_D6_03"	"T_L4_F7_01"	"T_L4_F7_02"	"T_L4_F7_03"	"T_L4_M8_01"	"T_L4_M8_02"	"T_L4_M8_03"	"U_L5_D5_01"	"U_L5_D5_02"	"U_L5_D5_03"	"U_L5_D6_01"	"U_L5_D6_02"	"U_L5_D6_03"	"U_L5_F7_01"	"U_L5_F7_02"	"U_L5_F7_03"	"U_L5_M8_01"	"U_L5_M8_02"	"U_L5_M8_03"
"HMDB0001397|5-GMP"	10.0652916666667	9.98429166666667	9.96829166666667	10.1722916666667	10.1982916666667	10.2422916666667	10.4582916666667	10.3382916666667	11.2302916666667	10.5412916666667	10.8402916666667	10.9122916666667	10.5962916666667	10.6732916666667	10.7322916666667	10.0462916666667	10.3882916666667	10.3472916666667	9.96729166666666	10.2042916666667	10.5082916666667	9.59329166666666	10.7902916666667	11.1042916666667	10.0237916666667	10.1317916666667	10.1847916666667	10.3347916666667	10.4287916666667	10.2287916666667	10.5037916666667	10.4787916666667	10.7337916666667	10.7597916666667	10.6557916666667	10.4867916666667	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625	10.412625
"HMDB0000201|Acetylcarnitine"	17.7367083333333	17.6957083333333	17.8087083333333	17.9917083333333	17.8567083333333	18.1087083333333	17.4767083333333	17.4237083333333	17.8677083333333	18.1437083333333	18.2897083333333	18.2417083333333	17.686125	17.890125	17.781125	17.821125	17.932125	18.107125	17.549125	17.585125	17.843125	18.041125	18.169125	18.236125	17.748875	17.793875	17.805875	18.032875	18.054875	17.965875	17.543875	17.496875	17.536875	18.228875	18.222875	18.209875	18.0462916666667	17.6332916666667	17.7632916666667	17.7112916666667	17.9752916666667	17.9322916666667	17.7592916666667	17.6582916666667	17.7102916666667	18.1972916666667	18.0202916666667	18.2342916666667
"HMDB0000532|Acetylglycine"	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.55335416666666	9.7869375	9.5529375	9.1789375	9.6509375	9.4649375	9.9809375	9.3049375	9.4449375	9.5859375	9.5959375	9.7209375	9.3719375	9.29602083333334	9.43902083333334	9.36902083333334	9.57602083333333	9.48002083333333	9.48202083333334	9.71802083333334	9.61802083333334	9.60702083333334	9.65202083333334	9.73002083333333	9.67302083333334	9.4606875	9.5716875	9.4526875	9.7546875	9.7496875	9.5636875	9.6096875	9.5856875	9.4176875	9.4126875	9.4926875	9.5686875
"HMDB0000045|Adenosine monophosphate"	8.25202083333333	11.8800208333333	11.0310208333333	11.2600208333333	10.5440208333333	11.3990208333333	11.7130208333333	14.0390208333333	10.6880208333333	14.5570208333333	14.7560208333333	11.7510208333333	11.8400208333333	12.1470208333333	12.0290208333333	11.2600208333333	11.1590208333333	11.9710208333333	11.2990208333333	11.4390208333333	11.9480208333333	11.8080208333333	12.1770208333333	12.7930208333333	11.7534375	11.8504375	11.8744375	11.7444375	11.7214375	11.6174375	11.7514375	11.7544375	11.8344375	12.0114375	11.9504375	12.0064375	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333	11.8225208333333
"HMDB0000161|Alanine"	11.7441875	11.6531875	11.6281875	11.9141875	11.9211875	11.8461875	12.1591875	11.9751875	12.3511875	11.8991875	12.2891875	12.2341875	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.9679375	11.7198541666667	11.9188541666667	11.8588541666667	12.3198541666667	12.2978541666667	12.2598541666667	12.1688541666667	12.2188541666667	12.2528541666667	11.5198541666667	11.6158541666667	11.4638541666667	11.8210208333333	11.9270208333333	11.9360208333333	12.6600208333333	12.6790208333333	12.6200208333333	12.1880208333333	12.3090208333333	12.0750208333333	10.9760208333333	11.3140208333333	11.1100208333333
"HMDB0000208|alpha-Ketoglutaric acid"	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666666	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.80616666666667	6.78008333333333	6.73008333333333	6.72208333333333	6.58508333333333	6.63908333333333	6.62808333333333	6.79708333333333	6.60408333333333	6.70508333333333	7.00408333333333	7.04808333333333	7.43108333333333	6.80758333333333	6.83658333333333	6.72458333333333	6.94458333333333	6.76358333333333	6.88458333333333	6.81258333333333	6.79058333333333	6.32358333333333	7.05758333333333	6.75958333333333	6.96858333333333
"HMDB0001043|Arachidonate (20:4n6)"	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.16635416666666	4.34535416666666	4.16035416666666	4.78235416666666	5.06435416666666	4.42335416666666	5.54035416666666	5.07235416666666	5.45935416666666	3.52835416666666	3.79335416666666	4.07635416666666	4.1569375	4.1889375	4.2689375	4.4049375	4.4849375	4.6079375	5.3529375	5.2449375	5.2019375	4.3779375	4.0849375	4.0369375	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667	4.53435416666667
"HMDB0000517|Arginine"	15.2120625	15.1050625	15.2970625	15.5410625	14.8480625	15.3760625	14.8840625	14.9090625	14.7630625	14.9450625	15.0180625	15.1550625	15.4878125	15.2778125	15.0168125	14.9848125	14.7908125	15.1118125	14.8848125	15.1338125	15.0598125	14.9328125	15.3468125	15.0258125	15.5778958333333	15.1828958333333	15.5068958333333	15.1208958333333	15.0008958333333	14.9898958333333	15.1228958333333	14.9538958333333	15.1148958333333	15.1448958333333	14.7088958333333	14.6288958333333	15.6582291666667	15.6972291666667	15.8282291666667	14.6582291666667	14.6322291666667	14.6452291666667	15.0582291666667	14.9372291666667	15.1352291666667	14.9102291666667	14.8922291666667	15.0012291666667
"HMDB0000168|Asparagine"	14.4208541666667	14.7138541666667	14.4288541666667	14.2628541666667	14.8038541666667	14.3148541666667	14.3688541666667	14.5248541666667	15.2868541666667	14.8668541666667	14.6408541666667	15.9808541666667	14.2086041666667	14.9706041666667	14.8016041666667	14.2646041666667	14.4656041666667	15.0696041666667	14.3696041666667	14.8616041666667	14.4886041666667	14.8976041666667	14.9506041666667	15.2656041666667	14.6164375	14.6414375	14.5794375	14.7244375	14.7304375	14.6424375	14.6664375	14.7274375	14.7764375	14.8084375	14.8844375	14.8164375	14.8881041666667	14.7131041666667	14.5141041666667	14.9511041666667	15.1311041666667	15.1461041666667	14.5811041666667	14.3721041666667	14.2831041666667	14.7441041666667	14.7441041666667	14.5461041666667
"HMDB0000191|Aspartate"	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	10.0035625	9.6735625	10.6935625	10.4185625	9.4585625	9.4945625	9.9225625	9.4485625	10.3385625	9.5625625	10.3745625	10.1465625	10.5105625	10.7068125	10.7648125	10.7848125	9.5258125	9.5108125	9.5188125	10.0288125	9.8558125	9.8888125	9.8168125	9.8188125	9.8218125	10.8330625	10.8600625	10.4970625	10.0200625	10.1320625	9.9870625	9.3410625	9.4530625	9.4690625	9.8390625	9.7810625	9.8300625
"HMDB0000056|beta-Alanine"	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	4.8249375	5.0619375	5.0289375	4.8889375	4.9329375	5.0289375	4.9749375	4.9789375	5.5219375	5.7089375	5.5799375	5.7259375	4.56785416666667	4.63685416666667	4.34185416666667	4.62585416666667	4.63185416666667	4.52185416666667	5.14385416666667	4.96385416666667	5.15585416666667	6.53885416666667	6.65185416666667	6.47685416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667	5.18810416666667
"HMDB0000062|Carnitine"	15.5051041666667	15.4021041666667	15.5021041666667	15.3751041666667	15.3661041666667	15.6341041666667	15.7321041666667	15.7721041666667	16.0791041666667	15.4761041666667	15.5491041666667	15.6551041666667	15.5350208333333	15.5450208333333	15.4340208333333	15.4510208333333	15.4390208333333	15.5520208333333	15.6340208333333	15.5460208333333	15.8150208333333	15.7810208333333	15.5330208333333	15.7830208333333	15.2621041666667	15.3341041666667	15.2841041666667	15.2031041666667	15.1851041666667	15.1821041666667	15.6361041666667	15.6021041666667	15.5681041666667	16.3571041666667	16.2301041666667	16.2041041666667	15.7927708333333	15.3577708333333	15.5317708333333	15.2777708333333	15.1387708333333	15.1827708333333	16.0487708333333	15.7827708333333	15.9047708333333	15.6757708333333	15.5967708333333	15.7577708333333
"HMDB0000033|Carnosine"	9.45579166666667	8.86679166666667	8.96079166666667	8.59579166666667	8.63479166666667	8.94079166666667	8.58779166666667	8.47379166666667	8.84179166666667	8.96379166666667	8.49779166666667	9.10379166666667	8.620875	8.971875	8.953875	8.574875	8.549875	8.684875	8.746875	8.860875	9.071875	8.956875	8.908875	9.021875	9.04079166666667	8.43379166666667	9.03479166666667	9.27279166666667	8.42379166666667	8.96179166666667	8.86379166666667	9.21679166666667	8.59179166666667	8.01579166666667	9.08579166666667	8.98179166666667	9.19454166666667	8.77254166666667	9.15454166666667	7.76154166666667	8.68954166666667	8.94254166666667	9.67754166666666	9.13654166666667	8.93354166666666	8.83954166666667	8.41254166666667	8.40854166666666
"HMDB0003229|cis-9-Palmitoleic acid"	5.5061875	7.4471875	8.2201875	8.2041875	8.2041875	8.0151875	11.0681875	5.9991875	9.4121875	5.6411875	8.7581875	9.5381875	7.73652083333333	7.97852083333333	7.29852083333333	7.88452083333333	8.98852083333333	7.53052083333333	8.58852083333333	8.23652083333333	8.60152083333333	7.69052083333333	7.55452083333333	7.92552083333333	7.75810416666667	7.61710416666667	7.87310416666667	7.67210416666667	7.53610416666667	7.81110416666667	8.81910416666667	8.87710416666667	8.70310416666667	8.09410416666667	7.77510416666667	7.47810416666667	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875	8.0011875
"HMDB0000094|Citrate"	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666666	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.91797916666667	7.45497916666667	7.57597916666666	7.59197916666666	7.48397916666667	7.47297916666666	7.43197916666667	8.18097916666667	8.23297916666667	8.27397916666667	8.51497916666667	8.39497916666667	8.40597916666667	7.6290625	7.7330625	8.1430625	7.9990625	7.7080625	7.8620625	7.8230625	7.6590625	7.7290625	8.4010625	8.0860625	8.2430625
"HMDB0000904|Citrulline"	11.804	11.891	12.083	11.672	11.266	9.246	11.996	13.447	12.265	12.373	9.026	12.643	11.42975	11.29075	11.24575	11.47375	11.21775	12.06675	11.73575	12.06775	11.83975	11.85875	11.96775	11.51775	10.7388333333333	10.8938333333333	10.7508333333333	11.8958333333333	11.5988333333333	11.7608333333333	11.6898333333333	11.6868333333333	12.0418333333333	11.8608333333333	12.5018333333333	12.2918333333333	11.7044166666667	11.7594166666667	11.9924166666667	11.4014166666667	11.7434166666667	11.5294166666667	11.4804166666667	11.6254166666667	11.6694166666667	11.7164166666667	11.5574166666667	11.5324166666667
"HMDB0000064|Creatine"	12.1735833333333	11.9825833333333	12.1605833333333	12.1715833333333	12.2395833333333	12.2125833333333	12.5825833333333	12.3195833333333	12.8135833333333	12.4605833333333	12.6025833333333	12.7245833333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	12.3703333333333	11.6871666666667	11.6481666666667	11.8271666666667	11.9891666666667	12.0431666666667	12.0711666666667	12.3721666666667	12.3481666666667	12.6641666666667	13.5141666666667	13.1541666666667	13.1251666666667	12.1349166666667	11.9889166666667	12.0249166666667	12.2779166666667	12.1769166666667	12.3109166666667	12.7689166666667	12.5479166666667	12.6989166666667	12.5969166666667	12.3709166666667	12.5459166666667
"HMDB0000122|D-Glucose"	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.56	1.473	1.496	1.459	1.531	1.467	2.233	1.715	1.823	1.628	1.633	1.694	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667	1.64266666666667
"HMDB0001548|D-Ribose 5-phosphate"	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333333	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.55939583333334	6.54389583333333	6.47489583333333	6.13389583333333	6.49389583333333	6.57189583333333	6.16089583333333	6.37489583333333	6.37689583333333	7.05089583333333	6.94889583333333	6.87489583333333	6.70689583333333	6.2523125	6.6143125	6.5063125	6.7883125	6.7793125	6.7653125	6.1383125	6.0073125	5.7523125	6.9523125	7.1493125	7.0073125
"HMDB0000098|D-Xylose"	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.58308333333333	3.53908333333333	2.81108333333333	4.00708333333333	3.98508333333333	5.01408333333333	2.08508333333333	4.08808333333333	4.32608333333333	3.82608333333333	4.41908333333333	4.36808333333333	3.62258333333334	3.70658333333334	3.65158333333334	3.75958333333334	3.68858333333334	3.80758333333334	4.00658333333334	4.09258333333334	4.15658333333334	3.91958333333334	3.70158333333334	3.93858333333334	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667	3.83766666666667
"HMDB0001401|D-Glucose 6-phosphate"	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	8.42758333333334	9.68541666666667	8.57941666666667	8.25141666666667	9.71141666666667	7.79941666666667	7.80741666666667	6.99141666666667	8.27441666666667	7.85841666666667	8.55341666666667	8.39841666666667	9.22041666666667	7.94975	7.80075	7.99175	8.32575	8.24475	8.18975	9.50175	9.51075	9.43575	8.27875	7.99075	7.91075	7.87724999999999	7.58225	7.70725	8.67525	8.95325	8.75325	9.00824999999999	8.95325	8.93225	8.23125	8.21225	8.24525
"HMDB0000626|Deoxycholate"	13.1561875	12.9351875	13.2671875	12.9191875	13.2431875	16.9381875	13.2021875	14.8891875	13.2011875	13.7241875	12.6921875	13.4281875	13.4691041666667	14.0081041666667	13.1261041666667	13.6371041666667	13.9091041666667	13.9431041666667	13.8031041666667	13.2511041666667	14.1631041666667	13.7911041666667	13.0711041666667	13.4241041666667	13.6280208333333	13.6360208333333	13.6850208333333	13.6310208333333	13.5760208333333	13.6250208333333	13.6630208333333	13.6110208333333	13.6610208333333	13.5910208333333	13.6380208333333	13.6510208333333	13.5296875	13.5546875	13.6206875	13.6726875	13.5706875	13.7696875	13.5566875	13.7026875	13.6326875	13.5336875	13.7636875	13.6886875
"HMDB0001999|Eicosapentaenoate (EPA; 20:5n3)"	7.6044375	7.4864375	7.5974375	7.2574375	7.4924375	6.6654375	7.9014375	8.3164375	8.0884375	7.9484375	6.9444375	7.3874375	7.55785416666666	7.42985416666666	6.92685416666666	7.38685416666666	7.82385416666666	7.27885416666666	8.38985416666666	8.20885416666667	8.33185416666666	6.87985416666666	6.92385416666666	7.55185416666666	7.3801875	7.3861875	7.4791875	7.5331875	7.45418750000001	7.5901875	7.8841875	7.9071875	7.7981875	7.4691875	7.3961875	7.4121875	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333	7.55752083333333
"HMDB0000613|Erythronate"	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	0.8635625	-0.146687500000001	-0.160687500000001	-0.0546875000000013	0.582312499999999	0.533312499999999	0.961312499999999	1.2943125	1.0413125	1.2623125	1.6623125	1.7793125	1.6083125	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002	0.863562500000002
"HMDB0000134|Fumarate"	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.18170833333334	4.26570833333334	5.04370833333334	3.71270833333334	3.81370833333334	4.40070833333334	4.19770833333334	4.39270833333334	4.40570833333334	4.43570833333334	4.97870833333334	4.56970833333334	3.89320833333333	4.08320833333333	3.99220833333333	4.01420833333333	3.81720833333333	4.50120833333333	4.98820833333333	4.56420833333333	4.69920833333333	4.59220833333333	4.67020833333333	4.58320833333333	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667	4.36654166666667
