"rowname"	"DIA_BGI_D5_1"	"DIA_BGI_D6_1"	"DIA_BGI_F7_1"	"DIA_BGI_M8_1"	"DIA_BGI_D5_2"	"DIA_BGI_D6_2"	"DIA_BGI_F7_2"	"DIA_BGI_M8_2"	"DIA_BGI_D5_3"	"DIA_BGI_D6_3"	"DIA_BGI_F7_3"	"DIA_BGI_M8_3"
"26S proteasome non-ATPase regulatory subunit 8"	19.8647181247144	20.0062224589196	20.0987230755697	19.8885729607372	19.9659958874179	19.9894941980292	20.0527021051125	19.9031643851887	19.9368591994547	20.0484126186575	19.9629208459251	19.884486688387
"26S proteasome non-ATPase regulatory subunit 9"	19.4729009868726	19.4217953791943	19.2564722017178	19.4508169565286	19.4975544509005	19.3341409050246	19.3314405062266	19.485719290364	19.4638679926466	19.3576936490999	19.3823635500005	19.3205731614236
"28 kDa heat- and acid-stable phosphoprotein"	19.8436761766389	20.0011670607987	19.9664446328737	19.8607429372412	19.5582487347706	19.9088043975812	19.9659720929284	19.8947915147666	19.6242451742939	19.9758383264505	19.8621933014059	19.9674097397271
"28S ribosomal protein S10, mitochondrial"	18.0096847820713	17.8417378764095	18.0241556389339	17.4771901469536	18.2002503439919	17.9503952037974	17.4878486544535	18.1422934420892	18.1811413057079	17.9381408018557	17.2865348041907	18.1515076900328
"28S ribosomal protein S11, mitochondrial"	17.9527841932547	18.1728075465592	18.5061661849905	18.2352493539287	18.2500765103953	16.8841346680587	18.6216307565722	18.1965320582327	18.3981179014613	18.4016074955123	18.1863160357936	18.305251367107
"28S ribosomal protein S12, mitochondrial"	18.4238305049748	18.6233735606853	18.2850146369405	18.5685602300617	18.474985257932	18.0276741729626	18.3822275732287	18.5768661482659	18.372340632351	17.9287781900302	18.2384580579626	18.2241862030442
"28S ribosomal protein S14, mitochondrial"	18.4455332219066	18.1655882146433	18.2904035896543	18.2538380774029	18.3883746285424	18.1991052514231	18.0052435198099	18.2418982483737	18.3372850754435	17.9250741618889	18.2845572658317	17.8097693013678
"28S ribosomal protein S15, mitochondrial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"28S ribosomal protein S16, mitochondrial"	19.4190063388604	18.7123713980586	18.7937575931124	18.8076532890638	18.6138305268592	18.7163102328157	18.5244205306154	18.4646500630415	18.585963799868	18.1232498140132	18.8570391390169	18.4559932539596
"28S ribosomal protein S17, mitochondrial"	18.7909940518397	18.4086723619868	18.8193867098771	NA	18.8371143274386	18.0858419166243	17.7008158794583	18.4024773862273	18.8662898833199	18.3568109083743	18.8382543579795	18.7464013679338
"28S ribosomal protein S18a, mitochondrial"	18.1166687436262	18.0671147602043	16.1995821156587	16.9539995465961	18.0212044742378	18.6647372585558	18.6846388241965	18.0958411500815	18.332857090433	17.4042212615811	18.2451495385371	17.8048854130379
"28S ribosomal protein S18b, mitochondrial"	19.0699148943168	18.5354162632803	18.8096334875347	18.7761335972163	18.8898683408892	18.6519553006366	18.9868889044764	19.0728747634679	18.8165162279049	18.8392089354666	18.5836964128093	18.7096921623181
"28S ribosomal protein S2, mitochondrial"	18.3458467848909	17.6989329237361	17.9609595801569	17.7469784864763	18.3199923489226	18.1325073393343	17.8119699834477	17.9349369863763	18.1991016182526	17.8261724293959	18.0579236894139	18.1082324326138
"28S ribosomal protein S21, mitochondrial"	18.1047260208207	17.6764430989648	18.2606402958324	17.3450202139464	17.7598515338878	17.5382091693206	17.3600012128875	17.9388363783437	18.2272441006426	17.4245479279732	17.8984596042487	17.7974428352888
"28S ribosomal protein S22, mitochondrial"	19.0462920708894	18.7270255802768	18.939606449467	19.0168472091785	19.0369077973981	18.9309338890918	19.1135432956465	18.7953821332711	18.9230169375929	18.9621385601371	18.9139208319172	18.9794550800286
"28S ribosomal protein S23, mitochondrial"	19.7552661857844	19.2839593083286	19.5533785184171	19.4215502827291	19.5113457878027	19.2915496860589	19.4138545773486	19.4333207645942	19.5770622263415	19.4586007966557	19.2867232862499	19.3547597901244
"28S ribosomal protein S25, mitochondrial"	18.6992249014449	18.1869236024043	18.3006655977827	17.9345513965283	18.332811624707	17.7735473873925	17.9605990257801	17.8127148087002	18.5597035852311	18.7163879301139	18.3041099349715	18.2162917913136
"28S ribosomal protein S26, mitochondrial"	18.4963501770014	18.6596050767865	17.6408822115984	18.5896168291937	18.3952236547904	18.7649603291707	18.4618906848968	18.4368616257494	18.6426136459173	18.1568884313092	18.293818477235	18.4909964645307
"28S ribosomal protein S27, mitochondrial"	19.175751676944	19.2027593137724	19.1150037600651	19.0334936793886	19.2844888354754	18.8139416803552	19.1829985574074	19.0715893308142	19.2136310608713	19.1154660477075	19.1911682716129	19.1393341678938
"28S ribosomal protein S28, mitochondrial"	18.7071486565346	18.6844481161583	18.698711703457	18.7250400255488	18.8618795354282	18.6361710726286	18.5431939121159	18.4496659197796	18.631569620985	18.8072041427088	18.7308156390821	18.6136715373353
"28S ribosomal protein S29, mitochondrial"	18.7241161274654	18.2355174171531	18.234572281966	18.775153776374	18.2377312491373	18.6049737566979	18.6635103028243	18.6569782791359	18.7223041287106	18.4409196596254	18.3261945222666	18.4492819188385
"28S ribosomal protein S30, mitochondrial"	18.709955908794	18.4429689987759	17.9607471860301	18.1295307764495	18.5835001295169	18.154897563697	18.3858678668508	18.4764934101213	18.425049864866	18.2489525465483	18.3957860211252	18.5662934261983
"28S ribosomal protein S31, mitochondrial"	18.6145491447429	21.6326898340953	18.9328671600335	18.7764180767463	18.7319766609541	18.2969906655991	18.574942620007	19.0674080389463	18.5083230177718	18.6042373931766	18.3724045332341	19.1318958047872
"28S ribosomal protein S34, mitochondrial"	18.7737040781702	18.5168231406693	18.5274633927764	18.5074904956566	18.645384548181	18.5707199498229	18.6779748505498	18.5393497180284	18.723891898087	18.5984267218548	18.5787998861068	18.4632215928749
"28S ribosomal protein S35, mitochondrial"	18.8892075810693	18.4272034275926	18.5039499026653	18.2235117158232	18.3918643838951	18.2241388115623	19.1542995931717	18.8115643730373	18.1253303791285	18.1807096094232	18.3880906193485	18.6114365765051
"28S ribosomal protein S36, mitochondrial"	18.2624332886721	18.7753918475058	18.8959334371528	18.5657948490569	18.6588466948337	18.9026576367174	19.0651992971977	18.6235371782744	18.3090049304435	18.5796135057931	18.5825241549023	18.5034373101416
"28S ribosomal protein S5, mitochondrial"	18.6145319009221	18.8415439871958	18.7553888867186	18.6283742839715	18.7282479923678	18.3647268036441	18.761986101466	18.5212039804499	18.7450959766517	18.7025948963875	18.7557441375673	18.6961026014157
"28S ribosomal protein S6, mitochondrial"	18.9863403854154	18.7225397150931	18.7098275110304	18.6150153189795	18.8678720676493	18.8982725470759	18.7154354457273	18.6241944816739	19.0262741264458	18.9534110021976	19.0278009155216	18.5685267005163
"28S ribosomal protein S7, mitochondrial"	18.5657941958572	18.33711923788	18.4273348649254	18.6321406526699	18.3620433806432	18.3997225267038	18.2120605794625	18.4063164593731	18.2630740965325	18.3465312276242	18.5570984795713	18.5035233982507
"28S ribosomal protein S9, mitochondrial"	18.8607474185854	19.0255344956297	18.5831381600014	18.5053870188208	18.7431291774119	18.7529642306192	18.3945546698477	18.6135597535122	18.7540930424897	18.4389000410751	19.0230866559535	19.0391929309557
"3-5 exoribonuclease 1"	17.446267766754	17.7170885747714	17.5097915985421	17.9406723298649	17.7858804268616	17.8796680046558	17.7137777074058	NA	17.6581746221241	17.7414696316369	17.6875415211849	17.9788425893546
"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"	18.9377966570278	18.8312267387718	19.022989793677	18.6610204457617	18.8227271807183	18.9850122671046	19.1412676208455	18.6356670795756	18.8449440025966	18.9234702153449	19.0213845973211	18.6057555331079
"3-hydroxyacyl-CoA dehydrogenase type-2"	20.5616364712786	20.7182967179144	20.660343590017	20.677343067001	20.6387601101404	20.7036411724326	20.6977145902221	20.6448848729302	20.5904479429548	20.6654162832338	20.6329457989057	20.6652221495373
"3-hydroxyanthranilate 3,4-dioxygenase"	18.2045912672652	18.1683865719991	18.5574245402216	18.683579979633	18.675323521433	18.1795950324728	18.7598590587848	18.7005336321626	18.4930061708114	18.3712447774127	18.6336836374985	18.547975110666
"3-hydroxybutyrate dehydrogenase type 2"	17.8474656606917	17.6923299406362	18.4532544294102	18.0430994885861	17.6838466739496	18.1988635408512	18.5097971167335	17.9069690310473	17.978657965996	18.2427205650139	18.2944018556985	18.0387153073131
"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	19.0830656366291	19.3902448790608	19.1439491415038	19.1583501086123	19.0950789862455	19.0317752445237	19.2323293701773	19.1070661790368	19.2008580634756	19.3977687493704	18.6571703156094	19.2213078126867
"3-keto-steroid reductase"	16.2379538590137	17.0008160440704	17.302651953273	16.6851536968674	16.8405628672794	17.2362964256561	17.0182975779021	17.3541903987074	17.0744208257333	17.3367318252964	17.2236241589251	16.731323786381
"3-ketoacyl-CoA thiolase, mitochondrial"	19.7650163620784	19.8571552162064	20.0105845821346	19.6797792054323	19.5979446946812	19.8931833448371	19.9061916975175	19.7925441450253	19.8094949132059	19.9324691714695	19.8025964259882	19.7454066307912
"3-ketoacyl-CoA thiolase, peroxisomal"	18.0480284391975	19.199627037949	19.2830827597553	19.2032481634474	18.4873927655251	19.0907868821983	19.3115006885566	19.3042836501076	18.6757408347123	19.0371180204762	19.2512009888297	19.2181767831706
"3-ketodihydrosphingosine reductase"	NA	15.5606575199531	16.9308269689175	16.7417665044911	14.6057007106045	14.9561191867922	14.6002024795767	16.6902757733912	14.7608599537724	15.1730095785328	14.8552448435212	15.3817569851593
"3-mercaptopyruvate sulfurtransferase"	18.6608707718358	18.7755705919679	18.8552046150145	19.0153554887758	18.7984243355704	18.9631596372395	18.7183429161733	18.9498109435152	18.8307961407043	18.9325280890024	18.5068852982864	18.970279933874
"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	17.32221450893	18.0009864881589	18.1189785189505	17.4157348297163	17.6474461346195	17.5381222096007	17.9678734029611	17.3370163059359	17.6362507124737	17.841710683928	17.918794100184	17.183876472001
"3(2),5-bisphosphate nucleotidase 1"	19.9521156850159	19.923576179321	19.9063236188807	19.8890656023613	19.8958257126373	20.037550383937	19.9249133874138	19.8939391253182	19.9083746711569	19.834476094186	19.782990366417	19.9869387473603
"39S ribosomal protein L1, mitochondrial"	19.4370437576682	16.8661154716112	19.0633978657107	19.0418472717638	19.5255831404452	18.8631207951321	19.2127469673318	19.0829667092805	18.1515193074555	19.2030724625027	19.4954407798325	19.4364267870142
"39S ribosomal protein L10, mitochondrial"	18.259858770742	18.0180715344419	17.7358668015904	17.6478133816616	18.1068117223544	17.9630224251924	18.1148569194171	17.6357746302348	18.3275479828549	18.1928432838295	17.8461021149199	17.3928872421545
"39S ribosomal protein L11, mitochondrial"	18.8641345502686	18.3456317672818	18.8640222171464	18.3946195993908	18.757684529722	18.8067975481286	18.9465774491093	18.5442059424553	18.7315806231319	18.7716077773378	18.8376132512043	18.6466553056451
"39S ribosomal protein L12, mitochondrial"	20.0114873012001	20.0778853299797	20.1166303933513	19.9448399140294	19.998086599635	20.078911727452	20.1537368564939	19.9680827579333	19.9127616185289	20.1499040019865	20.0737855570087	20.0334630120536
"39S ribosomal protein L13, mitochondrial"	20.4288108713333	20.3697057565146	20.5788196645324	20.1645859672651	20.4519416731098	20.366017390613	19.9947146748579	20.085915017174	20.5211694667806	20.2642928178814	20.2883837156735	20.144215475856
"39S ribosomal protein L14, mitochondrial"	19.0968642979071	19.1012065950197	19.0131051891449	19.0595953172215	19.0429408180044	19.1679441860142	19.0302304926732	18.9864319493599	19.2014798314005	18.9554781437632	18.9974684667612	19.0320042540337
"39S ribosomal protein L15, mitochondrial"	18.7758277422023	19.3999654888044	19.8691590394898	18.7737779138668	19.1121063175387	18.7153297585683	18.9857371059538	18.7699745216865	19.3442051654756	18.9263598251032	18.706920377325	18.6163784857359
"39S ribosomal protein L16, mitochondrial"	18.5385652104941	18.1123005647456	18.2096738217142	17.8465297040042	18.1955632967958	17.4592654204048	16.7134236649255	17.8164616456451	17.2139476532669	18.623461584877	18.3935368285929	17.9816140052982
"39S ribosomal protein L17, mitochondrial"	18.88807867836	18.7448122562023	18.7697623126052	18.6358032878905	18.9542321596603	18.7317162480566	18.6856645881889	18.5563184061037	18.8132837443828	18.7942089961618	18.7985071043374	18.7145965370114
"39S ribosomal protein L19, mitochondrial"	18.8052470986699	18.6327194225081	18.7596302012792	18.6861264461555	18.8136992103432	18.7327851093841	18.2500184249707	18.7061942441399	18.3351093673569	18.6835101332887	18.3935420676967	18.8842370132346
"39S ribosomal protein L2, mitochondrial"	20.3401870078984	19.5788838778384	17.3662321262149	20.2592750828936	19.5634381739089	20.9959967945329	20.053601235128	20.1230974408564	20.3401053429385	20.0209808157027	20.036710755022	19.7358780144632
"39S ribosomal protein L20, mitochondrial"	18.1332707008522	17.9292120589695	17.7551843518112	17.4707515005099	18.0712310109297	18.923110346402	18.7941243365063	18.0071799483406	18.7820379285546	17.719431671306	17.9196112568197	16.1521336984681
"39S ribosomal protein L21, mitochondrial"	18.7826254223253	18.6709311196102	18.601847122441	18.4656676703458	18.7018115472001	18.5653399883721	18.2256982380031	18.6713845267992	18.6587745630764	18.5557393101599	18.4096942938653	18.5018163816074
"39S ribosomal protein L22, mitochondrial"	NA	18.2860720421742	18.4450603034897	18.5643041190148	18.0038798721649	16.937664055447	18.48848631093	18.1806609607071	17.511209941067	18.2503050390445	17.5988825821506	18.3436134712475
"39S ribosomal protein L23, mitochondrial"	18.4353641924911	18.4096943737037	18.2488151589442	18.3225083644338	18.0096651000498	18.3779036987253	18.6964798730671	18.6831315233755	18.3085404073985	18.2586991979689	18.658166255437	18.4014387287318
"39S ribosomal protein L24, mitochondrial"	18.5278750771931	17.6661839617197	18.4299690520967	18.0487820265983	18.1332536007098	18.3446148712243	18.2409012286475	18.3862142724821	18.1669156725277	18.2626755274189	17.8735681832916	18.1873595624932
"39S ribosomal protein L27, mitochondrial"	17.9100258086202	17.9711318090037	18.0029942102495	17.8898910277642	18.0913320159797	18.1094427842189	18.1094458576902	16.9675378739105	18.1091837660912	17.9509919567313	17.805532556708	17.8405084662946
"39S ribosomal protein L28, mitochondrial"	17.7959750783744	16.9881809430635	17.9033555981087	16.9844767212517	18.0155460279895	17.9559649350294	16.8968588378593	16.8455605386641	17.4138498857991	17.5639189939277	17.4521770499709	17.8452325563514
"39S ribosomal protein L3, mitochondrial"	18.5060206524555	18.2788025626898	18.6077810120363	18.3994002696789	18.3202246561649	18.2777238252764	18.4753306983602	18.3042923165105	18.6069722413319	18.6053247493984	18.3353171088359	18.3650111060784
"39S ribosomal protein L32, mitochondrial"	17.9608342619113	17.8714053177056	18.0321302922251	17.958551274138	17.9978908851668	18.1280358778111	17.928613198211	17.9055006739462	17.7982839558864	17.8421220556661	17.6669368144272	17.7237237904293
"39S ribosomal protein L35, mitochondrial"	17.8764397026256	18.6397626433314	19.0468880478156	18.1871183325702	18.2630950028826	17.7622538449526	18.4746834647916	17.5032815127205	17.1847552469408	18.5395154176507	NA	16.6079723475206
"39S ribosomal protein L37, mitochondrial"	19.2651323613336	19.1284035434755	19.1728390434092	19.1961394891991	19.1830559761645	19.207918031585	19.1123122315804	19.166213426663	19.0458706074197	19.2994326856229	19.0767723198107	18.9779127887473
"39S ribosomal protein L38, mitochondrial"	19.2314877857265	19.0598259155835	19.0316478445803	19.0281701868637	19.2333236767166	19.2057811356901	19.1100685351732	19.0839408317748	19.2341471371569	19.2032150245536	19.1122282204884	19.0884480147218
"39S ribosomal protein L39, mitochondrial"	19.0963548767267	18.9351263049973	18.7695791420499	19.1790028658767	18.9556964606093	19.131309238206	19.1669461175444	19.0738948539691	19.1061603625422	19.0099449455887	19.0402068381805	18.5568220930551
"39S ribosomal protein L4, mitochondrial"	19.0199605899713	18.8382034439886	18.9715347381372	18.9914052940305	19.1938316106903	18.9544981635843	19.0713988837615	18.7349772346953	19.1239069169307	18.9091397598385	18.8852682156624	18.967554311171
