"rowname"	"Ref8537_QC1_20230414_1"	"Ref8537_QC3_20230414_1"	"Ref8537_QC4_20230414_1"	"Ref8537_S11_20230414"	"Ref8537_S35_20230414"	"Ref8537_S49_20230414"	"Ref8537_S52_20230414"	"Ref8537_S60_20230414"	"Ref8537_S65_20230414"	"Ref8537_S69_20230414"	"Ref8537_S75_20230414"	"Ref8537_S79_20230414"	"Ref8537_S82_20230414"	"Ref8537_S88_20230414"	"Ref8537_S94_20230414"	"Ref8537_S100_20230414"
"P0A9B2"	29.9563758027247	30.9325403704418	31.1474655336786	30.0183815210479	29.8793968799502	29.9779695892321	31.1815115998557	31.1571194642007	31.1406624348978	31.0759782699595	30.9833960639926	31.0585440059494	31.1446910200435	31.2324187221366	30.9343554619468	31.2885376601814
"P0A8I8"	23.3829775229104	23.5789636741084	23.4715462264824	23.2909070018002	23.3077339062621	23.4296279159489	23.5335740318917	23.5657552239011	23.5842500873679	23.6489763039722	23.3802316939928	23.5914931277266	23.5267499505662	23.4366337770807	23.5114245206749	23.4521416800322
"P0A8T7"	27.9992287956862	28.2689540907868	28.2954930440396	28.0805230048099	27.8685715523131	28.0442582779388	28.2709999518077	28.245109207321	28.2662887861842	28.1602045068736	28.2792785119985	28.2495735161774	28.2588292767022	28.2527255179901	28.2343628343331	28.2301260833143
"P0A794"	24.8328216539673	24.64441193065	24.5373473368596	24.5340967130597	24.578249673866	24.704293539444	24.6278907362973	24.5688831985417	24.7289188285144	24.5677117278772	24.5095773801311	24.633660891047	24.6569770933898	24.6699473123006	24.6459954429676	24.4951111230721
"P0A7J3"	29.84594024623	30.1349777540024	30.1167661277171	29.8107903341316	29.8321591864422	29.7925468812833	30.1755993448886	30.4705625469859	30.1959290626186	30.2978361349955	30.3774007797936	30.1978631983109	30.297212994891	30.2320240939033	30.1062446290124	30.3162120355926
"P00935"	25.7214934005878	25.7761349998523	25.7016232140619	25.5204480749187	25.4145362117585	25.6266464924875	25.7511294662683	25.8046853467282	25.6821616761124	25.7472413358326	25.6746526248738	25.6502151441186	25.7002822263547	25.810945967507	25.61381036828	25.7159757062665
"P0ACF4"	30.3928740641683	30.0536976905595	29.5664395037075	30.1948847240195	30.2986884171082	30.3463172189043	30.1789027473529	30.0205555126817	29.9857930021906	30.2096927456182	29.743999407417	30.0928012484408	29.8984200535014	29.9413692000961	30.3456935290475	29.9723514351302
"P0AG84"	25.356849943262	24.7499845796676	24.9770508571833	25.8250375705195	25.123656185908	25.3249710402382	24.8756211292237	24.8780234010906	24.6878820316417	24.9096818092461	24.6919385688329	24.9990136863876	24.9668361597566	24.8444914283689	24.7912698228607	24.9537010928988
"P0A9M8"	27.602869019374	27.3106003013527	27.2183388500164	27.729093924276	27.5415967880775	27.8727335824878	27.3222878377374	27.1707374479896	27.0857588428896	27.4247355226915	26.8403214435643	27.2404263302799	27.1313096122887	27.4129886131134	27.1117960120829	27.2468358977975
"P0A9Q7"	27.1637592225562	29.8401038011853	29.787273348574	27.740326860027	27.1196529398853	27.2902373505522	29.9315685693242	29.6943924020763	29.567854225462	29.7224709025162	29.2369623164017	29.8164427077371	29.7600700456933	29.8660467384939	29.5368184231694	29.8316323151751
"P67087"	23.5682743844898	23.3059125583627	23.3853100089955	23.3412446217182	23.4960321019342	23.353357388424	23.240452170938	23.3983783800194	23.3361992535418	23.1444304639122	23.3248749296768	23.2810470838433	23.4248316116103	23.33801000001	23.2640616936673	23.4147265211323
"P0AEJ2"	25.6553564584873	26.0590450258485	26.2986827368942	26.4428579052541	25.4730927012771	25.9966022684432	26.2155866168358	25.8868557961409	26.1417060780636	26.0834273860512	26.5914645931279	26.623200436675	26.8314450710241	26.4925341397275	24.9847537768313	26.9862108702932
"P08142"	25.4994699011224	25.5788226294887	25.4847078588459	25.5305083797857	25.3044127395836	25.6136305406771	25.6405917081191	25.5123050034108	25.5299814190078	25.4945466567515	25.5026507062295	25.580013878907	25.4367417829716	25.3861853648743	25.727836654394	25.3676970865834
"P76576"	24.7888778086671	24.8736326019878	24.7912350402667	24.904403647974	24.6720374588387	24.8100879369182	24.9481852276458	24.954815048934	24.9565176057427	25.0848307662794	24.819269292307	25.0083157703222	24.8569604094166	24.8644092885412	25.0544690205386	24.7649849445947
"P0AET8"	26.6553591883593	26.2452896774567	26.4459181070904	26.9860372255197	26.9100616784154	26.7664567238381	26.5916928541162	26.6859082777176	26.5970324045364	26.4968077686174	26.5311690416571	26.51023411032	26.6443156542457	26.7000043511378	26.4776033280478	26.6384306107867
"P0AFI5"	19.3874851766097	20.1568805225435	20.1912809547743	19.2353037349227	18.9800837792581	19.8039702673156	20.0221916920442	19.9616644728385	20.0683374431265	20.0463886559828	19.7871995409503	19.8850409305764	19.877317089448	19.9825925723486	19.9836505320547	19.9320590022692
"P25888"	22.9630078786435	24.059870219939	24.2923612359954	23.1708871718738	22.8234718138567	23.1189768644675	24.0575832742331	24.2965891479437	24.0826886435648	24.2146013439406	24.2569261988795	24.0040088441482	24.0856737602874	23.906290595373	24.0774823789217	24.0733610082015
"P16659"	26.5843992049129	26.6631048368933	26.6900849578717	26.5237729259559	26.4254208170191	26.4519499566281	26.5923489033567	26.626462687684	26.6518333518765	26.2944662235158	26.6425678085697	26.5508172277573	26.6603734242419	26.6875510354276	26.5477159756052	26.6243584042968
"P0ABQ0"	24.283352352879	24.0139901531475	24.0885233213155	24.334031539775	24.1022387707109	24.4355341982384	23.8783555643662	23.8367654088867	24.1153726481786	23.9557907179033	23.9750705650635	24.142269131954	24.002232670103	23.9916505495827	24.0435096281451	23.9793599484596
"P0ADC3"	23.2041382660254	23.4971413751239	23.6402965766451	23.6625888466805	23.3986393265429	23.4566852889207	23.6061761043494	23.6798580426946	23.5129559738103	23.5764861920896	23.6178897989923	23.4487686608128	23.5393368040205	23.5566987573835	23.4581632676998	23.5532102242758
"P10121"	24.8845077913478	24.7774600100022	24.81796263572	24.7577305913836	24.782717924546	24.706128996014	24.7108177820469	24.8342644480491	24.85496023913	24.6287196364085	24.865381951395	24.7691838887133	24.8280971543097	24.8451904410132	24.765106385275	24.7819929709914
"Q46871"	24.1073725806902	23.6178337639488	23.9997234253885	24.2870077665729	24.0977216070612	23.9830102807068	23.6610669589929	23.97161055848	24.0158880052434	23.660240118584	24.3954263995665	24.0226082511965	24.3640603607656	23.8856811078895	23.4440230321975	24.4118078363971
"P76541"	23.9911055569211	23.5811840283876	23.7234555546383	24.1954593211359	23.924853450466	23.9426437186475	23.5459957352906	23.8904390776438	23.7028731507258	23.642556791804	23.7097035369546	24.0449106835978	23.8227835867653	23.7281144119952	23.6170938973268	23.8286637498321
"P60293"	24.6340654349653	24.4376499831828	24.5937626732374	24.7050585968197	24.6134787937001	24.6499301954625	24.501102192939	24.5880420579351	24.5599922364712	24.1695910871499	24.7010018066854	24.5722704673879	24.6557440486095	24.5874355541789	24.4342619634783	24.6409088381975
"P77674"	24.9417486521161	21.9304031224661	22.2949022734527	26.0471886619665	25.0401139345746	25.0782237914436	21.8369695348691	22.2458967619949	22.0365023142095	22.3411930334282	22.3568425569797	22.1445860544987	22.0501974049035	21.7805469760593	22.0634773734436	22.2510680080799
"P33232"	26.8653772313143	26.3679120003133	26.3384028225105	27.0729604854949	26.8223435520779	26.9716500230423	26.2531738250772	26.2210452666811	26.4452124825901	26.23395342848	26.5614875851113	26.5592468984586	26.4596553663494	26.3156874690549	26.5090276105523	26.4089269535096
"P08337"	22.7576715954775	22.5564368250834	22.7487681648149	22.3256436349499	22.5582670173708	22.2717405600567	22.5290043950005	22.8331518385168	22.74878658749	22.3777771497833	22.8709305696962	22.4725629336702	22.872964141682	22.7560716834923	22.4577676184154	22.9187548016916
"P0A9W3"	26.4970103790277	26.3275875916033	26.3575028083517	26.6886985200986	26.4832752930946	26.6341014504997	26.2654198241661	26.2637716503719	26.2836897020788	26.4030828431238	26.3619224289099	26.4165267665321	26.3459037109369	26.2884254497481	26.4614238653259	26.3186605105279
"P45955"	24.373782241733	24.2460765898464	24.0504847319902	24.1787593609098	24.3794452662549	24.4198650494755	24.4104239189363	24.5138295001908	24.3277965738221	24.5684715524064	24.3061629562144	24.4171564025814	24.379551029386	24.2957207379745	24.4578377413894	24.517384412189
"P29131"	23.0023305453028	23.2247948356783	23.0323057478359	22.9998163108354	22.9780962988608	23.248096662042	23.2203951562364	23.2131199463337	23.0778376526855	23.4226135301319	23.0496707668452	23.2766384419521	23.1223904169302	23.1731067618569	23.3724012020369	23.2026714854873
"P15639"	26.4514956904814	26.5620031646857	26.6907377218872	26.5929191385582	26.5680133855129	26.2784386108102	26.6750431447944	26.754821153553	26.7256074661024	26.470745995732	26.8390000741589	26.589637203911	26.8334732614041	26.8368833625644	26.5443943194622	26.7880189986201
"P09832"	27.2561091820934	28.5887619501372	28.4797392882193	27.2719528047796	27.0493986505725	27.4557576477735	28.561030837445	28.4596944467247	28.557748494103	28.5829360397813	28.484510427598	28.652489974229	28.4141022770291	28.485243936598	28.7801539553808	28.3628488649876
"P31224"	24.7788289122922	24.938651916568	24.9863432603905	25.0123242848513	24.7357615572858	24.895361715581	24.9311898121619	24.9628137711607	24.9139233391952	24.9236798442252	24.9565929329273	24.9655729369008	24.9644011565229	24.9345995511812	24.9821007397903	24.9511904306495
"P0A8Y5"	24.2837409157408	25.0511530028378	24.974493014498	24.3893466991902	24.1398360982929	24.4234665488014	25.1057352645089	25.0294237270081	24.9922212735464	25.1871599401515	24.9830494346655	25.0527622233154	24.916153362841	24.9605531437328	25.0636147908783	24.9437662419425
"P02924"	23.2233106147169	21.4782531673974	22.0637702954212	23.1631085000141	23.1786514793305	23.3173309051354	21.7344607293656	21.9289549252381	21.935656419604	22.181471980586	21.8735913016206	21.8643176544576	21.8560181568309	22.0823394357963	21.962554332202	21.5002233557699
"P50456"	22.619666102079	22.7364667582482	22.6460317114275	22.6893833735826	22.4704146074764	22.5310387188101	22.6105463827773	22.4602949008244	22.5780676624519	22.4927896009131	22.4332701146173	22.6735575281291	22.6338914395661	22.6916979470003	22.6957851936877	22.5725642347624
"P0ADC1"	24.3615192267279	24.3413735843734	24.1526490876147	24.2371816544413	24.3219060809401	24.6779082113384	24.4895054968365	24.3817834655034	24.3402940149887	24.7017950454536	24.1322690813083	24.3737291492601	24.2166230197772	24.3613853587645	24.4763692169942	24.2507023449308
"P09152"	23.5054641364712	24.9126266084529	24.676988781851	23.967781752399	23.4588766646141	23.484019421095	24.830942411713	24.6588737057456	24.5422154860164	24.6674860255658	24.0962824535048	24.8170794849542	24.5715068550655	25.061164823185	24.5796370440347	24.5504121371281
"P0A7J7"	28.9027039725262	29.4359168418745	29.4254280204874	29.0144760240032	28.9654733065155	28.9975447083532	29.3961265717933	29.4912993588127	29.4507467822369	29.6012455777699	29.5244534928278	29.4348477284004	29.4668944977157	29.4119569001596	29.4301964193457	29.4522874199183
"P0A6Y8"	28.2976240789268	28.4449566676775	28.1682907760741	28.2844197664687	28.3093734110302	28.5001175674842	28.5891085426837	28.5506036887213	28.4354261019016	28.6717709580921	28.2635603475562	28.5924629684296	28.4406309556861	28.4903795610832	28.6216992765538	28.4658286469754
"P0ACQ4"	24.3137101039407	24.2632164666454	24.2906539418029	24.262736329109	24.1886244596768	23.7957448070257	24.1675100265065	24.2057556707713	24.2057929511579	23.7672400488058	24.2890079689593	24.177208737801	24.4194278925341	24.2467145078521	24.0530399225225	24.1740719961219
"P32053"	22.2928990015324	22.4914567938757	22.5303101222144	22.1085869873179	22.3866419187299	22.2438648908429	22.3683620492165	22.3413070682329	22.4635388411782	22.2363949836745	22.5184942035291	22.4703674374165	22.4161114750533	22.5249438550659	22.6301737891389	22.4536092484722
"P08839"	26.9166249200316	28.6778343022646	28.7270238413683	27.2237061144597	26.922806950414	26.8864279016679	28.7130069731595	28.7368803742458	28.665485505531	28.5791780930827	28.655673089191	28.747528187539	28.7933130702634	28.7769582553834	28.4860384704964	28.8567520887584
"P0ADG4"	25.216556416262	25.4468552488901	25.6162442643138	24.9987469063063	25.0194090077989	25.0150415142122	25.5683091807861	25.7229450781684	25.5994465059024	25.493829313366	25.7323131932609	25.5164919965255	25.6816042070627	25.5170359249652	25.4757880933604	25.5944206297896
"P21165"	26.4111710112413	26.073432518414	26.3064480786225	26.2711121896201	26.2183203713387	26.2616984711904	25.9659383728882	26.1099386273277	26.1329064124214	25.8107376355619	26.1164141656363	26.0770952264793	26.1726498421294	26.1907336977755	25.9539563579918	26.1843418451106
"P0A867"	26.972011731235	26.8396729225407	27.0946747739757	27.2690209948664	26.7809674146701	26.6130600016488	26.7976729037173	27.0214056594438	26.9356654109071	26.5075706144582	27.0172800193925	27.0022262307123	27.139071028583	26.9543913144377	26.7274004410778	27.0896631878474
"P0A9F6"	23.4716330465366	23.06979817613	23.1989860106085	23.2273121616713	23.3971121193776	23.06948516933	23.3312728831387	23.3146507274186	23.1676570234158	22.8357790350062	23.062074473233	23.3412717727089	23.3980651818762	23.3902261712074	23.070455105661	23.2105004249951
"Q59385"	25.0643181302516	24.8471038109098	24.7791045413379	24.9411038601916	24.5534328994762	25.1018061208336	24.7168052301297	24.6337883623301	25.171749309599	24.7951155761666	24.8260662370481	24.8863837096826	24.6402634740227	24.6952138457106	26.2513996263219	25.1368203094511
"P36683"	29.1010451635671	27.7649014481968	27.7086134247611	28.9348644031463	28.9448912427496	29.1349557288899	27.5803719246636	27.5639094994751	27.8616967717974	27.606106901503	27.8743645486748	27.7001499114978	27.6056619467829	27.5757565408049	27.9434499218714	27.5437293644624
"P00961"	27.2840358004211	27.3731101459587	27.3752663808646	27.2706524937038	27.1993103449708	27.3577997725887	27.3067209783891	27.3429185427375	27.3738403093882	27.2854123084758	27.3709839305375	27.4144007219912	27.3520172852484	27.3876436598485	27.3903196656189	27.3255166895476
"P77541"	22.6382692956908	NA	NA	23.1410843204168	22.2793929416926	22.2171572167304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P0A6C1"	23.8348671953957	23.9852447059214	24.0645401662034	23.9815739012636	23.7536562435797	23.5359483309989	23.8266966605396	23.9847494315803	23.8042791510463	23.7558781896684	23.9784961088247	24.0108101278661	24.1197795698372	23.9850448788416	23.79537820194	24.0600516993145
"P27306"	25.6370682571947	23.6706821792267	23.7687852363772	25.3455856773581	25.4224820049378	25.4840563100181	23.702006502152	23.8839860108743	23.7896789037265	23.5684019668068	23.9832103897772	23.7326547783673	23.8008181603435	23.7045099071555	23.7347025923355	23.7856340548191
"P0ACB7"	25.7885592373415	25.6098067129202	25.4987428305679	25.9552297888714	25.6279408176059	25.9686124827294	25.5551369843171	25.4745663524048	25.4800791764843	25.7689088808481	25.4408146864377	25.6148102504105	25.4651506051773	25.443997747708	25.7679573024392	25.463052964409
"P0A9U6"	21.0268043810608	20.6278651385126	20.1458053035709	21.057305621842	21.185618324645	21.3508269844464	20.607303219613	20.826886703424	20.6749284237008	20.804736051614	20.659253818203	20.5319239684134	20.6740663772469	20.6170333459895	20.5976525040545	20.6944361090795
"P28249"	25.4391158691718	25.1635500251967	25.1768930883028	25.5221556192392	25.4147200703781	25.5110625226031	25.1602641445902	25.1677282196598	25.1337511774935	25.2690941397764	25.136648235074	25.1740719961219	25.1886659578965	25.1400936325219	25.1884471356542	25.1870579723623
"P07813"	26.4401239908945	26.6289671014959	26.6179430302678	26.3775153807455	26.2748537928689	26.3618638795702	26.5849725903347	26.6163171897458	26.6448657186082	26.3577561545533	26.6888585617029	26.5877645854993	26.6276736972014	26.6291895058037	26.5618371506985	26.6246930651495
"P0A870"	27.5568609795469	27.1367557839648	27.0817321814978	27.5865625422879	27.4266640831425	27.7207435336556	27.0121516232839	27.0427668506432	27.0870041209506	27.1653703688457	27.118336517377	27.2817033291045	27.1257738444461	27.0653786604302	27.2920733156639	27.0901479644114
"P30864"	26.6785396435895	26.3857066175953	26.2976039647741	26.8617381774743	26.7550504560765	26.2698414325512	26.3383195054629	26.5091635620883	26.4759503987843	25.9377229449989	26.5699118003049	26.4632650488486	26.5939022648555	26.6492861137534	26.2767892812161	26.5175781466927
"P0ACE0"	24.5468553760709	24.6851410168345	24.4963978906417	23.9804063338261	24.4946229488912	24.2291561956308	24.601298363925	24.5086287454569	24.2512154033759	24.2763402661861	23.9243641863013	24.3614723743537	24.5024928946728	24.7701270953597	24.2860489403249	24.4637733008229
"P0A8R9"	22.6481073850296	22.509314000189	22.6777329734897	22.3673944870957	22.4236986365133	22.1599132085342	22.5352340779424	22.6242635696064	22.8261457825823	21.9186638259556	22.7002779924672	22.3079978803941	22.6930410829885	22.7401595574641	22.3203064192968	22.4818142100713
"P21513"	26.1667633265933	26.3718730033237	26.346353574877	26.1486771166793	26.0697277145536	26.357816548405	26.3909624806665	26.3574054847383	26.3716254474405	26.3933099289555	26.2941401515154	26.4188490987079	26.2916782094964	26.3032459092726	26.4289797483	26.3239031669417
"P77171"	24.4805353178646	23.3508377730082	23.3862314215271	24.9131061693622	24.4804428684273	24.8011142962251	23.2365161501604	23.2223733557052	23.4863538597182	23.4489702565988	23.809057626153	23.3227176231424	23.3747508363164	23.2249787844854	23.6481644513183	23.3227726264323
"P76116"	27.1955043778995	26.7705203362761	27.2077581270968	27.5620686912643	27.099498467491	27.3591160811477	27.2680751291344	27.2159901622031	27.4938415264505	27.2840446283745	27.5920209160278	27.5916215264368	27.7807109116386	27.4105565479777	26.4724265877247	27.880706589888
"P00934"	28.8077079101151	28.5661037570903	28.5180781318138	29.1006918508009	28.9045627104936	29.0516223714052	28.5640767292661	28.5225747071168	28.4768999060001	28.5877753135182	28.5324812839306	28.5561849334939	28.568725946189	28.5584092100013	28.5214069450964	28.5536643280619
"P0ABC7"	26.5920637012127	26.5146618701553	26.5812271361611	26.8001689165214	26.5209200984778	26.6238423166728	26.5786527819531	26.6642040952074	26.6449069649821	26.7395802833475	26.6767521086897	26.6119913906832	26.6235214123718	26.5036457353151	26.6958297875413	26.5682787340727
"P77649"	22.027961999887	21.6810084419622	21.8037196446749	22.726689234471	22.1731372688718	22.2858712054617	21.6154177054543	21.8565273536035	21.7806430871162	21.4824249184263	22.123428066309	21.9656046410388	21.9596001467552	21.6881862676265	21.8876809949513	21.9169815609163
"P0ABA4"	26.6208118103639	26.0957816291138	26.021575099228	26.5447038391927	26.4625803406137	26.0775822066495	25.9237183754159	26.1723732552958	26.1383348515713	25.7563516943878	26.1309189707768	26.0790910048999	26.1802476070405	26.0761778718475	25.9681048710375	26.0542330062931
"P77748"	25.7999491442548	25.9586938622066	25.8964407824755	25.6370793159518	25.7502248767387	25.629575851769	25.864102244206	25.9382705271931	25.9457988709304	25.642556791804	25.8825478086391	25.833900266629	25.8564641887685	25.9720336500293	25.9601288814507	25.7825879596753
"P0ABJ1"	27.0833462240562	26.4458770735065	26.5693483332692	27.338249787501	27.0476421623745	26.9482543062811	26.2874675655532	26.4312056091917	26.5553725283954	26.4169164969519	26.5424354363821	26.555012613235	26.6068058389155	26.2862340575264	26.563231656787	26.3134523629092
"P65870"	22.83024709993	22.8993624551712	22.9128750865763	23.0513745845758	22.8240217706538	22.2536842023771	22.7725433279136	23.1075306231127	22.5669538248674	22.6326185293636	23.0912284298481	22.7825779618926	22.9067566722353	22.6287641276438	22.6009718381803	22.8705731768941
"P0A9J0"	23.8546892189598	24.4518965209755	24.5521432505004	24.0564343058556	23.911868120118	24.0654279684469	24.5297550942834	24.5203251736063	24.5962334417427	24.3683500586162	24.5430596765649	24.5441569760229	24.4768944996728	24.4893646173222	24.4979514588032	24.5372169783826
"P0AD59"	25.994812631639	25.416618572019	25.0075161509507	26.3532429558637	26.0258806573976	26.029366853561	25.3171307546511	25.4347932579186	25.2664979025995	25.3318981401186	24.9688980731275	25.3436726140017	25.2181060013792	25.2755661414518	25.3048165564822	25.1766078034429
"P39451"	19.0893728903075	17.484327291724	17.7420528043019	20.5175502144856	19.0224463831474	18.2769831131336	17.3015944337971	18.4965573454895	18.3291787939658	17.7166252351874	18.8972427894686	17.8389884407345	18.7287110725264	17.6595499968799	17.2954640367547	18.1902153259263
"P05041"	22.359794056286	22.4511582777946	22.5930856047302	22.3311279761806	22.3849070351617	22.0778490591091	22.3733096500218	22.4984153770562	22.4599723558203	21.9756338916211	22.5273562533395	22.3199592705598	22.6914977531235	22.6073709540005	22.2960485541215	22.661847670508
"P00888"	25.237929250816	24.8692142762292	24.456616363134	25.5378183068282	25.1490862447273	25.2944136362421	24.7483628064324	24.6396233406525	24.6010829559305	24.7259740378347	24.5690513019163	24.4459117943073	24.363271750813	24.5159598902048	24.7750751198433	24.4563594289141
"P0ABE2"	23.4270207043365	23.0993182711007	23.3831225896221	22.9398438934007	22.9724049038121	22.6476156434842	23.0799951202589	23.3439029931236	23.3082479166047	22.7043642583146	23.219814901131	23.1321780670635	23.4262657785984	23.2786672399464	23.0011641966554	23.2666515927754
"P0AC02"	27.5149673032243	27.5375591442659	27.3348362916635	27.5895300585045	27.5858823719107	27.7688117325131	27.5491315376853	27.5630948859615	27.5603421645258	27.7737994689885	27.4124153059968	27.6406868544624	27.3936536167657	27.4010638713062	27.7762617816855	27.4168826815414
"P24182"	26.1920327650263	26.4439677218013	26.4668595005246	26.3090879986315	26.0360687812243	26.1456234147083	26.5174054388976	26.4806323833983	26.4896157407742	26.3177104246281	26.5396888197486	26.4784676581724	26.510623478071	26.4931940904555	26.4509422041825	26.4506811113753
"P33650"	24.9394547481487	24.8150476504764	25.1375474880995	24.2553277244362	24.8539043997637	24.5238820774592	24.8789308212112	25.2941296318367	25.3017851710278	24.7938513305426	25.2068587626503	24.8318992470736	25.331778576406	25.2821577499278	24.3008326287301	25.4955228915886
"P0A7L0"	28.7921310456875	29.5235321653633	29.4186327953058	28.7830209221643	28.6640480786758	29.0563981274247	29.4893940959674	29.2811859638735	29.4667467260224	29.674958989954	29.295291592522	29.5554043458428	29.2849139171776	29.3345443652424	29.6373443551736	29.2116758255135
"P63284"	26.9813953420815	27.0607485329428	26.9836474880535	26.9699937762014	26.8213584576609	26.9858961237502	26.9291658349027	26.9632394499967	26.8273558857875	26.8515759703287	26.6424714090175	27.0630757432805	26.9684015489097	27.0722858847281	26.8454752154951	26.8504675754539
"P31455"	22.8678540943843	22.9387568931233	22.6927495733471	22.8126986856454	22.6048445676528	22.9506032386885	22.7885901020162	22.7831777062559	22.8776836733458	22.727709439134	22.6752472503832	22.8765956319708	22.8161235116227	22.8010057201264	22.8937325754261	22.6962310702073
"Q46893"	23.1049486922223	23.0014185032478	22.8736607606513	22.9462827059163	23.1259850454353	23.2128840279548	22.8661662143271	22.8560390602357	23.024269903818	22.8916706174779	22.7075209084887	22.9427224579248	22.8445824149399	22.913782764167	23.0082884109931	22.8770863821637
"P11454"	25.4669621565446	25.5839145165277	25.9584681977424	25.9862824926739	25.381331312944	25.4576092030791	25.8214630798548	25.7298550195948	25.973630633783	25.4844712454214	26.2335457348952	26.2156662241711	26.4933865192318	26.1084079226095	24.613860940755	26.5496163019091
"P13482"	25.0401975654336	24.1986698455126	24.1490009384999	25.4564409008162	24.9210845541625	25.1564809286864	24.3569741614351	24.3100732565274	24.1956170136524	24.4970682624904	24.2025758390468	24.38054878725	24.2067320990184	24.1494584310659	24.3505882668739	24.1792530820866
"P0A6Z3"	27.0525943344368	27.0640940037578	27.0970685379084	27.1433011514494	26.9536478144867	27.1955513105319	26.9826796048972	26.9824620136806	26.9652448462308	27.054168820303	26.895585913668	27.2080466242274	27.0874695586747	27.0905518204846	27.0681291149102	27.044404208972
"P0AAX8"	25.8878041531629	25.9472222390692	25.6827564295666	26.0337836631494	26.0540756420099	26.0893237473038	26.0065299136473	26.1288029580741	25.8783789532639	26.3378263060373	25.9923142109957	26.0335400395174	25.9111892548096	25.9351730545921	26.0755802583548	26.0668386963443
"P31677"	24.9464237195234	24.6989797200728	24.9784786521877	25.4676276880641	24.9674827482443	24.9071941703732	24.7612050572056	25.0629399208995	24.8517379868352	24.6565516483463	25.0469556154862	25.0126269256426	25.06124724265	24.9664753517915	24.7363604322957	25.0790991452794
"P26616"	25.2032818294233	24.4482645480691	24.5725885199392	25.1836624867491	25.1666330931861	25.0784640577031	24.4112065774172	24.5594788550783	24.6281466891673	24.0402351977386	24.6897278109356	24.555218917054	24.6045595631519	24.5782842304015	24.4789998896036	24.5900714184819
"P24193"	23.7630709042477	23.7914785008159	23.7620368740853	23.3554425095282	23.8301929308402	23.200478991687	23.8811315155652	23.7462522846776	23.7507462348669	23.5103141052953	23.6340377300962	23.5250179590108	24.0033055004955	24.0928597069709	23.4114199560615	23.9588907366811
