rowname	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD
P19934	1305200	1311720	1200770	1246470	1192200	1261650	1322840	1187390	1270880	1223630	1183160	1257850	1262130	1165490	1231420
P0A9B2	307862000	316520000	319536000	355411000	834368000	792573000	840596000	810190000	846894000	835242000	899020000	835062000	906171000	889004000	381892000
P0A6A6	99795700	95031800	102285000	93408800	147827000	140693000	131905000	139313000	135048000	131261000	142988000	144002000	141935000	146085000	98241400
P0A8I8	3476060	3189830	3607600	3050790	3369240	3251160	3192990	3426110	3416900	3306480	3158010	3161710	3211440	3357260	3052430
P0A8T7	48549700	44289000	47368500	50596000	55653100	54171100	46905100	56057900	52238200	50516200	53152800	52693500	52431800	54373900	51352800
P0A794	8788620	8483880	9436440	7960560	7824260	7472280	9087200	7732390	7330690	7579300	7934360	7447340	7991600	7933960	8321770
P0A7J3	230515000	285243000	234430000	233430000	315995000	358497000	321270000	311046000	357137000	339473000	301129000	338223000	333665000	313066000	245140000
P00935	9582400	9414340	9984660	8565330	8557520	8458410	7388350	8261550	8964360	8107790	8663230	8624980	9027220	9415490	8705960
P0AG84	14623300	14033500	13634700	28298000	11399800	11214400	9264100	10812800	10625000	11425000	11580000	11389900	9864460	9679170	17403600
P0A9M8	39509200	38955000	39539600	42311400	25129900	24297100	23862600	25099700	26583100	26131900	28576700	26584200	31741500	33296700	42643500
P0A9Q7	31314900	31092600	27073700	51841700	217871000	205385000	181325000	201624000	226730000	232083000	250301000	233227000	265551000	265687000	44326900
P67087	3382800	3301400	3361390	2758620	2694450	2701910	2991040	2694940	2742250	2847300	2668240	2799100	2781300	2571270	2873590
P05042	5452710	5356440	5746470	4236430	2028950	1904240	1773980	2165040	1999750	1945090	1721890	1837900	1758360	1721220	4966030
P0AEJ2	5808330	7575880	5346550	16725200	16520500	18306800	25072700	16679400	16412900	20215600	21050400	20247200	24236600	16780000	12586500
P08142	16451700	15923800	15979800	14985100	15146400	15261000	12767700	15277100	14978200	13472300	14922000	15050000	13727500	13775600	16336900
P76576	6491690	7195710	6343360	5553430	6474540	6237260	6700060	6496920	6552580	6256200	6314930	6347960	6532770	6234770	6699300
P39342	3501490	3195540	3323480	4386880	2398520	2422300	2273410	2503120	2349040	2421470	2518540	2325290	2371070	2227160	3333150
P0AET8	12737900	12479100	12337200	14998400	11245700	11044900	12605900	10877900	11644900	12677500	11607800	12027800	11852500	11770000	14132900
P0AFI5	708143	664344	615265	713007	1017050	1053260	1063480	1217210	1030970	985830	1047100	948866	1106200	1161680	687087
P25888	1693520	1861620	1776230	1999820	7569830	7826100	6462230	7385100	7842530	6714310	6945700	7213570	6207160	6052400	1908050
P16659	11294800	10759800	11146700	10585700	11813500	11875900	10389200	11689300	11516800	10980700	11662100	11188800	11630300	11599900	11487700
P0ABQ0	4913150	4828660	4866750	4732040	3716950	3427890	3640210	3760740	3547940	3422840	3739310	3681620	3519990	3539440	4624840
P0ADC3	1106390	1086390	1052560	1183740	1309330	1281470	1184660	1329590	1294810	1308320	1307740	1216570	1239850	1322660	1016040
P62707	142966000	165967000	140063000	161228000	154181000	168359000	187065000	153265000	160988000	159449000	163077000	160487000	148998000	134583000	174766000
P0A6X1	1374260	1388960	1525520	1209090	1290630	1211920	1240940	1321200	1282210	1374040	1228690	1147880	1172910	1343500	1264250
P10121	7024480	7181730	7142290	6957430	6909660	6881970	6913560	6885880	7139770	6879300	6727650	6858900	6985340	6858860	6888750
Q46871	3857860	4461600	4086060	6285480	5632330	6083150	7625080	5493960	5429190	6336240	5919010	5517500	5238320	4486700	5477560
P76541	2203990	2000520	2378960	2016050	1528750	1537980	1581320	1464850	1589810	1604540	1456010	1584180	1545580	1514510	2097600
P60293	2190050	2190150	2272170	2175460	2137040	2110050	2242040	2086260	2087370	2144460	2140880	2030640	2105180	2105290	2146630
P77674	19588700	21129000	19452400	33042800	2842470	3150070	2362050	2902300	3189600	2726990	2740970	2797390	2391050	2396550	19239100
P33232	4633540	4814230	4563190	5462820	3398730	3289740	3084240	3367550	3385080	3370690	3453460	3228330	3160740	2933200	4668610
P0A9W3	25897300	25529100	26261500	26837200	21217200	21139100	19001700	20488800	20820400	20552900	21285100	21528800	20025100	19870200	25412700
P45955	7640600	9072620	7645580	6812720	6271920	6765290	6977260	6122820	7117400	7432290	6626550	6599610	6888330	6313500	6833290
P29131	3026650	2839080	2825560	2592530	2659280	2564270	2665850	2613040	2601200	2768400	2617380	2572750	2727720	2712230	2620840
P38038	18997000	20936900	19023300	18555300	24520100	24943000	19967800	24051500	23971600	21671900	23068300	23479200	22823100	24993200	19454000
P15639	25074800	28429800	25792600	29212900	34667800	35156000	31292800	35226700	35268000	33868800	34864100	34158800	35495300	35623300	28971800
P37908	664957	620562	660109	578939	691445	672188	628833	712555	655207	641708	691612	679911	681030	676639	565046
P37641	216420	194323	194820	232713	222721	208031	234881	216997	204922	250724	242257	246084	249069	233187	219771
P09832	35679100	35054000	36300600	33052700	94746000	92774500	93587100	93789000	92195000	92029000	92678000	96688600	93036200	92364400	39645600
P75960	4149380	4320710	4603580	3828940	3591060	3723620	3952140	3649900	3617030	3838150	3611890	3729280	3709090	3714740	4148430
P31224	5722620	5775990	5116940	6008220	6245390	6206960	4790000	5945940	5791640	5269140	5764460	5610110	5348390	5711770	5788320
P0A8Y5	3453070	3402220	3516610	3721930	5515780	5642750	5424600	5594510	5483570	5449720	5164960	5253450	5219590	5478600	3275010
P05458	2705330	2589360	2575080	2851600	2688330	2840900	2483120	2772670	2562180	2413300	2593750	2713160	2613010	2547900	2640490
P0ABB8	2884150	2891820	2893740	4571110	3695580	3408740	3023240	3175110	3509540	3313630	3820050	3452120	3583820	3850340	3086370
P02924	2312730	2558480	2532830	2118960	327287	362679	221055	351743	404951	369463	406382	362581	262484	335692	2073840
P25740	2679180	2523590	2724890	2291210	2005730	2093370	1983360	2138880	2032100	2079660	2023300	2105650	2180400	2035700	2502200
P50456	1347210	1229300	1249260	1370090	1210940	1291540	1173910	1157400	1332660	1319800	1380020	1294830	1359570	1329680	1320590
P0ADC1	7393550	6330920	7049020	6844960	5068000	5080710	4784460	4892430	4932070	5188610	5179860	4672340	4955060	5323850	6646790
P07023	9981230	10456900	9998720	13246900	6893680	7193280	6687880	7393220	7087060	6573110	6390690	6409250	6567480	7370800	11785200
P09152	1382040	1324430	1412540	1127900	2598610	2215710	2560980	2572430	2886010	3128000	3238850	3279000	3761030	4269010	1212280
P0A7J7	153690000	189658000	164446000	160850000	209127000	222913000	213472000	206833000	224693000	219049000	205912000	221359000	214107000	210387000	163783000
P50465	191259	200872	213037	201808	447617	466098	503827	580995	425450	511140	369485	400555	416468	425018	239176
P76128	9704040	9805890	9261700	12853800	1577020	1788010	1183690	1774090	1836840	1651020	1862910	1530430	1237300	1195940	9839120
P0ACQ4	3865610	3810390	4033320	3765530	3932070	3904050	3920600	3996560	3887560	4090460	4109050	3875160	3793460	3926390	3747590
P0AF56	768651	938780	674362	722004	747525	693062	487560	414310	682626	491382	567259	611758	557573	632955	902156
P32053	841276	832845	871355	831718	1093050	982009	1105210	1193450	976626	954543	1009550	1021970	1060750	1029270	797509
P0A6Z3	31192600	29149500	29257700	29946600	26812300	27126100	24863200	25943800	26785600	27398400	29126200	27905500	28572300	28022600	30351500
P45395	5598050	5125400	5811250	5679150	5071860	4722020	5248890	5036620	4922040	5149870	5073270	4867790	5152840	5280420	5282320
P0AG03	710895	642317	669907	718880	582131	581046	623507	570393	582216	618359	592968	590282	585668	564790	681550
P77611	635813	720760	683338	704464	1220070	1186710	1148500	1141730	1099850	1113390	1086130	1151270	1154730	1095060	707255
P77783	4197020	3444790	4082760	2113150	5979020	5432420	5762510	6463400	6975040	7456100	7241820	7399290	9058140	9873280	3490550
P0ADG4	14553600	15090300	15908500	15481900	21980700	20889100	20919000	22558300	22605800	20711800	21947800	21269300	20452000	20690400	16076100
P21165	20231300	19601400	19908900	19472000	17128100	16763600	16989200	16316900	16742100	17148400	18203700	17050000	17244900	17644300	22176800
P0A867	28975200	30750900	27525200	46652800	40805200	39010400	41491200	39378400	40075200	41619000	44684000	42974600	38465400	37653700	38331700
P0A9F6	1112940	1022100	1044720	1111540	897236	821302	876631	925695	887397	958761	957349	885389	911979	942879	1124190
P35340	16406500	15852900	16515900	14762300	17796000	17288700	16732800	17813600	17832700	17268700	18980900	17904700	19654900	19505500	17143700
P15038	1849460	1749680	1832940	1835260	1772300	1711160	1745960	1803630	1770200	1752980	1836210	1828090	1761800	1822560	1915100
Q59385	5844730	6188790	6057020	4374890	3370470	3529770	3623530	2965110	4250970	6019690	3635620	3577020	5332580	3843660	5596490
P36683	156047000	174576000	160252000	127467000	61053200	61719300	56320400	62915000	58225400	53338000	53154200	56416900	55425300	54984600	173317000
P00961	29044000	27932600	29473000	28498400	28740400	29290900	26978100	28866300	28159600	27386700	28443500	28465600	27862300	28112100	29249000
P77541	6889360	6836460	6854430	17078800	1404180	1725630	NA	2106130	1881940	1044920	1614270	1477740	3059160	2656490	7809080
P0AA89	2471390	2694880	2486600	4562490	2760660	2227680	1938960	2518400	2437120	2179300	2312560	2426880	1974180	2062190	2957110
P0A6C1	3863070	3846600	4095390	4372510	6630660	5996800	6546170	6289990	5911510	6484300	6362700	6400950	6359080	6393640	4123500
P27306	26782300	29310600	27771500	26563400	7078660	7109580	7118090	7525610	7575500	6996150	7007510	7002420	6884220	6748570	30511500
P0AGI8	1569220	1527060	1544550	1824640	1438780	1386220	1450510	1553290	1437010	1437400	1488820	1476560	1475390	1442020	1679570
P0ACB7	8929850	8865560	9004360	9039520	6837490	7182280	6935270	7027300	6848240	7077520	6947560	6965100	6871560	6672950	8558010
P37344	1475180	1389180	1468840	1378360	1320260	1424750	1470220	1433880	1317680	1412550	1377650	1363830	1313870	1387120	1407950
P0A9U6	797936	923529	818026	649913	504258	554789	521142	501467	598201	546791	461266	515294	529384	518592	738205
P28249	2632740	2272850	2524740	2296610	1843260	1761870	1665520	1805750	1745230	1756370	1789730	1736030	1814910	1766620	2340670
P07813	18383100	17717000	17653900	17048000	21075600	20571200	17522500	20924600	19866400	18899700	20223800	20208400	20044500	20598100	20147800
P0A870	68408000	68392100	69453800	61179800	44353500	47227400	47360700	44683300	46325100	48810400	46373200	45595300	44721000	44639400	72574700
P30864	1663880	1580160	1692500	1633100	1456600	1428020	1635310	1526480	1502510	1585740	1578030	1546160	1529940	1613000	1778910
P0ACE0	4227310	3468780	4310730	2605770	2685390	2431520	2515620	2902040	2839190	2991560	3178000	3066570	3795610	4246060	3489790
P0ABS5	2196620	2051920	2137380	1990370	1905860	1901800	1745280	1915250	1984870	1874720	1872310	1893510	2011670	2010110	2060490
P0A8R9	1823930	1834970	1916980	1674730	2226760	2155570	2244150	2203160	2182750	2240180	2139220	2063310	2007510	2138130	1914990
P21513	14982200	14736600	14333100	13498700	15213700	15584500	13954000	15192300	14658000	14287100	14791600	14601500	14314000	15050600	14772300
P77171	3405530	3966370	3679460	3454420	1596020	1549680	1594520	1591660	1641060	1455420	1395380	1470300	1542520	1290900	3576100
P30139	5974940	7373380	6225040	10767300	8804300	8738460	10281400	9566210	8338760	9531210	9134730	8828620	8644330	8229820	9863500
P39325	16040100	17480600	15147500	21858400	2919830	3343170	1057890	2953570	4047130	3396010	2999770	3426480	1412030	1191320	16575900
P75797	4882110	4835330	4709300	4662320	4095350	4072670	3957960	4108300	3887730	3969680	3967750	3885360	3972460	3917580	4462190
P07650	3387300	3402230	3355160	3678200	3351030	3335580	3542740	3384620	3396110	3472680	3615790	3354820	3558290	3481660	3555700
P76116	35276800	40960500	36241600	65628000	60842000	64006000	87371900	57445300	58550800	69341200	70832900	62895400	72638500	55049300	55072300
P50466	719012	503441	621809	791480	NA	NA	NA	NA	NA	NA	614488	847736	NA	NA	637480
P00934	105540000	102871000	110361000	121787000	78002800	78532900	77625400	74251000	74936500	73940400	76563700	77114600	78701100	74574200	97618000
P0ABC7	16597500	16508200	16427500	18179300	17467300	17885500	17033900	16896900	16884500	16904800	16927700	16162900	16473600	16360200	16305100
P77649	1349050	1344060	1455200	1550180	1188350	1186690	991299	1199850	1260940	1079240	1203110	1229780	1046520	987418	1349930
P0ABA4	20950300	28522700	22674500	23557300	17977600	17937300	20849300	16344100	19220000	19305900	18071000	19279500	19377100	18255900	22587700
P64588	8823080	11041100	10399600	9273490	12105300	10575900	10729700	9611680	13299900	17135300	13967000	14817700	17027200	16279400	7690200
P77748	5493160	5337570	5394030	4633420	6799840	6422130	5538300	6868410	6377590	6325670	6395000	6457200	6198470	6919640	5779800
P0ABJ1	40803600	43646600	43567600	36385500	24643200	24371000	30718700	26496800	23353200	24538600	23009900	24221100	23059500	21571000	41194900
P05707	20826.6	NA	25076.8	NA	217924	172712	222726	179661	273926	383490	300470	277813	415986	428815	42280.9
P65870	2092040	2349550	2353190	2099130	3000820	2997690	2800420	3089150	3047090	2845720	2587010	2966850	2805100	2703050	2118330
P30958	4357740	3911050	4171980	4263090	4213700	4132550	3610340	4331170	3989560	3905790	4067840	4058950	4025190	4228890	4429620
P0A9J0	22081100	21694400	21939600	24049600	33982700	34888500	33682700	33439100	33448900	35251300	35346900	34244500	34232000	34121600	23133900
P0AD59	14979300	19552200	14961700	19052100	9488900	10428600	11333800	8448120	10660600	11944400	11338500	10736700	11077900	10767400	17741600
P39451	374407	485465	393525	756590	198877	314770	240435	351317	253056	133638	217798	182531	172221	147804	478794
P05041	1547890	1411500	1514090	1528180	1915350	1809220	1761170	1820010	1846240	1818740	1964550	1810250	1861230	1768090	1455920
P00888	20937400	23619600	21698100	27701100	16944100	16057300	14827000	17993100	16522300	13471300	13466800	13322600	15005400	16305700	27055000
P0ABE2	7030450	9383900	7540170	8208300	9324850	10284700	10984000	9664290	11731300	11514700	10663300	11306900	10802300	10153200	8433020
P0AC02	39672000	37917500	35361400	39353800	34161900	36473200	33459200	35605400	35571500	34107200	32878100	32492000	33747100	34968300	41320400
P24182	19015100	20050500	19409900	20973500	24723400	24771100	22457400	25147000	24053600	23165600	25015600	24374600	24128600	24300000	22109700
P0A7L0	144953000	149902000	149179000	141483000	186481000	191935000	193978000	189621000	187310000	185728000	183832000	182344000	189827000	181476000	136855000
P63284	25864600	23815000	25121400	25826000	21339600	21780800	20934800	20227000	22609800	22326600	23677300	22748200	24206300	24697900	25372000
Q46893	2426620	2350120	2511580	2187530	1984680	1880260	2260720	1960840	1994500	1974830	1993660	2036590	2073020	2003770	2098810
P11454	3959240	3810290	3501600	8538490	8952770	9813970	10889000	8680600	8524700	9839110	10459500	9295820	10922100	8341170	6762890
P13482	5331030	5553030	5217530	7056610	3053820	3161390	2928920	2980630	3302030	3220980	3062130	3104520	3027300	2823910	5630000
P0AAX8	12606600	12653000	12640600	12879100	11395100	11653900	10875200	10811800	12019600	12290600	11693600	10759400	11712100	11720600	12781900
P31677	7100740	7268000	6653400	10572100	8801060	8974010	8148240	8621130	8764310	8893650	9368160	9420980	8428050	8456160	8681080
P26616	11724800	11625000	11383300	10222600	7394650	7496890	7097310	7405610	7409980	7024410	7326270	7289210	7098240	7190920	12242000
P24193	2206600	1926750	2236000	1648530	1886510	1831970	2195660	2061700	2021060	2319480	2218400	1931710	2445830	2607200	2006120
P46889	4139580	3987210	3904870	4327340	5760020	5917690	5019860	5678500	5329360	5291800	5582740	5476710	5582160	5710990	3993420
P00634	6724950	7568720	7172570	8755950	5915100	5985630	6354460	5551970	6003510	6193160	6069390	5573660	6323930	5434280	6818330
P0AGB0	2069970	2081410	2115590	2259170	3188490	3046800	3266910	3322320	3145020	3337460	3325800	3141450	3031380	3246750	2118520
P0AC41	125368000	131566000	137280000	93312000	24582100	25870500	22883200	25497200	24106100	22992700	22053500	23220300	19528200	17550900	121498000
P77475	1313840	1271500	1367720	1459810	1446430	1422440	1468990	1391620	1410830	1340230	1272120	1362360	1306840	1360500	1258550
P21151	5983770	6383420	6731080	6672100	776843	799751	480905	841743	940198	752385	828005	829149	466997	427131	5340340
P39321	2662180	2374950	2587070	2681610	2660900	2616940	2345370	2639340	2439260	2458810	2547230	2416100	2510560	2583930	2472140
P0AD27	2366810	2198380	2251070	2283150	1831410	1770280	1598630	1761460	1806640	1672000	1842960	1798340	1697880	1724420	2257840
P0AAA1	8916290	8613580	9186220	8240510	13180600	12573200	14521300	14249900	13157900	14183000	13151100	12894700	13211200	14118400	7484840
P0A7D7	79079300	85322400	85156200	82839400	71693900	71386200	78964900	74931100	72099500	78893900	72015200	76947400	77271400	76853000	88188700
P36680	2744830	2680360	2935260	2711960	3073880	2882730	3290290	2827720	2885420	3238920	2956130	2936350	3078600	2981440	2902070
P0A8V0	1620730	1516830	1687380	1568240	1654920	1629120	1693730	1811280	1650680	1733830	1696830	1713160	1706120	1722700	1483030
P0AFA7	1069390	1078950	1105650	1266060	973079	841486	674514	956902	907789	895929	883817	864805	585999	994312	954387
P0A6P9	133377000	154480000	134659000	174626000	280719000	290644000	271923000	265602000	301584000	306269000	290911000	301760000	319278000	312619000	151196000
P0A9T0	157047000	148152000	158035000	127684000	278350000	268564000	277884000	278978000	272522000	254613000	282380000	276170000	284210000	279542000	153712000
P13001	1385960	1321490	1340800	1251980	1272400	1293420	1443770	1371280	1269750	1354240	1349350	1302350	1295280	1294810	1388390
P0AFL6	1857760	1882790	1920030	1877530	2299850	2214390	2174330	2338300	2296080	2139820	2235490	2327180	2302840	2265870	1968100
P33218	1919240	1977560	1926150	1941010	1529190	1565410	1516080	1445450	1518700	1544630	1403940	1411610	1546580	1476240	1928180
P00960	13812600	13842000	13996800	12400600	13935500	14205900	14728100	14411900	14441500	15046500	14575900	14124600	13937500	14485800	15360200
P00363	19183500	17446400	19751100	11983900	12473300	12918900	13060500	13609700	13819000	13456800	13275000	13062200	15601400	16417200	16362500
P0A7J0	9485620	10203600	10596600	8225130	7263420	7301080	8451670	6929320	7277720	8266720	7312320	7220620	8538110	8778370	7921800
P0ACD4	26559900	39452600	29193900	26685100	26623900	26049600	19016300	24614000	29283100	25903700	25113300	24727500	26427000	24319100	22681200
P39298	768150	763034	787511	758586	802204	846522	898090	813435	846537	933986	889492	902042	850072	829952	851079
P0A6L0	24582700	25701700	24894400	27061900	27593400	27663300	32882200	27537300	29692900	31633200	28661700	29285000	31061100	29732100	26225800
P25526	10949600	11523300	10681400	14652300	5153310	5337450	4406260	5191510	5291240	4781300	5329220	5402610	4316140	3993870	12514900
P0A877	22747500	24024600	22611000	28537300	27021800	28040500	30942700	30109300	28450200	27535000	25332100	27334900	27720900	26547500	25455900
P21517	1233500	1331970	1283420	1361660	1526960	1441470	1380610	1519630	1438340	1336460	1440760	1468410	1346320	1379730	1225740
P05194	5803290	5663880	5913130	5552040	5129370	5405720	5407000	5030630	5033740	5288240	5016300	5241310	5175520	5107710	5171090
P41407	7331840	7083100	7347660	6383180	6577720	6676660	7751870	6388290	6792860	7423570	6521160	6750440	6796200	6857910	7362140
P02413	97134200	100212000	101799000	98767600	145280000	143971000	150909000	146103000	137328000	139648000	135332000	136234000	135277000	138382000	105534000
P0A8X0	7551780	9735630	7168520	9163360	9313620	10041300	10542500	8676710	10528400	10804000	9243860	9912350	10235600	9026400	8890780
P00448	53525300	69710200	44166300	78814700	38670700	39749100	45350000	30522900	34699300	30717300	34175700	40948000	36657900	28387400	61336300
P08200	400691000	440842000	425066000	353386000	280388000	281154000	321383000	300068000	284080000	285791000	279156000	289444000	284353000	267054000	460773000
P37757	3617490	3147800	3818900	3439160	3541240	3263830	3392260	2806670	3329880	2985650	3364720	2860110	3072470	3108060	2993110
P09831	37542000	35606200	36258700	36334200	104625000	99521700	89209000	105405000	93307400	93396800	98114900	99500700	96422800	102435000	45494000
P00490	5367420	5817770	5279980	6795870	10456200	9992650	8775710	10209300	10431700	10812300	11109000	11157600	11138600	11105700	6826830
P28304	8329200	8176240	8126770	10331600	6823990	6800200	7258990	6737150	7230860	7836250	7241380	7204570	7205470	7439160	9590500
P0A988	5422880	5117230	5454400	4813920	4483160	4470240	4826050	4736310	4667960	4672660	4913530	4674480	4829230	4829030	5127380
P00582	7162020	7207740	7034670	7540850	7138620	7124910	6171780	7069860	6623520	6249860	6778660	6597430	6693810	6714440	7341020
P0AER3	396694	637918	358093	630701	379853	388185	179002	238744	346429	149213	234787	212650	230781	413939	335092
P11446	14128500	13239600	13955800	11367700	15569000	16102900	15480400	15787600	15916900	16248900	16166700	15972900	17073900	16458300	14224800
P08312	17641300	16642700	18194300	16338000	19239200	18712800	19725200	18147300	18751200	18586800	18796600	18900700	19162200	19442500	16508700
P0AFT2	3039700	2740630	2611050	3449900	2744040	2713410	2095420	2526570	2364930	2554590	2409220	2367850	2332270	2626770	2445730
P09546	6739800	5762420	6557780	5047390	3934070	4068770	4937640	4015320	3690970	3465830	3442940	3623280	4098840	4339360	5721790
P0ADN0	337807	432273	289713	312882	443924	408895	351536	389156	427524	369901	361453	379618	407111	466741	333559
P37440	8545870	8531240	9018070	6266260	1529000	1530330	1555270	1531450	1693960	1641060	1462560	1594530	1513900	1591470	7541130
P76536	6712480	6588050	6897360	6095810	9555600	9450660	10595400	9739290	9839500	10582300	10046600	10117400	10590100	10938600	7313920
P31992	4995260	7639550	5391950	7855540	6381150	6688650	7463390	6140170	7322300	7629520	7134420	5958580	7505060	6704760	7549200
P76177	27772100	32206100	28004700	27826200	23421100	24518100	25663900	22830800	25204800	25457100	24358700	23869300	25357300	23880100	26977400
P37749	8034330	7986210	8236870	7989280	9972800	9838270	10717700	10121400	9849250	9909420	9854020	9448440	9492570	10053400	8589540
P15770	2678490	2594990	2804380	2530480	3128140	3092420	3241520	3018100	3097520	3048090	2994710	2990900	2994730	2956370	2768410
P0ADE8	25666100	26154900	27034100	23758500	21212000	21257500	22096500	21706900	22252300	22851200	22505300	22574900	22115100	22028800	24820200
P25665	266199000	311800000	291547000	278134000	489300000	487185000	471150000	445017000	445030000	420508000	474784000	501745000	486105000	449874000	331301000
P75838	3453270	3728360	3406980	3782950	7273170	7696220	5779590	7306300	7665680	6765120	6736250	6999300	6826700	6635960	3979280
P0ABK9	1996930	1585260	2149650	1120680	777026	715552	866057	816542	869868	951513	856116	848055	1132060	1227680	1239740
P04968	16742200	13762300	17005300	10347500	5881890	5638860	5349600	6103440	6236980	5694400	6191540	5746400	6432270	6822020	12982000
P0AFS3	1091720	1066730	1108830	1139690	761874	718431	748049	801501	812965	772312	732277	768398	695055	736892	1157930
P52614	350320	136142	325538	291610	NA	NA	NA	112433	193148	330465	403546	NA	340033	436607	NA
P77376	1140080	1181120	1245390	1299060	764840	802848	786441	775519	786773	712050	782438	732848	663831	715413	1111240
P0AB83	855696	793380	916826	841978	999713	946796	989793	1030660	947202	1006210	953426	940761	998637	937454	823263
P0A7V8	151701000	160450000	158290000	145240000	214622000	216981000	215700000	215309000	207641000	208596000	209461000	209079000	205159000	201703000	160192000
P0AEC3	5321100	5335180	5170870	5907600	4496450	4605690	4311160	4179830	4686340	4278970	4649860	4494400	4650500	4576410	5507680
P04825	16889900	17555000	16888700	17995300	16299100	16322100	14328300	15738500	16002300	14480500	15637400	16265400	15353200	15933900	19180300
P25437	5989940	6122800	6154200	6317200	5580990	5494970	5435430	5521450	5327800	5765190	5765440	5514700	5604270	5846800	6409700
P37626	7043420	6858480	7248070	5433690	4109320	4381040	5634040	4579930	4253410	4673600	4268050	4136810	4377440	4305440	7228610
P0ACF0	444050000	665793000	455960000	504772000	368545000	422437000	433118000	379397000	441992000	438052000	395099000	436362000	429940000	370717000	500981000
P76407	541538	592929	512660	828047	427499	418914	475083	454459	456240	420441	413302	414021	398157	356024	541999
P76187	5347930	5501960	5483800	5768020	5087140	5118240	5710630	5806520	5718520	5763160	5958280	5715170	5783480	5600080	6055800
Q46927	1735390	1570180	1711690	1628720	1881770	1811900	1810090	1917200	1950120	2051900	1844240	1924930	1856410	1836120	1661880
P0A910	827622000	771585000	858543000	741368000	584908000	569397000	597759000	600883000	488862000	584338000	522145000	552950000	532631000	559669000	752085000
P77307	571170	640654	609908	663239	613136	600145	572956	590644	582174	650808	558300	560752	548533	661816	615327
P75876	3901460	3840840	3904060	3566030	4509930	4532600	4282810	4679200	4581190	4389330	4337190	4499040	4280530	4574450	3821110
P37197	1234510	1080090	1346450	773985	721100	676715	650988	745999	841204	961673	810870	764740	1058260	1127990	1051210
P76559	271160	301441	268623	375705	132785	93970.2	107509	107739	110613	146596	146560	157820	114091	114979	252461
P0AG20	3551300	3409740	3465880	2921410	2722040	2686630	2478610	2580210	2607740	2563830	2745570	2730000	2607460	2798420	3318760
P0A6R3	4553360	4927730	4986940	4434540	10673200	10846100	11915700	9495470	10847400	9951660	10093400	10605400	10267500	11035700	4250910
P06983	7484700	7484060	7381030	7320200	5623800	5789240	5861060	6031980	5837210	6060220	5645410	6023090	5859790	5708190	6837660
