rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S91_Slot1-25_1_8674	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s84_X018	CVT09_s93_X020
P63386	4884230	5568950	6328010	5980140	4574820	5305500	5060270	4297220	3515480	4990560	4782320	2525520	5745670	4306600	5713750	5393120	5907340	4260500	5125690	5728810	5998100	6122000	5624400	5388120	47542.9	38059.8	41238.1	38726.7	42119.3	26111.2	38443	34471.1	45048.4	28232.4	52146.9	23114	33057.8	3871990	4590370	4136770	4138990	4077110	4055070	4073450	3751030	4002600	4493060	4461520	4578430	5490610	4932800	3203930	3050930	3389750	3082650	3566190	3573370	3797510	3517130	3499270	3781170	3654440	3500240	3546170	3753160	3122020	1751480	1997020	1380660	1869330	1856990	1773650	1673390	1687540	1869980	2000060	2008400	2036490	1830210	1897940	1918670
P0A8E1	71424400	70268000	64869400	62517200	67146300	63769300	69150800	69810800	59185800	62354400	61046300	77524500	65598100	58881000	65791700	66839600	63664900	54813800	62954100	61135900	66841600	71392400	57320500	68735700	422404	475112	474848	523323	521366	440962	496327	398637	433122	507567	468825	452268	466711	28428300	29548200	30203100	24476500	35926200	29913500	26094600	32734100	28403700	28999600	27319000	29987100	28929000	30428100	15711200	14407000	15421600	13892700	13706600	14187800	14986900	13356000	13943800	15070800	13786200	14293700	14961900	14803900	14574400	9077110	9510520	9068740	8610520	9628580	9067160	8963740	9153240	9348170	9642040	8776870	8452800	8635300	8700700	8444260
P0ACL9	153132000	159851000	66322800	65492800	124751000	124144000	147402000	134908000	90393900	148697000	128269000	126777000	153537000	155773000	52151700	51943400	57917400	38948100	56217800	54862800	55798600	62063200	49417800	56614400	263767	428732	330151	390401	358167	386282	368049	367087	377602	140404	137769	122333	132341	13892100	12245100	12673100	12383000	11353300	12559100	11910500	8398840	13358100	11796400	11326900	4289760	3396420	3684720	6160240	7915130	6219340	6027550	2254010	2262120	2431560	2171660	2547610	2292090	2362110	2386900	2558060	2466360	6056510	3270990	3236280	3486700	3156300	3388660	3556560	3442150	3500360	2757230	3112850	1326160	1349540	1150480	1094050	1166360
P15047	53977900	53989100	41958500	57941600	29917200	40320500	71126200	64187400	32971500	57953600	44690600	48517000	59178300	52736900	49832700	46909500	54316300	42672700	70921000	71196200	82551300	65503400	20297200	95725300	191108	177198	230661	138445	152808	126247	291229	212685	150287	170714	229582	168081	235336	7200150	8044730	8787980	20122700	9237820	10288400	12362900	7065340	9598150	10453100	10564400	13370900	13948100	10058300	5926430	6853930	6228850	12284300	10749600	12001800	16264000	10457700	10904600	12986100	14002800	12888500	15097400	10935200	10362800	2681380	1684470	2818400	3071700	3173460	3263420	2890510	2717950	1818410	1795630	3569230	3448490	2225320	2741090	2818340
P75874	138352000	132736000	145929000	156225000	109995000	124859000	138033000	114133000	92973500	118662000	123300000	150758000	124239000	121082000	150486000	173954000	147031000	141528000	158702000	156868000	165512000	151080000	144082000	168430000	605679	577182	588460	453581	508547	482726	546751	647428	579135	432715	722878	511617	654179	15544100	12164100	13167400	13961000	12023500	13633900	15221100	9288760	15031500	13805800	12907300	16047900	13877600	12232000	5953850	7600200	6317970	7637660	8406300	8941090	8889220	7874580	8970470	9374900	8306730	8663900	8213330	8035740	7131690	2580570	2388000	2627220	2297400	2381710	2536140	2577090	2557560	2279590	2053890	2695040	2842070	2629510	2612720	2586320
P0A698	30753600	32122300	25393900	27069800	29288500	27153800	37607200	30938300	26188000	29704300	30381000	17413800	32276300	31037300	25325100	26685300	24057900	28217100	26560100	24371600	24794100	24260400	26015900	27343100	138950	154380	138732	142419	133181	150479	188768	142332	150280	127883	111849	109326	131269	7082380	7970870	7882710	9008660	6751160	7517340	8548650	8884570	7983710	8081250	8372730	5513710	7186810	6498030	3517810	3231870	3360670	4084970	2923310	2824590	2233770	3078460	2853910	2722280	2841860	2733330	2751210	2764520	3451850	1703800	1646130	1707150	1747720	1810500	1906070	1799190	1696690	1602250	1765730	1208280	1578670	1446030	1418810	1455790
P38521	86621000	83304300	62006000	58502600	64954400	61671100	68063700	59605400	73200700	57227800	67946900	110420000	67379000	73765900	61266900	62308800	59821900	56509100	57717200	54946900	51011500	49669400	53821800	60737300	513616	577859	428360	543186	597303	389447	611625	584227	445167	337929	436402	213041	331044	45323200	30657400	30774200	31240600	32378600	35090100	36283800	20503500	32733200	29191300	30292700	20910200	23473800	20738000	23543200	25522100	27273700	19431700	18855500	18866800	20781800	17413200	22239500	20417500	19453200	19781400	19568400	19679300	22954300	6428220	6578540	5562480	5593600	6574240	6522050	5676360	6457490	5863170	5768470	4150490	4964260	4559510	4576910	4523790
P22259	500920000	537223000	82187800	68850900	425632000	482281000	466425000	420241000	325361000	485765000	415886000	235414000	542627000	490745000	74094000	62905700	71250100	63356300	58158100	77474900	67386800	75690900	80128700	62673600	2132710	2541110	2236820	2284590	2336500	2543290	2194030	2651750	2240220	368945	338956	259828	285439	173850000	184700000	234376000	162205000	238806000	195639000	178951000	239316000	197594000	214783000	235337000	26157700	30775800	35024700	116799000	129559000	116702000	110873000	14594900	13887600	13281600	15252900	16734400	16832000	16846100	16844600	18609800	18801300	144568000	42090300	43962100	37259200	45851600	37852500	43269500	38113700	36600200	49922800	36913900	4359040	4387920	5292260	4819720	5289880
P64554	10532900	10038800	14693500	14236300	10627100	9485200	10445500	11819000	9122510	11673800	9853650	9248990	10310600	9982210	13080900	13719900	13796700	11641000	13831700	13354100	13047800	12987900	14271500	14471100	48228.6	49850.8	59072	50025.6	52252.4	49126	49746.1	50749.6	52580.6	57442	69623.6	52756.1	76397.8	2834530	3102240	3269610	2847340	3474970	3201780	3178580	2982150	3068400	3343130	3445620	3593580	5230270	4555420	1949350	1854810	2024600	2110950	2807180	2791580	2879730	3133280	2960570	3056330	2775610	2992400	2798380	2832580	2048640	897762	939794	894197	935868	884497	950547	860582	910566	775941	823125	1129090	1182300	1127100	1143240	1142190
P21362	19026500	20656200	5664960	8505100	8890830	9687220	24367300	14427100	7527280	9975980	16627000	48484000	12588500	11836400	4821640	9969420	5923540	8582510	7681140	10623400	10006900	4822290	7389100	8604130	387437	537300	417631	548713	374273	346774	702246	496478	301070	106624	291966	265347	210072	12613900	15788200	10967400	33301600	7185140	14571800	29687700	8616660	23852600	15612800	15005000	7290560	5799440	3752440	6495080	7078210	6782490	19739800	6515720	6692950	3857320	5612600	5123830	5431430	6789500	6290760	3660410	3342600	8775440	3357630	3354350	5890780	2850100	3890990	3932430	5985920	5554720	2205620	2617790	1805770	2308780	1793740	2074280	2258200
P69908;P69910	207315000	218683000	119135000	179198000	108784000	170069000	270421000	164692000	80330400	117866000	183092000	153634000	167148000	131531000	116821000	195401000	140895000	104937000	106416000	151307000	180473000	189649000	81086900	152748000	2326540	2316340	2501320	2670610	1574210	2380530	2784670	2061430	1751690	2173790	2038920	1989450	2443300	66154100	68385500	77008100	114701000	66562100	93549900	141366000	72061300	101853000	88695600	89800700	60695900	87736000	76452400	69974900	62009400	60235600	119759000	65892000	63949700	68639800	55067200	72207200	69654600	82379400	87980600	74663000	80054600	97992500	19765200	18049800	21878700	21686500	20867500	25096700	24708100	25620500	16219200	18074900	12946200	19001700	17767900	21143300	22103900
P0ACK5	8158890	7430710	5440140	6195470	7627770	7921560	6869310	7263820	6581900	7924850	7133970	4303440	7547900	8224950	6129420	5962560	5595540	5970860	4834600	6657180	6354020	6678810	6124670	6349140	37405.9	47113.1	45296.4	53204.4	45529.4	42508.4	51685.3	46643.7	38088.4	28123.9	40598.8	32585	41941.4	3066200	2708700	3049330	2491980	3399850	2832580	2445220	3420970	2746990	2866690	2861500	2825170	3075430	2549020	2505090	2264410	2527760	2116460	2103940	1859610	2208850	2164480	2007110	2114410	2003360	1982860	2056420	2177040	2239750	921651	1013350	907988	985553	925088	863454	793280	984301	1019190	1044710	819215	840523	818166	893497	901528
P0A8Y3	36648800	38490000	16175600	17759200	26763100	35349400	34565900	27323200	23904900	28847600	35594700	35562300	33422900	23383400	16419400	16859500	17453800	11108700	17809800	15425200	20395500	18294600	14202000	18266000	193013	210494	202599	222415	207143	207124	193832	210019	194524	98417.8	100089	92621.1	107963	19897600	17150700	17195500	11174300	20948300	16204200	11613200	14746000	15686700	15738300	15206100	9078900	8289560	8087720	12141800	14625500	13291000	11070500	6416320	6693190	7251420	6391140	6897370	7526700	6553900	6922510	6841680	6612450	12199800	3076670	3421950	2798190	3183120	3130350	3087810	2951030	2917560	3234320	3196580	1570450	1647080	1653780	1697880	1681330
P39304	1028080	994020	NA	NA	879041	1041190	932208	NA	610227	648597	1137560	794027	773290	891177	NA	NA	NA	NA	NA	NA	430374	NA	NA	457664	6676.96	10515.5	12343	11021.1	8389.01	13163.1	8076.7	11331.9	6237.56	4597.76	3128.88	6363.09	6828.36	739431	605016	587806	479092	900112	548791	433752	724006	348607	546981	625478	344433	436413	281850	1402460	1123720	1320900	1124770	964385	1178700	1045580	957735	992084	868438	1003410	941925	971200	953632	1292240	156335	163278	88948.6	138915	127983	115015	128982	110802	133849	132385	86325.3	121907	86957.6	92623.6	63170.6
P22564	8561430	7060640	1344290	2212300	5550620	7752630	7192900	4453770	3286370	4496400	8905820	4248180	8779630	6058280	1584630	1996140	1981730	2103810	1973700	1415870	2832860	3075580	1601440	1813360	106976	185551	130850	158458	163445	201564	137627	142232	158043	52642.9	33871.9	50064.5	53670.5	3027930	2839330	3927060	2860190	4876720	3219810	2850460	3835240	2807600	3306800	3452000	1172850	1415670	1353840	2521830	2505120	2699430	2403460	856250	854847	870610	887826	939964	1101200	1020570	865325	1059440	1015090	2522460	2952850	3309180	2490150	3633850	3270500	3461030	2985440	2415960	4079870	3125780	854769	1273130	1491820	919128	1376050
P07649	9503440	7897670	10034600	7410680	5904400	4352940	5514150	6984630	6427270	7661430	5441850	8315760	7790390	7179290	8580660	8307300	9490780	8672420	7696310	6671400	8373360	9078520	9570850	8173070	15647.2	16187.3	16214.8	18098.8	15978	9330.61	12517	15349.3	16056.6	22580.9	18917	16868.7	22265.9	1286120	1172670	1432780	1217530	1683620	1325590	1001230	1126440	1193830	1131750	1276490	1723320	1980530	2200560	919920	895362	928020	734976	1138870	1135100	1233120	1151380	1116090	1241310	1156330	1149560	1121560	1159310	881179	196515	200700	172050	214535	186709	160790	181602	192176	203144	215863	245647	271631	291540	288209	273974
P0AEL6	18259600	17597200	15495100	18507700	12111200	13957600	22540600	23127400	14890100	18794600	15776100	25392400	18941000	18952800	16761000	16114400	19261500	15947700	20249400	19418300	21632400	19533200	12087500	23400400	80972.7	84118.1	90121.7	57456.7	56576.7	69033.4	105004	64172.7	67195.1	43625.5	52573.8	52191.1	53309.8	5190160	5374890	5749000	10210400	4848850	6125450	7545970	3707830	6708470	6263850	6272620	5518380	5582280	4417500	3046230	3277270	2867070	5186580	3896680	4213310	5324020	3929930	3983890	4280690	4196440	3999470	4389360	3672580	3766400	2583000	2108230	2845760	2662930	2788900	3085690	2817440	2629280	1988520	1955160	3000200	2676800	2036170	2279390	2237830
Q46803	2299560	2211000	NA	NA	1561410	1499760	946479	2235930	3115490	1876430	1557840	1772580	2013960	2737070	NA	NA	NA	NA	NA	283227	656961	557687	NA	NA	11245.3	15650.4	9941.9	21317.8	16135.5	18522.9	9484.24	9944.5	17152.4	12043.4	2305.71	16309.9	3771.83	346096	335603	405025	167566	582622	280247	168026	379019	279531	511406	401781	NA	NA	NA	634592	668517	687164	476207	344591	302576	348692	504888	204923	500277	406423	267824	248126	441271	615932	53760.9	55403.4	28435.2	50274.5	29162.6	34214.5	17272.6	27173.6	56032.3	66750.3	NA	NA	NA	NA	NA
P0AGG0	11481400	10496500	12733700	10014500	10640200	11492900	12167200	11975000	11256400	12343000	10409600	12019600	10998600	11422000	13565400	11204900	11597900	9636910	10532800	11941600	10877200	11504900	11782900	10057600	67718.4	94932.9	63924.6	89298.8	88413.1	103272	87604.3	95101.1	71100.4	96165.5	71185	71681.3	62280.2	2569740	2582210	3163830	2532670	3042960	2734710	2678890	3103260	2876470	2628150	2966960	3355340	2920470	2929500	1998210	2146490	2087270	2122930	1958190	2137230	2187420	2293780	2006250	2317770	2009740	2082150	2111400	2080060	2223500	1170070	932420	1121910	1066890	1048920	1152160	1064230	1053370	1004390	885296	937130	858395	903701	932939	913084
P0A9F1	10904400	11238700	9872580	9654740	8021780	8840580	9695640	8628100	9209690	10052200	9690360	13950400	10133200	10342400	7590730	8541460	9733440	7420330	8835870	9880010	8429000	8023960	9281200	8595370	28665.8	36338.9	33498.4	43339.4	44664.4	38262.2	32583.1	42571.8	50943	27859.1	38179.9	26000.5	32327.5	6547440	5194060	4979290	4056610	5429650	5088120	4409460	3706100	4919950	4524560	4695430	3823200	3027920	2820830	1826700	2235880	2024140	1539410	1584590	1509910	1680760	1559230	1749670	1660300	1473080	1612420	1630070	1495810	1495470	887740	826792	852276	789544	826550	788779	808081	840943	647522	873790	744292	728547	726085	690971	695059
P25536	4016540	3284050	4402270	4958140	2555520	2877030	3416180	2828300	1647860	2596550	3834050	4611820	3740730	3119680	4639770	4433720	4400340	3750480	5160990	4131580	5599630	4763230	3515970	5134320	46474.6	53189.6	49734.7	48885.7	50021.1	46669.4	61378.8	46224.4	54665.4	41243.2	60698.7	60640.7	56491.6	4468920	4975080	4212670	5170990	4149460	4919530	5193490	4412960	5021850	4448570	4615800	5628980	6074690	5184610	6911550	7269700	7221290	8152220	10102100	10302100	9958580	9718950	10358500	10413000	9964550	10084200	9729430	9756240	6883280	484401	549629	624318	572664	548781	568019	597125	542176	503614	532204	680104	781652	662612	704482	741766
P39325	80020800	69139400	4725100	10959200	89731700	72921600	111567000	83782500	113702000	85225600	79245600	130399000	79465700	77598500	6184610	23834900	8939280	17975300	11127600	15309100	14512600	5399220	18444600	12353400	606077	916901	687010	627632	618308	488382	959128	817025	788741	43696.6	146116	147319	153548	49950800	41422400	35611700	48344500	32203200	44160400	64325700	29024200	52776900	44885900	44887000	5903360	5442430	2500480	16040100	17480600	15147500	21858400	2919830	3343170	1057890	2953570	4047130	3396010	2999770	3426480	1412030	1191320	16575900	7666970	6062450	9607430	6639030	7362110	8829440	7903110	8193680	6023990	5925450	525270	1749730	1051270	1210840	1007860
P0AAG3	6929380	7079750	3326980	4749610	6832140	8465310	10102000	5852710	3941580	7279530	8537680	5994250	8902860	6192840	4576940	5230880	5071340	3343330	6537340	4051570	5500590	4249420	5895200	5738540	22053.5	40547.4	28218.5	31607.9	39188.1	29055.9	37012	31862.2	21046.9	23018.5	23893.2	23232	22389.7	1860390	2101480	2287620	2543450	2090080	2046030	2393470	2161850	2323040	2244900	2312040	1582510	1789660	1612240	2192320	2295410	2346990	2520330	1796590	1666820	2012480	1877950	1743200	1743710	1731160	1759290	1603210	1606480	2338930	224749	247012	183077	269587	194133	215692	187953	199538	255599	215752	162663	153645	169756	138270	161444
P60546	21313600	22231200	28510100	29505600	22833100	19544400	21453600	21913900	21514500	23004000	19263200	21710200	21251600	22732200	28449500	29917500	28592500	28415600	29769100	28811300	28483700	27171200	28339300	29538600	251382	387711	308180	330376	296804	346950	330313	363985	423569	460536	507787	520657	426839	15496700	13331600	11634100	13538100	12980100	13207400	13543300	8248150	14207200	13033300	12402100	10818100	11525100	12924100	3917990	4077180	3822620	3794980	4254660	4441520	4510860	4128260	4593430	4571440	4039600	4292360	4455590	4267300	3394310	1548400	1477890	1653610	1381580	1428670	1437130	1502380	1565580	1289560	1452920	1706830	1748640	1687500	1729200	1549480
P0ABI8	188744000	254671000	101423000	121501000	146753000	183762000	222466000	161698000	147321000	173616000	178578000	77261500	202506000	180126000	90474300	87375500	109548000	63468900	104393000	103019000	115697000	89897700	104954000	98294300	118596	200326	192549	229478	243497	122875	256193	247465	160638	62748.3	89118.8	51220.5	81427.7	31419300	31225400	31508500	25853300	26110200	26991100	35382000	31692400	31352000	29491100	31325600	12518000	16771200	18210800	10621800	11832400	9965320	10576700	6860050	6720120	5364320	6795950	5925310	5644330	5874880	6712320	5011960	5450810	11717300	6806960	4976250	6365010	7159620	6411080	7729210	6802420	6735690	7706370	6121040	3284140	3994410	3898900	3632090	3404850
P0ADR6	9307060	7782940	6831950	8316880	6024210	9257300	7470960	4743390	2987190	5175890	8571470	4630340	8171150	4898290	7248900	8283750	8063590	3237800	9307410	6698460	10855700	9344920	5419270	9881470	94505.9	87944.5	91670	80642.3	93113.5	78271	65765.7	82396.1	90958.5	76907.3	102506	76137.3	115401	3070470	3128930	3292740	2870210	3471610	3156750	3068130	3507850	2881380	3282920	3308930	3496960	3794780	3473890	3428560	3083970	3413410	3029930	3723060	3657060	3815260	4116180	3736540	3760400	3755770	3903710	3781680	3878650	3469770	781321	939750	592210	927619	876256	806820	759510	743758	936183	974132	1007070	966450	1019120	986802	1021630
P22333	9304150	8772030	12549100	11868000	8587760	7947020	9188700	9447900	8794200	9106460	7535800	6785940	7867930	9958470	12201600	13334600	12583900	12586600	12830200	11189800	11378600	12219800	10930700	11706200	169841	166154	161858	183626	165909	179506	177016	126360	171652	269426	238021	219696	259513	4159580	5026800	5581710	3833930	5625470	4411830	4117180	5705360	4175000	4081270	4067560	9094280	7431430	7237060	2187400	2095180	2389570	2137000	3044930	2939050	3305910	3119920	3086280	2852840	3037330	3023690	2967660	2927260	1854140	465244	570944	451867	518058	569452	519271	519543	508730	528051	567775	815899	815815	881162	799532	842038
P11071	7392910	9592500	3221090	3770640	6130970	8948920	10859000	7450590	4869940	7916500	6629270	4783590	7515730	6292800	3369030	3386010	3708060	2133690	4521450	3595960	3868420	3682880	2625590	4599530	34300.1	28387.2	32248	29416.6	30200.2	35806.9	26121.3	28601.2	31523.6	14844	15108.1	15868.1	21679.5	1593220	1740090	1954120	1910070	1796360	1731600	2077360	1786260	1704720	1774080	1953760	850946	1014310	817766	1796570	1760570	1666340	2040080	1078330	1091100	966249	1005720	1025550	963301	1071920	1031930	964670	947332	2086010	414587	520055	285126	487025	402724	416402	345370	353817	505165	420676	217555	262259	240888	261076	236524
P0AFJ7	6820010	6578790	9248720	9443870	8052860	7314990	8054620	8578130	9302380	7983750	7470470	3765630	7291110	8419460	9905410	8713840	8429800	9735330	7578860	8970160	8416230	9537730	9528270	8701260	61117.2	81340.6	85029.2	93284.4	102171	68732.9	164096	107347	72186.9	38331	123839	81320.1	69149.6	3034290	4213120	3203180	3983770	3933240	3704310	3607220	6375980	3722230	3757810	3578260	4348080	4953810	5186180	3665760	3106190	3540490	4051920	4101740	3959330	3103670	3958700	3894680	3613340	4076450	3897130	4099910	4682140	3623610	683545	556589	675869	685060	800590	734594	740628	801127	767853	782792	571769	830570	824777	798112	830815
P64624	30641600	36295000	35243600	42534600	25365700	25224100	34240500	33724500	24026900	29369000	24396800	17340000	33495700	30911800	37906200	35062100	34262200	26573500	29339000	37344400	34772400	33617900	29997200	33768400	105866	115481	108068	114570	117818	124244	120990	108920	78304.4	101962	99117.1	115960	112417	3699190	4066330	3789860	4010600	3903440	3463230	2913700	3517400	3639580	3848310	3695540	3152880	3813980	3020770	4958200	4695130	4890870	4809040	4735840	4428030	5262600	4809270	4504780	4885020	5125750	4867260	4742760	4983940	5302020	1226090	1327330	835231	1404650	1239890	1152480	1081080	1111320	1387340	1419120	1283520	1252810	1236540	1158970	1383630
P64423	7510170	8659880	6181720	6879710	7825030	9087120	9471440	5957050	4746250	6038460	8861530	2427920	7240740	7064110	6237520	7830600	7519290	6066120	8472280	6993170	7990170	7938930	6449320	7359840	31116	47265.1	51641.6	46396.7	38353.3	62948.3	42290.8	43469.1	37048.3	59579.5	41224.1	51540.4	67537.6	1445120	1473670	1805200	1518340	1898140	1826200	1483980	1954960	1494070	1515600	1605580	2249530	1943530	1761700	1279100	1197360	1269230	1112470	1232140	1261290	1399510	1221210	1288620	1337170	1306350	1408450	1282920	1220950	1181980	325963	393351	359180	381035	350629	330842	354297	368087	393940	372416	384372	381430	365971	376095	401796
P26646	71755000	71998100	67480400	62292300	59152000	63371400	74930400	66984700	58974100	68088500	64970600	47850900	67289600	66315200	65718400	56277100	57918900	54930600	51947800	59198400	61353600	66012400	59124700	60398700	325763	397124	348058	391138	394983	280436	423914	396419	320356	215848	303689	215698	259593	19936500	19849800	23278600	19844200	23835600	22002400	21163500	20768500	21405000	20832100	21546700	19647800	21564400	21947600	8211470	8312600	8249790	8741430	6789720	7088500	7445010	6918200	7340700	7484790	7509690	7299040	7799510	7989580	8119490	6596050	6498240	6598090	6893490	6344420	6842700	6606680	6923990	6535010	6502420	5609840	5647860	5806160	5623250	6020830
P24242	4212280	5468780	3401680	4571010	7641970	5883670	4969600	6719710	8334100	6928280	4852020	4703990	5722260	6397550	4593950	4663140	3877550	3285670	4070750	5149680	4243720	3889970	4706580	4220240	28733.8	28252.3	25472	23277.5	28533.1	19112	28039.4	20613.9	27748	11371.1	17181.4	8385.89	14989.9	1501290	1468530	1502170	1442830	1576360	1412280	1256880	1402460	1352730	1365980	1506200	682399	1011720	939030	1083540	948516	947329	908968	664916	623175	662254	726520	634584	691409	674839	608234	674655	635348	966672	218844	288163	213276	216140	250945	208884	213135	211819	249541	244206	179076	168469	163334	148868	153327
P0AEN4	7905330	7427750	9386350	8158620	7015150	6082550	7599470	7530090	7398100	6380130	7580610	7749850	8629120	8237430	9066090	10558600	9751730	9714170	9452490	10668100	9904740	9783300	9658930	9330790	12804.8	40165.2	20922.2	34932.6	28396	28170.6	28844.5	29622.2	28442.9	35709.4	25077	39722.5	40621.3	969122	881490	954647	838755	912066	895394	815032	855096	909671	1011730	1106720	1306990	1279750	1080050	1259180	1185750	1210590	1133970	1662040	1661880	1661450	1559320	1537460	1691580	1602550	1720970	1632610	1525010	1262300	347085	331304	241369	344302	328096	299936	308915	297710	290269	318701	472742	486009	385253	398626	397366
P45395	15263800	13417600	13551500	11946800	12307800	12143600	15667100	11818000	9739330	13563900	12955200	6388240	14705800	12363300	13422500	12460900	12989900	8942830	12898200	11807500	12245400	13395900	12076600	12236200	222325	322673	269087	273322	305559	272790	284403	284223	251008	295979	256667	257597	294121	5166390	5130420	5997950	4917350	6423620	5058160	4527220	7041140	4889890	5322570	5267320	5765050	6063610	6464390	5598050	5125400	5811250	5679150	5071860	4722020	5248890	5036620	4922040	5149870	5073270	4867790	5152840	5280420	5282320	2049470	2018630	1763900	2081560	1951390	2022420	1751900	1842570	2164550	2056200	1971520	1893260	1828120	1997120	1921650
P06961	11486100	11292400	10686800	11461200	11221700	12306000	13349400	11016400	9051370	11707000	11473500	7397690	11728300	11687000	10319600	10824200	11325000	9147510	11853200	9888980	11021900	10764400	11101100	10929100	30791.4	29662	35386.2	34241.8	31329.2	32482.5	37550.7	31196.2	36977.4	35159.1	34064.8	32153.6	35072.8	3118930	3182660	3283240	3136530	3097140	3156280	3509880	2933350	3277320	3148740	3388540	2867470	3405510	3041780	3906350	3557710	3731630	4084170	3720120	3741240	3683460	3857690	3722700	3805250	3801340	3811070	3628470	3657050	3908270	662355	649998	600422	698235	682328	698239	611383	657593	647321	672691	613196	689702	654089	664920	670526
P0ADS2	23546500	22237200	23361500	21737000	23537800	22574600	19690500	20808300	18572300	21738400	21092500	31399900	23338100	22091000	23826500	23517000	22276100	19916800	21970700	21592000	22476700	21308100	22087900	22519200	243325	189619	218737	148879	127309	154361	159445	108421	149148	138159	197248	95860.3	185495	10242000	10502000	9900360	8769110	10681100	9564020	9277800	12337700	11121100	10242200	9739800	14159100	8406820	9249000	3269690	3404800	3206400	2906670	2834840	3110930	3141390	2839430	3401530	3170850	2816340	3141660	3134290	2981590	3181220	1452710	1349960	1422820	1373220	1470270	1375640	1416620	1423630	1308540	1481950	1222440	1290300	1248320	1232610	1233090
P0AFU4	10777400	8786940	8986360	9695110	10895200	12634700	11675300	8486680	7031740	9345930	11169600	6285960	11757700	8113880	9881620	11696900	10683800	7174980	11918600	8686630	11180200	11161000	8390890	10444000	37442.4	35107.7	41050	30085.1	42856.5	34956.3	35230.2	29037.1	39408.9	46004.2	38888.3	34874.9	46771.1	1737990	1880880	1960750	1920570	1851020	1819260	1658120	1810900	1792870	1885560	1913590	1346390	1868480	1636610	148242000	145997000	154868000	144738000	145338000	134291000	150068000	142138000	144365000	139594000	141199000	136164000	145982000	142095000	140787000	242494	261509	217365	283475	245410	241794	209396	230973	269164	283179	301842	278104	280496	336095	303965
